basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,91c05ddf1773c7b9,59a6ad84af6a17c7,,P00000,A
CONVERGED_GROWTH,f9ad6521cc16eaf0,49238ad8829bae54,1.007428774334812,P00001,TIE
MODE_GATE,4a3d49d4a6d7abb1,67174cefa038104d,,P00002,B
MODE_GATE,c79db9c1264d0337,d09128eab6ba5c75,,P00003,INDETERMINATE
MODE_GATE,5a064132a11051da,5dea72e5e8597663,,P00004,INDETERMINATE
CONVERGED_GROWTH,f46273f272519c6e,78967922de41d5fd,1.0305148153763555,P00005,TIE
NEUTRAL_NEUTRAL,e79010af339989f3,80dbea7560fe6024,1.0,P00006,TIE
MODE_GATE,82aaf8ed31c97b15,997782c24aa0e13e,,P00007,B
CONVERGED_GROWTH,0cd26a3dd6f2c3a5,e15971d56370a6e6,1.0585695610086656,P00008,B
CONVERGED_GROWTH,96dcaf9fc7b2d45a,a52f362819a41995,1.0204798818597052,P00009,TIE
CONVERGED_GROWTH,da39ddb928b6723d,c20eddf591bc7fbe,1.011666817028973,P00010,TIE
CONVERGED_GROWTH,0fef4728bcf4ef59,3b0b0da3cc822c49,1.0231890546170188,P00011,TIE
MODE_GATE,710173249fd233b7,70d3d581c7c8861c,,P00012,B
CONVERGED_GROWTH,05a40db5e73b3ef0,923147eaeb53e3aa,0.9931402775620711,P00013,TIE
NEUTRAL_NEUTRAL,267c97e67bec85b9,d99539c35209d03a,1.0,P00014,TIE
MODE_GATE,04196f05a7802478,8508c40eb6bbc294,,P00015,INDETERMINATE
MODE_GATE,45a6723147b5c7f9,aef5d8d874067ed3,,P00016,INDETERMINATE
CONVERGED_GROWTH,921039d5a4c0a168,a06b54f4113a6522,1.0128220977267224,P00017,TIE
MODE_GATE,c565cf32766b0344,e2a7e04e1e637742,,P00018,INDETERMINATE
MODE_GATE,02e9783460bf87da,ffeb0759ff67c300,,P00019,INDETERMINATE
MODE_GATE,cdd5f70c49804166,15b33f58ef6f6b76,,P00020,INDETERMINATE
MODE_GATE,82b47c1752c8902d,84ab6e8ee948d01f,,P00021,INDETERMINATE
MODE_GATE,57de66a3b5225b57,1ddb07c38bae8530,,P00022,INDETERMINATE
MODE_GATE,a136510d33c67fce,cc6298a2991f3388,,P00023,INDETERMINATE
MODE_GATE,4e7dc26376dbf717,feb5e2e9ce2cb891,,P00024,A
CONVERGED_GROWTH,38858b5171c504e7,b2f92f6c0648bfef,1.0036286490930462,P00025,TIE
MODE_GATE,8ce3b937d7bb7f15,2bca2b59a4910efa,,P00026,INDETERMINATE
MODE_GATE,4acc0000fabe8c82,a6036c32f076545c,,P00027,INDETERMINATE
MODE_GATE,0432386a4e8a2fc6,9613f394175beaf2,,P00028,A
CONVERGED_GROWTH,10fdfbc9799264ce,4cadcf680fbd100d,0.9707589246467606,P00029,TIE
MODE_GATE,816ec115960fd232,3cef0b94c744e7a1,,P00030,INDETERMINATE
MODE_GATE,a8acee72b20c1c9e,16bf679871f8236c,,P00031,A
CONVERGED_GROWTH,599d5ba711fcae20,e54d0a37e9d3594b,0.9713720543068438,P00032,TIE
CONVERGED_GROWTH,3f2e86a5a06fa6b3,a429907e003ecaf7,1.002498046356067,P00033,TIE
CONVERGED_GROWTH,f2a1700f081f51ee,b4a78b0acb8be04d,1.0437340369728485,P00034,TIE
CONVERGED_GROWTH,dbfc43cce193d45a,85d8d34a4ef14fe5,1.0092128692262847,P00035,TIE
MODE_GATE,d64eb2c17723c302,8f7ca3f8a038c72b,,P00036,B
CONVERGED_GROWTH,5041f33dd2b73830,572fee23c45174e1,1.0076001380037873,P00037,TIE
MODE_GATE,a7d6f48dd97d6c0a,12561b950903c91f,,P00038,A
MODE_GATE,305b1de06fa5f222,a70bd3cfb0fa85ef,,P00039,B
MODE_GATE,f240e68c91ece7fc,c0eb81db8697b484,,P00040,INDETERMINATE
CONVERGED_GROWTH,616a2c3b1344071b,aeeb51659047f6b6,0.9913278345219859,P00041,TIE
MODE_GATE,aea5e958b3e525ec,c3ed3bcd8ea443bc,,P00042,INDETERMINATE
MODE_GATE,83788d13992d867f,7d213de20fb4dd99,,P00043,INDETERMINATE
MODE_GATE,448e074ffde9ab1f,f70431cf6ab47ce9,,P00044,INDETERMINATE
MODE_GATE,cccf141f391212ed,f21050ceef4f07aa,,P00045,INDETERMINATE
MODE_GATE,0340b7fe68351616,df8187bbed23cd6a,,P00046,INDETERMINATE
MODE_GATE,480585245662f5b7,a7341c6f295e5028,,P00047,INDETERMINATE
MODE_GATE,f0ab90ff78ccf378,56096551d2510f14,,P00048,B
CONVERGED_GROWTH,2ff9ae6cc48d7133,3309d8740805b714,1.2168867165501702,P00049,B
NEUTRAL_NEUTRAL,d66368fcf4255982,d07f064d24e0a4cb,1.0,P00050,TIE
MODE_GATE,d928380b062ed0a6,e121eb15eee94b7e,,P00051,INDETERMINATE
MODE_GATE,60166f40c211234b,01870042e297ab18,,P00052,B
CONVERGED_GROWTH,2a76f3cef4214e7c,ec012c23e6c2198a,0.9985477202078508,P00053,TIE
NEUTRAL_NEUTRAL,561d0c87e480d3fc,da8dc15fc47e4020,1.0,P00054,TIE
NEUTRAL_NEUTRAL,e1a603ffa9d5d9ff,19c9028db65180c3,1.0,P00055,TIE
CONVERGED_GROWTH,d49236ec51f3f3e4,0d73ae694c559e47,0.9206015425548278,P00056,A
CONVERGED_GROWTH,7a857a654fa60c23,772168d4147919cd,1.0166810467613598,P00057,TIE
CONVERGED_GROWTH,9e2dadd6d69b7511,2d1fc217164709e3,0.9377019093768124,P00058,A
CONVERGED_GROWTH,6d2e0fc0a2899c73,733941b054d0ede6,1.0971926339050675,P00059,B
MODE_GATE,b6e5e3ff9da61ff4,9b323f521159f8a0,,P00060,INDETERMINATE
CONVERGED_GROWTH,e16a6bb4cfc1d40a,5bed6aec6de789e5,0.9816802584546706,P00061,TIE
NEUTRAL_NEUTRAL,92a90ababb65665d,90e3b9ec3acefd87,1.0,P00062,TIE
MODE_GATE,0b01614832ce1bda,befc3596e1e391e0,,P00063,B
MODE_GATE,f748a41ee3857315,d99f0f0c6aa4ce6c,,P00064,INDETERMINATE
MODE_GATE,94736722de66dc3a,597917f0d59c8a7c,,P00065,B
MODE_GATE,8df53887f7504bf2,14456f7024519472,,P00066,INDETERMINATE
MODE_GATE,28d2f813ef1a0e40,fa1d0120c3faa400,,P00067,INDETERMINATE
MODE_GATE,40a67dbcffe73db6,d6418cbc0dca4124,,P00068,INDETERMINATE
MODE_GATE,4814e15380823b71,6f87f224f9e0dd6c,,P00069,INDETERMINATE
MODE_GATE,434f05f456930e66,150e691ade18db25,,P00070,INDETERMINATE
MODE_GATE,325546549dddbd48,883e7a6a0afad57e,,P00071,B
