pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,f56b73c6efa59509,6d636cabc9f4138b,geometry/f56b73c6efa59509.npz,geometry/6d636cabc9f4138b.npz
P00001,e354e94a77dad1bd,3ba7f7a248d7961d,geometry/e354e94a77dad1bd.npz,geometry/3ba7f7a248d7961d.npz
P00002,5c93692adb561b3b,b927edb8b5465ce8,geometry/5c93692adb561b3b.npz,geometry/b927edb8b5465ce8.npz
P00003,75437be79a4fbad4,7edc755144d80f01,geometry/75437be79a4fbad4.npz,geometry/7edc755144d80f01.npz
P00004,2f8b6969d0b2488e,abd3e905043d7129,geometry/2f8b6969d0b2488e.npz,geometry/abd3e905043d7129.npz
P00005,86db0f07c9e4dc80,395b684aac4d7e7e,geometry/86db0f07c9e4dc80.npz,geometry/395b684aac4d7e7e.npz
P00006,21975def86fd960f,2d6fe0ff16194fc1,geometry/21975def86fd960f.npz,geometry/2d6fe0ff16194fc1.npz
P00007,ce9907ddd2775316,b9a42ba5534bde32,geometry/ce9907ddd2775316.npz,geometry/b9a42ba5534bde32.npz
P00008,6a3476a717df9022,98317502c89c4493,geometry/6a3476a717df9022.npz,geometry/98317502c89c4493.npz
P00009,9dd52d595fa05bf6,555c9ec345859ada,geometry/9dd52d595fa05bf6.npz,geometry/555c9ec345859ada.npz
P00010,fe43720816fef696,c5f0e1d09e1a61fc,geometry/fe43720816fef696.npz,geometry/c5f0e1d09e1a61fc.npz
P00011,7dca38fd4c997ecb,aac2783fcecc79b3,geometry/7dca38fd4c997ecb.npz,geometry/aac2783fcecc79b3.npz
P00012,41bcacf9b1aedbb9,e4c21f6b36475f5f,geometry/41bcacf9b1aedbb9.npz,geometry/e4c21f6b36475f5f.npz
P00013,01db573cbbe08266,bec5b2a9d2248134,geometry/01db573cbbe08266.npz,geometry/bec5b2a9d2248134.npz
P00014,817d3780d8e36eef,0b8690173efc90cf,geometry/817d3780d8e36eef.npz,geometry/0b8690173efc90cf.npz
P00015,0d0673cf9d5b63c9,7e11c4dd9b04f11d,geometry/0d0673cf9d5b63c9.npz,geometry/7e11c4dd9b04f11d.npz
P00016,e60047918f8c64c6,b4f99f887d255196,geometry/e60047918f8c64c6.npz,geometry/b4f99f887d255196.npz
P00017,5e6c6463c6cfdcc2,15776ed901dccd95,geometry/5e6c6463c6cfdcc2.npz,geometry/15776ed901dccd95.npz
P00018,32b1c145d0233ce8,97d02dce67db936b,geometry/32b1c145d0233ce8.npz,geometry/97d02dce67db936b.npz
P00019,97f98d931e393973,725e80cd2a173a3e,geometry/97f98d931e393973.npz,geometry/725e80cd2a173a3e.npz
P00020,135d55226150da68,662ada7b09c38b73,geometry/135d55226150da68.npz,geometry/662ada7b09c38b73.npz
P00021,f298fcc9b5c65845,f7b390f2d695b615,geometry/f298fcc9b5c65845.npz,geometry/f7b390f2d695b615.npz
P00022,fa5717794865e42e,4d785a9973519802,geometry/fa5717794865e42e.npz,geometry/4d785a9973519802.npz
P00023,28f23207ee34240d,3d5e791cf0d4dcd0,geometry/28f23207ee34240d.npz,geometry/3d5e791cf0d4dcd0.npz
P00024,a6922c5e8411fb93,b5567fdde294983b,geometry/a6922c5e8411fb93.npz,geometry/b5567fdde294983b.npz
P00025,0ce2c0716e4fad12,939a016429b7285e,geometry/0ce2c0716e4fad12.npz,geometry/939a016429b7285e.npz
P00026,a1a1dc75259a0ba7,5182f8c458534df3,geometry/a1a1dc75259a0ba7.npz,geometry/5182f8c458534df3.npz
P00027,e88b4b750dd16ac4,4780c2488225c2f1,geometry/e88b4b750dd16ac4.npz,geometry/4780c2488225c2f1.npz
P00028,d8b2a729dba530c8,923fc64c6e1a11b9,geometry/d8b2a729dba530c8.npz,geometry/923fc64c6e1a11b9.npz
P00029,2abd938383e4b8e9,8b448ec488a34554,geometry/2abd938383e4b8e9.npz,geometry/8b448ec488a34554.npz
P00030,83aede34605ddb94,c1c41b0b352565e8,geometry/83aede34605ddb94.npz,geometry/c1c41b0b352565e8.npz
P00031,4839d9836b0f2b0f,890539d6a627026a,geometry/4839d9836b0f2b0f.npz,geometry/890539d6a627026a.npz
P00032,e8f67a87c1cf37cd,d64f4da5ee959528,geometry/e8f67a87c1cf37cd.npz,geometry/d64f4da5ee959528.npz
P00033,d666f690fe33de15,c97aef7adaf69e05,geometry/d666f690fe33de15.npz,geometry/c97aef7adaf69e05.npz
P00034,7cdb771f7edbad0d,1b4b7597f9a101c0,geometry/7cdb771f7edbad0d.npz,geometry/1b4b7597f9a101c0.npz
P00035,523056d48c466a18,a1aa8d3336128c5a,geometry/523056d48c466a18.npz,geometry/a1aa8d3336128c5a.npz
P00036,6287881d54be70c1,34e56f56be0668ab,geometry/6287881d54be70c1.npz,geometry/34e56f56be0668ab.npz
P00037,c170ee148d2af0f5,a585ae924207674f,geometry/c170ee148d2af0f5.npz,geometry/a585ae924207674f.npz
P00038,915a10083fcc40a8,a1c2bf08815a6444,geometry/915a10083fcc40a8.npz,geometry/a1c2bf08815a6444.npz
P00039,a53c0054e8e6ad1a,caed66018394d4ea,geometry/a53c0054e8e6ad1a.npz,geometry/caed66018394d4ea.npz
P00040,c1516415b10ea889,c8530d206805d12b,geometry/c1516415b10ea889.npz,geometry/c8530d206805d12b.npz
P00041,e17ca9b7ba5c2643,8f87437338ed457b,geometry/e17ca9b7ba5c2643.npz,geometry/8f87437338ed457b.npz
P00042,22feeb864b20fc51,ca9ef3573b7dbd7b,geometry/22feeb864b20fc51.npz,geometry/ca9ef3573b7dbd7b.npz
P00043,63391807bb25e597,180d55aa1b582fb8,geometry/63391807bb25e597.npz,geometry/180d55aa1b582fb8.npz
P00044,22279c32bdbbc0d8,93c2a71022a6fe22,geometry/22279c32bdbbc0d8.npz,geometry/93c2a71022a6fe22.npz
P00045,69a239de5420ce1e,7a6eb634d4d74e6d,geometry/69a239de5420ce1e.npz,geometry/7a6eb634d4d74e6d.npz
P00046,f159798033be1e9d,98f3ac9870d2c8ae,geometry/f159798033be1e9d.npz,geometry/98f3ac9870d2c8ae.npz
P00047,8e3e6936442b1fbe,ab765d02c2cf6eeb,geometry/8e3e6936442b1fbe.npz,geometry/ab765d02c2cf6eeb.npz
