blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non,analysis_scope,jacobian_reference_eps,jacobian_convergence_eps_count,jacobian_robustness_eps_count,jacobian_robustness_relative_drift_max,dominant_kmax_boundary_weight,dominant_kelvin_k,kmax_basis_present,min_component_nyquist_k,spectral_nyquist_fraction,spectral_nyquist_safe,reduced_mode_count,spectral_extension_fast_path
B116,fremlin:8_20:knot.8_20r,knot,1,LINEAR_FAIL,1,0.017944757045856324,0.01993861893984036,1.1111111111111112,0.7391256830115762,1.0,0.0798739823183283,0.02300995160685726,inf,-0.0015821521574297948,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.03624614703121374,2,True,360,0.06666666666666667,True,95,True
B117,fremlin:7_1:knot.7_1,knot,1,LINEAR_FAIL,1,0.08672326641021283,0.09635918490023647,1.111111111111111,0.3300084735668485,0.21765651393240487,0.010692096542965357,0.19271836980047294,inf,-0.1837881785498726,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.8616688867790466e-13,2,True,360,0.06666666666666667,True,95,True
B118,fremlin:8_3:knot.8_3,knot,1,LINEAR_FAIL,1,0.04135390151909027,0.045948779465655856,1.1111111111111112,0.47841299107042756,0.6596073704018526,0.03170426139498155,0.09189755893131171,inf,-0.40088198498259797,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0010960368517424063,10,True,360,0.06666666666666667,True,95,True
B119,fremlin:8_15:knot.8_15,knot,1,LINEAR_FAIL,1,0.015651463517359892,0.017390515019288767,1.111111111111111,0.5173595069011178,0.6980132151110078,0.14218233004914893,0.005503556512481235,inf,-0.20758493094149022,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.01097415047503791,2,True,360,0.06666666666666667,True,95,True
B12,knotplot:link_9.2.40,link,2,LINEAR_FAIL,2,0.05877142905684421,0.06530158784093801,1.1111167611891355,0.5716943377281579,0.03323192332743187,0.1969534556811737,0.13060383980819557,0.13060398586808264,-1.2450085132493003,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0028315917300993487,3,True,142,0.16901408450704225,True,190,True
B120,fremlin:5_2:knot.5_2d,knot,1,LINEAR_FAIL,1,0.01628525568292327,0.01809472853658141,1.1111111111111112,0.76579706809777,0.32385756495818946,0.24893877882814275,7.7694249093867e-15,inf,0.6311882890690258,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.031272818165933955,11,True,360,0.06666666666666667,True,95,True
B121,fremlin:7_2:knot.7_2r,knot,1,LINEAR_FAIL,1,0.01577882655258109,0.017532029502867877,1.111111111111111,0.6950734399423909,0.8762317017960686,0.10220084406545066,0.010367230354844688,inf,0.04623349961014278,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.025900199777915654,23,True,360,0.06666666666666667,True,95,True
B122,knotplot:torus_2.9,torus_knot,1,LINEAR_FAIL,1,0.0703040298222884,0.07811558869143155,0.7259736011609473,0.33879153677121887,0.2681364910979742,0.01255515452189268,0.15623346977124447,inf,0.3854514430223457,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,4.366602054818859e-07,2,True,360,0.06666666666666667,True,95,True
B123,knotplot:link_4.2.1,link,2,LINEAR_PASS,2,0.12241819434358522,0.13602021593731692,1.111113305382073,0.6831685985809998,0.0370162698818341,0.14096989045427757,0.24341975089175313,0.2720409691120119,-0.7485875943253693,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.00023640444997354235,3,True,173,0.13872832369942195,True,190,True
B124,knotplot:link_6.3.1,link,3,LINEAR_FAIL,3,0.08411955256946547,0.0934661695216283,1.043466497647431,0.46715646949031214,0.03594382273565602,0.2566798976647096,0.1427239645054247,0.186939557765423,0.525475845809019,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.008181834799850374,2,True,105,0.22857142857142856,True,285,True
B125,fremlin:1_1:knot.1_1,unknot,1,LINEAR_FAIL,1,0.8972284460911493,0.9969204956568325,1.1111111111111112,6.07112465825156e-09,0.31069177236500667,0.0093431968833331,0.5260640968175084,inf,0.0,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,3.0339384643431025e-27,2,True,360,0.06666666666666667,True,95,True
B126,fremlin:7_4:knot.7_4,knot,1,LINEAR_FAIL,1,0.024455406428999783,0.027172673809999756,1.111111111111111,0.9269991408629398,0.846414824714595,0.10743770919445284,3.114680500523854e-16,inf,-0.14316610290427242,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.00073939386731485,23,True,360,0.06666666666666667,True,95,True
B127,fremlin:7_1:knot.7_1p,knot,1,LINEAR_FAIL,1,0.05835220562639228,0.06483578402932476,1.1111111111111112,0.2646870283135243,0.24221116237476314,0.0190587898940959,0.12967156805864952,inf,-0.13918785872081185,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.44040730966711e-06,3,True,360,0.06666666666666667,True,95,True
B13,fremlin:8_15:knot.8_15d,knot,1,LINEAR_FAIL,1,0.03486749052451681,0.03874165613835202,1.1111111111111112,0.680490991331263,0.97257961351227,0.05807776791629843,3.3631113834009025e-15,inf,0.3048939138185838,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0016547619220430745,3,True,360,0.06666666666666667,True,95,True
B14,fremlin:9_2:knot.9_2,knot,1,LINEAR_FAIL,1,0.014976794517758983,0.01664088279750998,1.1111111111111112,0.8370583828786723,0.9786365778096603,0.16123007631197128,0.0031093909389314565,inf,-0.4020844408416868,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.015071281319724045,18,True,360,0.06666666666666667,True,95,True
B15,fremlin:8_17:knot.8_17,knot,1,LINEAR_FAIL,1,0.05483214424225107,0.0609246047136123,1.1111111111111112,0.4227831838335932,0.18206213019973103,0.025717095566715274,0.1218492094272246,inf,0.3429641525383993,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.020410719744467877,7,True,360,0.06666666666666667,True,95,True
B16,knotplot:knot_8.1,knot,1,LINEAR_FAIL,1,0.07670971388195873,0.08523301542439858,0.7286987734121665,0.474665237809667,0.08066941931960894,0.06025859979214534,0.17047114093262022,inf,-0.24974143638594387,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.015407725686583988,2,True,360,0.06666666666666667,True,95,True
B17,fremlin:8_3:knot.8_3z,knot,1,LINEAR_FAIL,1,0.0589558480095508,0.06550649778838978,1.1111111111111112,0.7225940940732124,0.23374326862265965,0.02044820751080659,0.13101299557677956,inf,0.345281342858039,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.009639460779230842,8,True,360,0.06666666666666667,True,95,True
B18,fremlin:5_2:knot.5_2r,knot,1,LINEAR_FAIL,1,0.02609748443087674,0.02899720492319638,1.1111111111111112,0.6442593295669174,0.883748242530782,0.04814891610372665,0.00754759966812704,inf,0.011173540063924237,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.014013707859010687,6,True,360,0.06666666666666667,True,95,True
B19,knotplot:knot_9.1,knot,1,LINEAR_FAIL,1,0.07030522286222533,0.07811691429136147,0.7253018281761305,0.33879991934529113,0.26814309477037573,0.012557737138256933,0.15623564366708068,inf,0.3553159777958903,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,4.5815557219528567e-07,2,True,360,0.06666666666666667,True,95,True
B20,knotplot:knot_8.17,knot,1,LINEAR_FAIL,1,0.07547861606894735,0.08386512896549705,0.7158688185536375,0.20176039166849952,0.09073901608279801,0.09549148452494928,0.16773327783579975,inf,-0.06305911466977662,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.025654908175949506,6,True,360,0.06666666666666667,True,95,True
B21,fremlin:7_3:knot.7_3,knot,1,LINEAR_PASS,1,0.06514246086129193,0.07238051206810214,1.1111111111111112,0.36215704725560927,0.11826811363426383,0.025588873166055418,0.14476102413620429,inf,-9.069706150092251e-14,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0032736781948139665,7,True,360,0.06666666666666667,True,95,True
B22,fremlin:8_7:knot.8_7s,knot,1,LINEAR_FAIL,1,0.049726845408067676,0.05525205045340853,1.1111111111111112,0.42533576872507617,0.14351703773773017,0.0382266206845972,0.1359411327834452,inf,-0.3199858589398662,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.005876254090756539,2,True,360,0.06666666666666667,True,95,True
B23,fremlin:8_13:knot.8_13p,knot,1,LINEAR_FAIL,1,0.010866023991279549,0.01207335999031061,1.1111111111111112,0.7657912359131263,0.5757894206841254,0.4114700837506585,0.00036466158074512436,inf,7.202318023892791e-13,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.05712598479984028,4,True,360,0.06666666666666667,True,95,True
B24,knotplot:torus_2.8,torus_link,2,LINEAR_FAIL,2,0.07831089551607924,0.08701210612897693,1.1111121485501108,0.33753554585228324,0.12129065680650823,0.09834611713706015,0.23869368160619647,0.17402437474350807,4.63699569447745e-05,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.00012089088747360661,4,True,180,0.13333333333333333,True,190,True
B25,fremlin:3_1:knot.3_1,knot,1,LINEAR_PASS,1,0.16551439516461458,0.18390488351623843,1.1111111111111112,0.3426926660022589,0.10746697388211918,0.013411817857850806,0.36780976703247686,inf,-0.2574681639609442,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0038789193816666442,3,True,360,0.06666666666666667,True,95,True
B26,fremlin:8_19:knot.8_19t,knot,1,LINEAR_FAIL,1,0.08747917851033622,0.0971990872337069,1.111111111111111,0.4351752312004025,0.15735251410366644,0.029959114514652135,0.1943981744674138,inf,-0.23414128246291668,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.010694196747533045,4,True,360,0.06666666666666667,True,95,True
B27,fremlin:4_1:knot.4_1,knot,1,LINEAR_FAIL,1,0.12155746341585445,0.13506384823983827,1.1111111111111112,0.46601111483940355,0.13367294940732252,0.04478345164695503,0.27012769647967655,inf,-0.053603660855672114,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.007173312704280419,4,True,360,0.06666666666666667,True,95,True
B28,knotplot:torus_2.5,torus_knot,1,LINEAR_FAIL,1,0.11730888136643879,0.1303432015182653,0.6209413070159477,0.3316671769140421,0.15217575612186557,0.016379705338164463,0.2606869434865024,inf,-0.09130577992070577,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.0966268875588948e-11,5,True,360,0.06666666666666667,True,95,True
B29,knotplot:link_9.2.20,link,2,LINEAR_FAIL,2,0.05769931035977658,0.0641103448441962,1.1111142532192577,0.5649111813548302,0.028095546021373936,0.19081346765881851,0.12822105228333866,0.12822553386060806,-0.6535991603814505,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.002648190679083689,4,True,143,0.16783216783216784,True,190,True
B30,knotplot:link_0.3.1,unlink,3,LINEAR_FAIL,3,0.16037489319598833,0.17819432577332037,1.5551996927771266,0.2523349067426753,0.12531809855691856,0.06772146862889292,0.18048221934865286,1.4208635693420382,3.736953729099879e-08,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,5.089073177959233e-11,3,True,120,0.2,True,285,True
B31,fremlin:5_1:knot.5_1u,knot,1,LINEAR_FAIL,1,0.05221062978338678,0.05801181087042975,1.1111111111111112,0.6292683719593664,0.6279541251106829,0.017541571256767186,0.1160236217408595,inf,-0.05357031678215518,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.9470419640289405e-28,3,True,360,0.06666666666666667,True,95,True
B32,knotplot:torus_3.6,torus_link,3,LINEAR_FAIL,3,0.06674029277052813,0.07415588085614237,1.1111658785165537,0.385478496696483,0.12295168181658599,0.23650430936769373,0.17143405811570483,0.1483190720976318,-0.32207406803966127,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0004253350233195066,4,True,120,0.2,True,285,True
B33,fremlin:6_2:knot.6_2p,knot,1,LINEAR_FAIL,1,0.018365822840954876,0.020406469823283195,1.1111111111111112,0.7293231346767522,0.6409254623989903,0.10453179791960575,0.00420095341411548,inf,0.4462597924989838,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.006269205473638451,11,True,360,0.06666666666666667,True,95,True
B34,fremlin:8_18:knot.8_18,knot,1,LINEAR_FAIL,1,0.03135631008454623,0.0348403445383847,1.1111111111111112,0.6274230937605939,0.3534472223247147,0.08078711875199045,1.2993220735726025e-14,inf,-0.056158317744586704,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.00281637112559119,11,True,360,0.06666666666666667,True,95,True
B35,fremlin:8_11:knot.8_11,knot,1,LINEAR_FAIL,1,0.04834210792250143,0.05371345324722381,1.1111111111111112,0.4456855164091962,0.2934918703547469,0.021629902706534504,0.12069179080858032,inf,0.03975974028195328,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.002227124263469908,6,True,360,0.06666666666666667,True,95,True
B36,knotplot:link_6.2.1,link,2,LINEAR_PASS,2,0.09560915165914627,0.10623239073238475,1.111116706137424,0.36127428120010735,0.07582468067003316,0.10487856879382149,0.2451047151436776,0.21246585133620807,0.15198005768299772,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0012780847922809957,3,True,175,0.13714285714285715,True,190,True
B37,fremlin:6_2:knot.6_2,knot,1,LINEAR_PASS,1,0.08621429465933463,0.09579366073259403,1.1111111111111112,0.40458137505265507,0.06621966930560251,0.03339380631975393,0.19158732146518806,inf,0.2871166132871421,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.00307258659452097,2,True,360,0.06666666666666667,True,95,True
B38,fremlin:8_13:knot.8_13d,knot,1,LINEAR_FAIL,1,0.013598339703031646,0.01510926633670183,1.1111111111111112,0.8922949105087098,0.7315980082645865,0.2689674206189162,2.259113911767697e-14,inf,-0.22162933192146933,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.12382113675222989,2,True,360,0.06666666666666667,True,95,True
B39,knotplot:knot_5.2,knot,1,LINEAR_FAIL,1,0.10881151715249694,0.1209016857249966,0.6152403225960826,0.4956343175855544,0.03457815348802739,0.07255044326611859,0.2418047358184288,inf,0.033644725725543986,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0019261995864880395,6,True,360,0.06666666666666667,True,95,True
B40,fremlin:4_1:knot.4_1p,knot,1,LINEAR_FAIL,1,0.032364493647071696,0.035960548496746327,1.111111111111111,0.5338580583205117,0.9111937805929055,0.06195100465945613,0.0018784065735314341,inf,3.179757937821724e-14,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.007566867226908688,11,True,360,0.06666666666666667,True,95,True
B41,knotplot:link_8.2.1,link,2,LINEAR_PASS,2,0.07334459668301983,0.08149399631446648,1.1111138891126133,0.6234762426648996,0.030978029654904718,0.14382643871002557,0.2268253544501291,0.1629884001317325,0.6492121529796506,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.007099983267112509,4,True,173,0.13872832369942195,True,190,True
B42,knotplot:knot_9.35,knot,1,LINEAR_FAIL,1,0.0693102065355826,0.07701134059509178,0.5888068941214404,0.5407977350467815,0.07232413259692877,0.08420996919688312,0.15402748175331699,inf,0.03734904465506983,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.007767258679695293,13,True,360,0.06666666666666667,True,95,True
B43,fremlin:7_6:knot.7_6s,knot,1,LINEAR_FAIL,1,0.043321723777407034,0.04813524864156337,1.1111111111111112,0.44790080784875175,0.2474886292762481,0.018169850390029576,0.12268497353667061,inf,-0.3962610481686814,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.021430298197810636,2,True,360,0.06666666666666667,True,95,True
B44,knotplot:torus_2.7,torus_knot,1,LINEAR_FAIL,1,0.08814069563325617,0.09793410625917352,0.7033375136593898,0.33585985694647447,0.21627277686064156,0.011987866695676322,0.19586882518157664,inf,-0.25912515199825875,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.0134191017818697e-06,2,True,360,0.06666666666666667,True,95,True
