basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,dfcfab11a0195895,f6d1c4ffa17e6782,,P00000,INDETERMINATE
MODE_GATE,8d38a17afb90b222,b3a80ff06032af44,,P00001,INDETERMINATE
MODE_GATE,78852d1a0ae4399d,aa919965883d40af,,P00002,INDETERMINATE
MODE_GATE,845653fa39071a66,364a42e937922a2f,,P00003,INDETERMINATE
MODE_GATE,bb0958dd956e2fa0,c7ea961c1c107b68,,P00004,INDETERMINATE
CONVERGED_GROWTH,f1e7d91ca4970e96,1c6d36e497958f37,1.3439186299365709,P00005,B
MODE_GATE,2aa0e468a4843a1a,be5e08b78f7f0348,,P00006,INDETERMINATE
MODE_GATE,ff14db94ee1ffcf1,021c36bfd28dad34,,P00007,INDETERMINATE
MODE_GATE,141052558db34c05,7d8fd010552529ad,,P00008,B
CONVERGED_GROWTH,aad0969008088717,ad9f153109019c56,1.0134031397739143,P00009,TIE
NEUTRAL_NEUTRAL,2e0954da30bd51db,b20b7e5d3ad1d9b2,1.0,P00010,TIE
CONVERGED_GROWTH,00325e9899fa3cb8,1c4f8acf957780f0,0.5735263544237664,P00011,A
MODE_GATE,6f0ef695edf420ce,fe57dba0a51197b5,,P00012,INDETERMINATE
CONVERGED_GROWTH,541e63a0e83c80ee,de1a6fb7a3f8c394,0.9625398150759398,P00013,TIE
MODE_GATE,808e2762d4d92a4b,06a0350e40db19c0,,P00014,B
NEUTRAL_NEUTRAL,2fff5a408f2a9df6,1a8e093eb8bf1dc9,1.0,P00015,TIE
MODE_GATE,9a1acdc2c940942a,42411b318605e6e9,,P00016,INDETERMINATE
CONVERGED_GROWTH,30d2748f04cc3d74,4a58955189750608,1.008101796185505,P00017,TIE
NEUTRAL_NEUTRAL,e634390a3941b15b,2e9f1fa780001175,1.0,P00018,TIE
NEUTRAL_NEUTRAL,348c2953dd9a115e,9020e22634ac7b66,1.0,P00019,TIE
MODE_GATE,c8c1a9e14f635831,f2b9b7027ff6ec30,,P00020,B
CONVERGED_GROWTH,78903ff0f588e74a,e7d9937122d7911e,1.0128691863471677,P00021,TIE
