distance,distance_over_core,response_rms
0.29999867999999996,0.6,0.36060257793572925
0.39999824,0.8,0.3208113132609878
0.4999978,1.0,0.31244840524980017
0.62499725,1.25,0.32521686879422373
0.7499967,1.5,0.3535224046421928
0.9999956,2.0,0.4048044218851983
1.4999934,3.0,0.2700409909109445
1.9999912,4.0,0.18649828956969233
2.499989,5.0,0.1500209998539375
