pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_7CB224230EE2,TRIPLE_GEAR_T3_3,triple_gear,CAND_CB37A3250B6CF960,CAND_DF04ECD9108B750C,-1.0,-1.0,total_beta,1.0,1,0.0,general
PAIR_F549356C15D6,TRIPLE_GEAR_T3_3,triple_gear,CAND_CB37A3250B6CF960,CAND_6483343A41C6F2F4,-0.5,-0.5,total_beta,1.0,1,0.0,general
PAIR_368E7A233AF9,TRIPLE_GEAR_T3_3,triple_gear,CAND_CB37A3250B6CF960,CAND_29F79520166FC8CC,0.5,0.5,total_beta,1.0,1,0.0,general
PAIR_0D733CE7D3DA,TRIPLE_GEAR_T3_3,triple_gear,CAND_CB37A3250B6CF960,CAND_A242AEA93E102DB8,1.0,1.0,total_beta,1.0,1,0.0,general
PAIR_791809F87942,TRIPLE_GEAR_T3_3,triple_gear,CAND_D843592CEB1CACA7,CAND_A2380AC47C2F33C5,-1.0,-1.0,total_beta,1.0,1,1.0,general
PAIR_DF0B5D787CE0,TRIPLE_GEAR_T3_3,triple_gear,CAND_D843592CEB1CACA7,CAND_516998FEAC2E6AA3,-0.5,-0.5,total_beta,1.0,1,1.0,general
PAIR_1CB44BFF633E,TRIPLE_GEAR_T3_3,triple_gear,CAND_D843592CEB1CACA7,CAND_3C95E6783C1B59C5,0.5,0.5,total_beta,1.0,1,1.0,general
PAIR_434771C56E3E,TRIPLE_GEAR_T3_3,triple_gear,CAND_D843592CEB1CACA7,CAND_928ED5143521C3C3,1.0,1.0,total_beta,1.0,1,1.0,general
PAIR_7453E6A68611,TRIPLE_GEAR_T3_3,triple_gear,CAND_0C61F511C1AA6CB7,CAND_A25B9C49619266B6,-1.0,-1.0,total_beta,1.0,1,3.0,general
PAIR_22D707440393,TRIPLE_GEAR_T3_3,triple_gear,CAND_0C61F511C1AA6CB7,CAND_82CA71798CCB2D12,-0.5,-0.5,total_beta,1.0,1,3.0,general
PAIR_C1F47D0AC4DC,TRIPLE_GEAR_T3_3,triple_gear,CAND_0C61F511C1AA6CB7,CAND_FDE22AFC5D5557F6,0.5,0.5,total_beta,1.0,1,3.0,general
PAIR_0DA8775A66DE,TRIPLE_GEAR_T3_3,triple_gear,CAND_0C61F511C1AA6CB7,CAND_4359FD6D08BB0615,1.0,1.0,total_beta,1.0,1,3.0,general
PAIR_4B759703D809,TRIPLE_GEAR_T3_3,triple_gear,CAND_C81F3E24B51F52C1,CAND_FD4A6D3EA1010FCF,-1.0,-1.0,total_beta,1.0,3,0.0,general
PAIR_7734BC3B0731,TRIPLE_GEAR_T3_3,triple_gear,CAND_C81F3E24B51F52C1,CAND_9D7DD481EC44B2F0,-0.5,-0.5,total_beta,1.0,3,0.0,general
PAIR_74E3C3AAE277,TRIPLE_GEAR_T3_3,triple_gear,CAND_C81F3E24B51F52C1,CAND_0A0F9F0CE84CE074,0.5,0.5,total_beta,1.0,3,0.0,general
PAIR_473813D2D533,TRIPLE_GEAR_T3_3,triple_gear,CAND_C81F3E24B51F52C1,CAND_794AAE5A91CD68CE,1.0,1.0,total_beta,1.0,3,0.0,general
PAIR_0AEB48571905,TRIPLE_GEAR_T3_3,triple_gear,CAND_1E20B03F70B3E253,CAND_1AE98DDADB98AFCE,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_87B82BB900B1,TRIPLE_GEAR_T3_3,triple_gear,CAND_1E20B03F70B3E253,CAND_AFCEBA89559280A5,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_58EF081C46B8,TRIPLE_GEAR_T3_3,triple_gear,CAND_1E20B03F70B3E253,CAND_7D26209225013EF6,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_E5DD53D2429F,TRIPLE_GEAR_T3_3,triple_gear,CAND_1E20B03F70B3E253,CAND_C0258A00D9ADAC2F,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_5BF6353DE1C9,TRIPLE_GEAR_T3_3,triple_gear,CAND_94CF3A43AFC3BD60,CAND_167BD3DBF648A48F,-1.0,-1.0,total_beta,1.0,3,3.0,general
PAIR_1A784B0ACF56,TRIPLE_GEAR_T3_3,triple_gear,CAND_94CF3A43AFC3BD60,CAND_E47A3E7D646ABB2D,-0.5,-0.5,total_beta,1.0,3,3.0,general
PAIR_C3B94D727C73,TRIPLE_GEAR_T3_3,triple_gear,CAND_94CF3A43AFC3BD60,CAND_A44B736F7EEF527D,0.5,0.5,total_beta,1.0,3,3.0,general
PAIR_99A42670AC09,TRIPLE_GEAR_T3_3,triple_gear,CAND_94CF3A43AFC3BD60,CAND_2E3BD8A35C270B52,1.0,1.0,total_beta,1.0,3,3.0,general
PAIR_A0453F01E743,TRIPLE_GEAR_T3_3,triple_gear,CAND_DC207C1F3348BA07,CAND_FD01FFF1689FC5CD,-1.0,-1.0,total_beta,1.0,5,0.0,general
