x,y,z
0.4878738906687386,-0.8426774394680889,-0.2093232661262566
0.4364760140369216,-0.8945568365652756,-0.20978921907648654
0.3817325152441377,-0.9425218438731329,-0.2037913858747858
0.3241094140499358,-0.9856583965478827,-0.19143726630828553
0.2643378747064332,-1.0236643786349122,-0.17363077925473716
0.2029315022356504,-1.0561278564734755,-0.1510424408148456
0.14031802370461588,-1.082622329057051,-0.12434097997139662
0.07691838894244851,-1.1032054317686295,-0.09446960458795375
0.013020683289922121,-1.1175624539431699,-0.062114114159751765
-0.051101802596280485,-1.1254198155869282,-0.028019371174225913
-0.11518140482856969,-1.1268277495900678,0.007014426676698278
-0.17893209425873907,-1.1214562050622787,0.042264224747384
-0.24198328909377143,-1.1089085074745573,0.0769363878356026
-0.30393662832319357,-1.0892943199809968,0.11027480071152053
-0.3641880368202363,-1.0621704008381896,0.14138059721787088
-0.4221031413390338,-1.0276526539700421,0.16943960511845862
-0.47696137683046747,-0.985981157581232,0.19365078659348783
-0.5280230967597622,-0.9376055562039141,0.21327971058890843
-0.5749022080676958,-0.8835928849346772,0.2280418765759542
-0.6175265910887826,-0.8251096731762235,0.23795091404855193
-0.6540140916617966,-0.7620373142368027,0.24176477026147633
-0.681924470366732,-0.6947164113853569,0.237949759045854
-0.7007292074321924,-0.6251715388113182,0.22632137951901246
-0.7105926210843337,-0.5553903767966994,0.2073113752299428
-0.7114918964342964,-0.4873158243187842,0.18100178874373807
-0.7041688021892468,-0.4226175840028679,0.14801674320319944
-0.6904454682130287,-0.3613676109268378,0.11063351598272675
-0.6721670866923379,-0.3015019878953993,0.07295087527204062
-0.6492226549454531,-0.24349803601316397,0.034920569098496376
-0.6215416502372,-0.18772872556377268,-0.0033059618156071322
-0.5892963620521371,-0.13426933811506914,-0.041261125172599944
-0.5532775845707674,-0.08277074511820112,-0.07852993444464877
-0.5140962196538809,-0.03293717346094217,-0.11486886706603223
-0.46786935231241794,0.01513174481435805,-0.14447328824961972
-0.4143885710734079,0.060715375000608904,-0.16409796872998916
-0.35539730720925816,0.10279655026375296,-0.172592757204165
-0.2929485436482017,0.14030083152799921,-0.1689190238880077
-0.23003001908657644,0.17305647469213448,-0.15193084917238883
-0.16973994886299562,0.20132482777177135,-0.12207400339042947
-0.11255848065954005,0.22290646398119798,-0.08220871851561065
-0.059090850385763866,0.23652421186158476,-0.03439815889989203
-0.006345290347450298,0.24591167968401897,0.015293444466074481
0.0465472561306257,0.2524239386837115,0.06528539929914348
0.0993567820065805,0.25596293061900216,0.11566330264945117
0.15187946746740708,0.2564610307827324,0.16646123854355152
0.20443455325848794,0.2533414409250052,0.2170815958985734
0.2602240663561921,0.24074791131675535,0.262376401706619
0.31880423373423405,0.2186174893273426,0.29984009592512617
0.37899344357503684,0.18831938314210747,0.3278434537037581
0.4403132971161108,0.15235052730354515,0.34413255294341477
0.4998300298626856,0.11026351980085988,0.3466125851711091
0.5543039162768919,0.06254718514708689,0.3377137353856903
0.6020602779016898,0.010927671415470621,0.31824172039547477
0.641319561732128,-0.04356285476040371,0.2897133718014416
0.6713723616087548,-0.0988817572193689,0.25280963261876566
0.6905225453637251,-0.1536291207043953,0.20849850583331964
0.7027790172712374,-0.20813018522228888,0.16140237745125655
0.71091134675812,-0.263128513287613,0.11399589189561297
0.7141193604346977,-0.3188194249653222,0.06681485034456071
0.7121734890942322,-0.3753284244077674,0.020557241829309167
0.7047415505771631,-0.4327509101415653,-0.023984034016601718
0.6912911393752589,-0.49114509368354514,-0.06575580591412784
0.6718750310060262,-0.550356875815331,-0.10385593523397796
0.6465793672447391,-0.6100763410882999,-0.1374489525726915
0.6161066821618946,-0.6697240817767344,-0.16652490006130738
0.5790879059013448,-0.7288954060669505,-0.18799638424949736
0.5358968161455708,-0.7862717975514194,-0.20139633479276522
0.48066510644874505,-0.8125654668397719,-0.20828692348681452
0.41081345272034303,-0.7913177894193703,-0.21136906373453127
0.3409617989919404,-0.7700701119989682,-0.21445120398224807
0.27111014526353844,-0.7488224345785667,-0.21753334422996484
0.20125849153513578,-0.7275747571581647,-0.2206154844776816
0.13140683780673373,-0.7063270797377631,-0.22369762472539836
0.06155518407833107,-0.6850794023173611,-0.2267797649731151
-0.008296469650070918,-0.6638317248969593,-0.22986190522083189
-0.07814812337847363,-0.6425840474765575,-0.2329440454685487
-0.1479997771068756,-0.6213363700561557,-0.2360261857162654
-0.2178514308352784,-0.6000886926357538,-0.2391083259639822
-0.2877030845636804,-0.578841015215352,-0.24219046621169893
-0.35755473829208306,-0.5575933377949501,-0.24527260645941573
-0.427406392020485,-0.5363456603745484,-0.24835474670713248
-0.49725804574888777,-0.5150979829541465,-0.2514368869548492
-0.5671096994772904,-0.4938503055337447,-0.25451902720256603
-0.6369613532056922,-0.47260262811334297,-0.2576011674502828
-0.706813006934095,-0.45135495069294107,-0.2606833076979996
-0.7766646606624968,-0.4301072732725393,-0.26376544794571627
-0.8465163143908998,-0.40885959585213744,-0.26684758819343307
-0.9163679681193019,-0.3876119184317357,-0.2699297284411499
-0.9862196218477044,-0.36636424101133375,-0.2730118686888666
-1.0560712755761064,-0.345116563590932,-0.27609400893658337
-1.1259229293045092,-0.3238688861705301,-0.27917614918430017
-1.0831057666098185,-0.3733630403451067,-0.29366290635458797
-1.0301249611622907,-0.4226480229282265,-0.3035182267557415
-0.9727152972381157,-0.46761289322558397,-0.307320812933024
-0.9117183625221114,-0.5076537376466509,-0.30445173959480304
-0.848234070946485,-0.5423355775200766,-0.29454927649555734
-0.7834233021755097,-0.5712225801041793,-0.2773158581081016
-0.7185052682086449,-0.5942314118340815,-0.2530655457792781
-0.6543796049390213,-0.6115010149050129,-0.22266660480351655
-0.5912405881135903,-0.6237140378426009,-0.18800739797717012
-0.5286821819899324,-0.6315534055679184,-0.15111093435874348
-0.4689810350190832,-0.6328069774317142,-0.1091134010417496
-0.41486483525532347,-0.6273149180786701,-0.060408872405055256
-0.36759770406514874,-0.6180097831091785,-0.0055608039014824725
-0.3273347410544825,-0.6081252223005474,0.05457203136908908
-0.2880094249574846,-0.5961030023434212,0.1149670816838496
-0.247476437370331,-0.5808162166477461,0.17379413494244914
-0.2027135537177496,-0.558861636071278,0.22706917323181486
-0.1531893962095274,-0.529316519930849,0.2717879213661025
-0.09973997098171104,-0.49343486978802065,0.3061286726197515
-0.04410145974543091,-0.4521806025821622,0.3291205208989294
0.012108665691650448,-0.4069925243824742,0.34014338564586355
0.06680257445441243,-0.35881029729704317,0.3377656286696547
0.11856411852410273,-0.31069648883260353,0.31980517669252656
0.1670962315496315,-0.265658875350928,0.2891750231380467
0.21119668325296073,-0.22465672944282875,0.24795447412185362
0.24785872222663602,-0.18744947261675374,0.19698304197403033
0.27670247830585754,-0.1556452457927637,0.13799936155134565
0.30323209558054554,-0.12185196454949823,0.07900193530758169
0.3349836973158552,-0.08083784576868716,0.02768472384082648
0.3728749637375973,-0.03402220170370998,-0.01337071131812681
0.4139667935205807,0.019881998251727692,-0.04036133776530182
0.45517356858479185,0.0783887232720067,-0.054654305985649174
0.4942423871268863,0.13995744668228394,-0.05728067298399266
0.5299126077646371,0.2028635313991264,-0.047572590215011194
