axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,growth_effect_bounded,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,closed_phase_valid,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,clock_regime,axial_branch_continuation_enabled,axial_branch_continuation_success
-1.5,2ce0113239f2cd69,f4398bd5751f024e,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00000,gaussian,INDETERMINATE,2.2916854121695093e-19,0.0,nan,nan,nan,False,False,nan,nan,0.5124439332445755,False,False,False,False,nan,nan,nan,nan,2.2916854121695093e-19,-1.0235005192336784,1.0235005192336784,6.1389175570560255,1.232120785100834,-0.20862026586715565,30.117808934154876,0.03930150334548857,nan,nan,nan,1.3207793553866565,0.7749216514169771,0.1579523975873187,OTHER_BRANCH,True,True
-1.5,0c83133538d4cd09,74f82b1af96c4cd8,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,1,2,P00001,gaussian,INDETERMINATE,nan,nan,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,True,False
-1.0,349f609d147921bb,867a64e3a19a6c29,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,1,P00002,gaussian,INDETERMINATE,0.0,0.0,nan,nan,nan,False,False,nan,nan,0.8127441317375893,False,False,False,False,nan,nan,nan,nan,0.0,-1.0236033654518202,1.0236033654518202,6.13830075129362,1.2621865778573846,-0.23858321240556446,26.33540408743798,-0.08877791950332513,nan,nan,nan,1.3207793553866565,0.7749995192438192,0.18063820533878616,FAST_SWIRL_LOCKED,True,True
-1.0,e5bfd456b4206d5e,012b330790bcb2d5,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00003,gaussian,SYMMETRIC_CONTROL,0.028829028645273876,0.021451466304509986,1.3439186299365709,0.295589697066188,0.14672228074863264,False,True,1.133258872604025,0.0017062444104820607,0.19240453356584147,True,True,True,True,0.0001848251110201622,0.049999999999999996,9.996494399731144e-09,60.80652565270729,0.028829028645273876,-1.4724236961601516,1.4724236961601516,4.267240009492608,1.4916153133327028,-0.019191617172551245,327.39217600516196,-1.0183395409597291,251.4951032598988,251.9242153740996,1.133258872604025,1.3207793553866565,1.1148142876060487,0.014530524795288706,FAST_SWIRL_LOCKED,True,True
-0.75,eff0afaa7803ec83,607cc1241214ceda,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,1,P00004,gaussian,INDETERMINATE,0.0,0.0,nan,nan,nan,False,False,nan,nan,0.9780037903127398,False,False,False,False,nan,nan,nan,nan,0.0,-1.0239846268739443,1.0239846268739443,6.136015270425603,1.2787728788782131,-0.2547882520042688,24.66042000662698,-0.09802759751470978,nan,nan,nan,1.3207793553866565,0.775288183221318,0.19290750643939303,FAST_SWIRL_LOCKED,True,True
-0.75,0669a3c8d8bf2af4,c4682fef7ede35a1,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,2,P00005,gaussian,CLOSED,0.022066057887597922,0.017860782915773078,nan,nan,nan,False,False,2.0421969973628564,0.00035598715031848194,0.27150430933619596,True,False,True,True,0.00024869274016362246,0.05,1.265327445696402e-08,81.66128765014716,0.022066057887597922,-1.4835712761131754,1.4835712761131754,4.2351758950476395,1.5011539549685917,-0.01758267885541631,357.3508541472372,-0.762429912254803,335.90944412174935,335.7898646759714,2.0421969973628564,1.3207793553866565,1.1232544406926028,0.01331235136565941,FAST_SWIRL_LOCKED,True,True
-0.5,792984808d86f45b,5e0aae6a952a53cf,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00006,gaussian,INDETERMINATE,0.0,1.258887225705755e-20,nan,nan,nan,False,False,nan,nan,0.8616921607047258,False,False,False,False,nan,nan,nan,nan,0.0,-1.055990361889914,1.055990361889914,5.950040392352181,1.3108713562859005,-0.25488099439598644,24.65144693141752,-0.0871566825647904,nan,nan,nan,1.3207793553866565,0.7995206448247173,0.19297772436893545,FAST_SWIRL_LOCKED,True,True
-0.5,755ea7d82f55bf13,48f3b183ff5aea58,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,2,P00007,gaussian,CLOSED,0.013282201629236072,0.010223082423534157,nan,nan,nan,False,False,-0.9367278510897544,0.00043497135557490907,0.4168077358557191,True,False,True,True,0.00031371678236606187,0.05000000000000001,5.319388094386186e-08,124.13058462214586,0.013282201629236072,-1.4947051526074109,1.4947051526074109,4.203628586025143,1.5091450144483212,-0.014439861840910284,435.127799448772,-0.5057409530120139,506.40037450402235,506.62064416138406,-0.9367278510897544,1.3207793553866565,1.1316842184967661,0.010932834301216825,FAST_SWIRL_LOCKED,True,True
0.0,4cbfa9a07c3233b6,5a8162da0664eb6b,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,1,1,P00008,gaussian,INDETERMINATE,nan,nan,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,True,False
0.0,522b2c69786c08a9,df5e79739d7bd6bf,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,1,2,P00009,gaussian,CLOSED,0.0,2.289948429592531e-18,nan,nan,nan,False,False,-0.394488605712609,0.2385914823548272,0.3068208340434577,True,False,True,False,0.01590736003928026,0.05000000000000001,1.6256932665199553e-06,2440.32639400218,-4.624423854549232e-18,-1.531265765666228,1.531265765666228,4.10326244343736,1.5250294452820436,0.006236320384184424,1007.5148356896502,0.03242458066444357,7898.557290770133,9783.085783239507,-0.394488605712609,1.3207793553866565,1.1593653091420042,0.004721697351454096,OTHER_BRANCH,True,True
