pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,closed_phase_valid,clock_regime,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,growth_effect_bounded,log_growth_ratio
P00000,TORUS_T2_3,gaussian,-1.5,0.05,1,1,False,False,OTHER_BRANCH,2.2916854121695093e-19,-1.0235005192336784,1.0235005192336784,6.1389175570560255,1.232120785100834,-0.20862026586715565,30.117808934154876,0.03930150334548857,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7749216514169771,0.1579523975873187,nan,nan
P00001,TORUS_T2_3,gaussian,-1.5,0.05,1,2,False,False,OTHER_BRANCH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,nan,nan
P00002,TORUS_T2_3,gaussian,-1.0,0.05,1,1,False,False,FAST_SWIRL_LOCKED,0.0,-1.0236033654518202,1.0236033654518202,6.13830075129362,1.2621865778573846,-0.23858321240556446,26.33540408743798,-0.08877791950332513,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7749995192438192,0.18063820533878616,nan,nan
P00003,TORUS_T2_3,gaussian,-1.0,0.05,1,2,True,True,FAST_SWIRL_LOCKED,0.028829028645273876,-1.4724236961601516,1.4724236961601516,4.267240009492608,1.4916153133327028,-0.019191617172551245,327.39217600516196,-1.0183395409597291,251.4951032598988,251.9242153740996,1.133258872604025,0.0001848251110201622,0.049999999999999996,9.996494399731144e-09,60.80652565270729,1.3207793553866565,1.1148142876060487,0.014530524795288706,0.14672228074863264,0.295589697066188
P00004,TORUS_T2_3,gaussian,-0.75,0.05,1,1,False,False,FAST_SWIRL_LOCKED,0.0,-1.0239846268739443,1.0239846268739443,6.136015270425603,1.2787728788782131,-0.2547882520042688,24.66042000662698,-0.09802759751470978,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.775288183221318,0.19290750643939303,nan,nan
P00005,TORUS_T2_3,gaussian,-0.75,0.05,1,2,False,True,FAST_SWIRL_LOCKED,0.022066057887597922,-1.4835712761131754,1.4835712761131754,4.2351758950476395,1.5011539549685917,-0.01758267885541631,357.3508541472372,-0.762429912254803,335.90944412174935,335.7898646759714,2.0421969973628564,0.00024869274016362246,0.05,1.265327445696402e-08,81.66128765014716,1.3207793553866565,1.1232544406926028,0.01331235136565941,nan,nan
P00006,TORUS_T2_3,gaussian,-0.5,0.05,1,1,False,False,FAST_SWIRL_LOCKED,0.0,-1.055990361889914,1.055990361889914,5.950040392352181,1.3108713562859005,-0.25488099439598644,24.65144693141752,-0.0871566825647904,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7995206448247173,0.19297772436893545,nan,nan
P00007,TORUS_T2_3,gaussian,-0.5,0.05,1,2,False,True,FAST_SWIRL_LOCKED,0.013282201629236072,-1.4947051526074109,1.4947051526074109,4.203628586025143,1.5091450144483212,-0.014439861840910284,435.127799448772,-0.5057409530120139,506.40037450402235,506.62064416138406,-0.9367278510897544,0.00031371678236606187,0.05000000000000001,5.319388094386186e-08,124.13058462214586,1.3207793553866565,1.1316842184967661,0.010932834301216825,nan,nan
P00008,TORUS_T2_3,gaussian,0.0,0.05,1,1,False,False,OTHER_BRANCH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,nan,nan
P00009,TORUS_T2_3,gaussian,0.0,0.05,1,2,False,False,OTHER_BRANCH,-4.624423854549232e-18,-1.531265765666228,1.531265765666228,4.10326244343736,1.5250294452820436,0.006236320384184424,1007.5148356896502,0.03242458066444357,7898.557290770133,9783.085783239507,-0.394488605712609,0.01590736003928026,0.05000000000000001,1.6256932665199553e-06,2440.32639400218,1.3207793553866565,1.1593653091420042,0.004721697351454096,nan,nan
P00010,TORUS_T2_3,gaussian,0.5,0.05,1,1,False,False,FAST_SWIRL_LOCKED,0.0,-1.0278731705265094,1.0278731705265094,6.112802130987754,1.3100518416915001,-0.28217867116499074,22.266691104749686,0.08193557537146366,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7782323113504457,0.21364557979662188,nan,nan
P00011,TORUS_T2_3,gaussian,0.5,0.05,1,2,False,True,FAST_SWIRL_LOCKED,-3.353993311414637e-18,-1.5556077902416152,1.5556077902416152,4.03905492540873,1.555008964677394,0.0005988255642213058,10492.513484039455,0.5007878959822358,511.408941913384,513.57376807357,0.4401914797524177,0.0031972836210871153,0.05000000000000001,6.1954445501152575e-06,129.8805708211373,1.3207793553866565,1.1777953553689617,0.0004533880407647653,nan,nan
P00012,TORUS_T2_3,gaussian,0.75,0.05,1,1,False,False,FAST_SWIRL_LOCKED,0.0,-1.028930716896569,1.028930716896569,6.106519325354333,1.308662056935951,-0.27973134003938216,22.461499331090337,0.14482087704055757,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7790330100937645,0.2117926350821036,nan,nan
P00013,TORUS_T2_3,gaussian,0.75,0.05,1,2,False,True,FAST_SWIRL_LOCKED,-5.773151389961593e-19,-1.565170622655468,1.565170622655468,4.014377229058603,1.5686197706615543,-0.003449148006086311,1821.663000860612,0.7758585346750078,330.0954962293268,357.8459868429145,-0.9825692749453471,0.0020815280546889574,0.05,5.750315542932809e-06,91.14250948794617,1.3207793553866565,1.1850356505589583,0.002611449059995776,nan,nan
P00014,TORUS_T2_3,gaussian,1.0,0.05,1,1,False,False,FAST_SWIRL_LOCKED,1.7801367566560244e-19,-1.0300575555229041,1.0300575555229041,6.099839056070954,1.3095495481806143,-0.2794919926577102,22.48073459075628,0.21341748713993586,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.7798861719952884,0.2116114183022563,nan,nan
P00015,TORUS_T2_3,gaussian,1.0,0.05,1,2,False,False,FAST_SWIRL_LOCKED,-4.387480522786146e-17,-1.574336615789654,1.574336615789654,3.9910050011941527,1.5782183913560734,-0.003881775566419443,1618.6369355133038,1.0109065663467234,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,1.191975487327911,0.0029390038166390467,nan,nan
