pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_38DECFBF1A9D,CAND_87AD5075AB41E317,geometry/CAND_87AD5075AB41E317.npz,CAND_2804B2ABE749B450,geometry/CAND_2804B2ABE749B450.npz
PAIR_C00983DBFE56,CAND_52BB533951FF3366,geometry/CAND_52BB533951FF3366.npz,CAND_4C605BDAA1671540,geometry/CAND_4C605BDAA1671540.npz
PAIR_82E0398287B0,CAND_1AA4676EB9EE8DDD,geometry/CAND_1AA4676EB9EE8DDD.npz,CAND_72CA0207BE7A4B33,geometry/CAND_72CA0207BE7A4B33.npz
PAIR_9C75373A6C4C,CAND_ED12E269089F9D5E,geometry/CAND_ED12E269089F9D5E.npz,CAND_255DE3A3346F4BAD,geometry/CAND_255DE3A3346F4BAD.npz
PAIR_8E3E459A3CFA,CAND_68E99019A078DF60,geometry/CAND_68E99019A078DF60.npz,CAND_C7525C46D3556142,geometry/CAND_C7525C46D3556142.npz
PAIR_AEF152DE5723,CAND_460C3652B9755F4F,geometry/CAND_460C3652B9755F4F.npz,CAND_CDB977EFF103918B,geometry/CAND_CDB977EFF103918B.npz
PAIR_27FA5FC14552,CAND_051BE6E2BBDDAF1A,geometry/CAND_051BE6E2BBDDAF1A.npz,CAND_FA1F4EAF95759982,geometry/CAND_FA1F4EAF95759982.npz
PAIR_34F59D3B67B4,CAND_CBD3E79A67CCFA9D,geometry/CAND_CBD3E79A67CCFA9D.npz,CAND_6BC6256A8B7F43DF,geometry/CAND_6BC6256A8B7F43DF.npz
PAIR_CA6F459DC5BF,CAND_68E99019A078DF60,geometry/CAND_68E99019A078DF60.npz,CAND_CF29E5E140EDD30E,geometry/CAND_CF29E5E140EDD30E.npz
PAIR_DFE6C6526C1D,CAND_B50E9978C9FDA2FA,geometry/CAND_B50E9978C9FDA2FA.npz,CAND_40F91246DABAFB87,geometry/CAND_40F91246DABAFB87.npz
PAIR_A5FCCF5E5625,CAND_34F01E3A6DA56009,geometry/CAND_34F01E3A6DA56009.npz,CAND_BFFFF8218151888F,geometry/CAND_BFFFF8218151888F.npz
PAIR_5710F242BB2A,CAND_BFFFF8218151888F,geometry/CAND_BFFFF8218151888F.npz,CAND_01DCC9958727783E,geometry/CAND_01DCC9958727783E.npz
PAIR_CB90BC9CC5F8,CAND_051BE6E2BBDDAF1A,geometry/CAND_051BE6E2BBDDAF1A.npz,CAND_BB94C4493FBE5563,geometry/CAND_BB94C4493FBE5563.npz
PAIR_BE78FCCC170D,CAND_7B19BB6EC95F0306,geometry/CAND_7B19BB6EC95F0306.npz,CAND_41EEFBD122BCA25A,geometry/CAND_41EEFBD122BCA25A.npz
PAIR_CE8129B8F0EE,CAND_CDB977EFF103918B,geometry/CAND_CDB977EFF103918B.npz,CAND_91E032250DA71278,geometry/CAND_91E032250DA71278.npz
PAIR_A699D65084F9,CAND_1AA4676EB9EE8DDD,geometry/CAND_1AA4676EB9EE8DDD.npz,CAND_8C3366DE3746B306,geometry/CAND_8C3366DE3746B306.npz
PAIR_26E457CABEAF,CAND_8DD926165DC69EDA,geometry/CAND_8DD926165DC69EDA.npz,CAND_52BB533951FF3366,geometry/CAND_52BB533951FF3366.npz
PAIR_9345D695951D,CAND_749585C86152F009,geometry/CAND_749585C86152F009.npz,CAND_516F8A9BD9CAEDF8,geometry/CAND_516F8A9BD9CAEDF8.npz
PAIR_75C745EA1700,CAND_40F91246DABAFB87,geometry/CAND_40F91246DABAFB87.npz,CAND_1BF96EAB13AFE417,geometry/CAND_1BF96EAB13AFE417.npz
PAIR_84C2D34E59D4,CAND_817674867F1014FB,geometry/CAND_817674867F1014FB.npz,CAND_87AD5075AB41E317,geometry/CAND_87AD5075AB41E317.npz
PAIR_EF3DE1C3085D,CAND_6BC6256A8B7F43DF,geometry/CAND_6BC6256A8B7F43DF.npz,CAND_A4D4549C2A47DA45,geometry/CAND_A4D4549C2A47DA45.npz
PAIR_E0931DA3C56B,CAND_7B19BB6EC95F0306,geometry/CAND_7B19BB6EC95F0306.npz,CAND_97C7675F929A2950,geometry/CAND_97C7675F929A2950.npz
PAIR_CB8B7EC0D2E4,CAND_516F8A9BD9CAEDF8,geometry/CAND_516F8A9BD9CAEDF8.npz,CAND_1498BDE1276373AF,geometry/CAND_1498BDE1276373AF.npz
PAIR_DC3D4EC95A7C,CAND_255DE3A3346F4BAD,geometry/CAND_255DE3A3346F4BAD.npz,CAND_C4C09B436BDBBC1D,geometry/CAND_C4C09B436BDBBC1D.npz
