carrier_id,family,n,poly_r2,c1_A,c2_B,c3_C,c4_D,median_even_quadratic_B,median_odd_linear_A,n_symmetric_pairs
TORUS_T2_3,torus,2,nan,nan,nan,nan,nan,-0.12435116388056178,0.04121714071544185,1
TORUS_T2_7,torus,2,nan,nan,nan,nan,nan,-0.12432325082812276,0.08726363102669524,1
TRIPLE_GEAR_T3_3,triple_gear,2,nan,nan,nan,nan,nan,-0.12435447512354715,0.03924193638668379,1
TWIST_4_1,twist,2,nan,nan,nan,nan,nan,-0.05693287346695439,0.07746722145853183,1
TWIST_5_2,twist,2,nan,nan,nan,nan,nan,-0.12255555049986883,0.12322775479209008,1
TWIST_7_2,twist,2,nan,nan,nan,nan,nan,-0.12255555049986887,-0.12043668693340663,1
