group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
18,1,18,mixed,-1,-7.341558455633132e+18,-0.01891315663124851,4.910055736367735e+19,0.12649174391416682,,-0.00716108933011
19,1,19,mixed,1,7.341558455633132e+18,0.01891315663124851,4.910055736367735e+19,0.12649174391416682,,0.00716108933011
20,1,20,mixed,-1,-7.341558455633109e+18,-0.01891315663124845,-4.910055736367726e+19,-0.12649174391416657,,-0.00716108933011
21,1,21,mixed,1,7.341558455633109e+18,0.01891315663124845,-4.910055736367726e+19,-0.12649174391416657,,0.00716108933011
22,1,22,oscillatory,-1,-4.3103422272809394e+19,-0.11104206030845877,23040.0,5.935512621977564e-17,,-0.799442833113
23,1,23,oscillatory,1,4.3103422272809394e+19,0.11104206030845877,23040.0,5.935512621977564e-17,,0.799442833113
24,1,24,oscillatory,-1,-4.0699060649863406e+19,-0.10484799834630844,8192.0,2.110404487814245e-17,,-0.755744650898
25,1,25,oscillatory,1,4.0699060649863406e+19,0.10484799834630844,8192.0,2.110404487814245e-17,,0.755744650898
26,1,26,oscillatory,-1,-3.4882254290108555e+19,-0.0898628735338413,-512.0,-1.319002804883903e-18,,-0.731412921048
27,1,27,oscillatory,1,3.4882254290108555e+19,0.0898628735338413,-512.0,-1.319002804883903e-18,,0.731412921048
28,1,28,oscillatory,-1,-3.2702294853054173e+19,-0.08424691140101344,-38912.0,-1.0024421317117663e-16,,-0.292914382159
29,1,29,oscillatory,1,3.2702294853054173e+19,0.08424691140101344,-38912.0,-1.0024421317117663e-16,,0.292914382159
30,1,30,mixed,-1,-4.5061227965433436e+18,-0.011608571499593687,2.9136336567303045e+19,0.07506037042248857,,-0.0382056548697
31,1,31,mixed,1,4.5061227965433436e+18,0.011608571499593687,2.9136336567303045e+19,0.07506037042248857,,0.0382056548697
32,1,32,mixed,-1,-2.0723912219824417e+18,-0.005338847333225821,2.363541367144516e+19,0.06088901743599125,,0.00797018782474
33,1,33,mixed,1,2.0723912219824417e+18,0.005338847333225821,2.363541367144516e+19,0.06088901743599125,,-0.00797018782474
34,1,34,mixed,-1,-4.506122796543333e+18,-0.01160857149959366,-2.9136336567303045e+19,-0.07506037042248857,,-0.0382056548697
35,1,35,mixed,1,4.506122796543333e+18,0.01160857149959366,-2.9136336567303045e+19,-0.07506037042248857,,0.0382056548697
36,1,36,mixed,-1,-2.0723912219824174e+18,-0.005338847333225758,-2.363541367144513e+19,-0.06088901743599117,,0.00797018782474
37,1,37,mixed,1,2.0723912219824174e+18,0.005338847333225758,-2.363541367144513e+19,-0.06088901743599117,,-0.00797018782474
38,1,38,oscillatory,-1,-1.8546472350868836e+19,-0.04777900205370655,7680.0,1.9785042073258547e-17,,0.372793639998
39,1,39,oscillatory,1,1.8546472350868836e+19,0.04777900205370655,7680.0,1.9785042073258547e-17,,-0.372793639998
40,1,40,oscillatory,-1,-1.3663535368863148e+19,-0.03519969038312677,5632.0,1.4509030853722934e-17,,-0.323662859396
41,1,41,oscillatory,1,1.3663535368863148e+19,0.03519969038312677,5632.0,1.4509030853722934e-17,,0.323662859396
42,1,42,oscillatory,-1,-1.20297516549097e+19,-0.030990773779067716,24609.500991344452,6.339843912964165e-17,,0.121498317195
43,1,43,oscillatory,1,1.20297516549097e+19,0.030990773779067716,24609.500991344452,6.339843912964165e-17,,-0.121498317195
44,1,44,oscillatory,-1,-8.73316870668963e+18,-0.022498191444624904,1536.0,3.957008414651709e-18,,0.288341168049
45,1,45,oscillatory,1,8.73316870668963e+18,0.022498191444624904,1536.0,3.957008414651709e-18,,-0.288341168049
46,1,46,oscillatory,-1,-1.697477856373256e+18,-0.0043730040112981245,-7.275957614183426e-11,-1.8744157229149084e-31,,-0.102100739191
47,1,47,oscillatory,1,1.697477856373256e+18,0.0043730040112981245,-7.275957614183426e-11,-1.8744157229149084e-31,,0.102100739191
