group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-1.4314119692458287e+20,-0.36875710983977333,-4096.0,-1.0552022439071224e-17,,-0.946519439764
1,1,1,oscillatory,1,1.4314119692458287e+20,0.36875710983977333,-4096.0,-1.0552022439071224e-17,,0.946519439764
2,1,2,oscillatory,-1,-1.4101369433839711e+20,-0.36327628585817806,16384.0,4.22080897562849e-17,,-0.9265880675
3,1,3,oscillatory,1,1.4101369433839711e+20,0.36327628585817806,16384.0,4.22080897562849e-17,,0.9265880675
4,1,4,oscillatory,-1,-1.3910483402629695e+20,-0.3583587231515537,20480.0,5.276011219535613e-17,,-0.936899118308
5,1,5,oscillatory,1,1.3910483402629695e+20,0.3583587231515537,20480.0,5.276011219535613e-17,,0.936899118308
6,1,6,real_dominant,1,-0.0,-0.0,8.7638447916169e+19,0.22577218479902103,,0
7,1,7,mixed,-1,-8.207833240858911e+17,-0.0021144834114672343,7.888303712795882e+19,0.2032166938076929,,-0.0152423171533
8,1,8,mixed,1,8.207833240858911e+17,0.0021144834114672343,7.888303712795882e+19,0.2032166938076929,,0.0152423171533
9,1,9,real_dominant,-1,-0.0,-0.0,-8.763844791616915e+19,-0.22577218479902142,,0
10,1,10,mixed,-1,-8.207833240858752e+17,-0.0021144834114671936,-7.888303712795945e+19,-0.2032166938076945,,-0.0152423171533
11,1,11,mixed,1,8.207833240858752e+17,0.0021144834114671936,-7.888303712795945e+19,-0.2032166938076945,,0.0152423171533
12,1,12,oscillatory,-1,-7.115789222541757e+19,-0.18331535045889114,45056.0,1.1607224682978347e-16,,-0.695161066507
13,1,13,oscillatory,1,7.115789222541757e+19,0.18331535045889114,45056.0,1.1607224682978347e-16,,0.695161066507
14,1,14,oscillatory,-1,-6.955346620912073e+19,-0.17918206449067972,-16384.0,-4.22080897562849e-17,,-0.793426909417
15,1,15,oscillatory,1,6.955346620912073e+19,0.17918206449067972,-16384.0,-4.22080897562849e-17,,0.793426909417
16,1,16,oscillatory,-1,-6.177726847855163e+19,-0.15914920000249128,-16384.0,-4.22080897562849e-17,,-0.835368046442
17,1,17,oscillatory,1,6.177726847855163e+19,0.15914920000249128,-16384.0,-4.22080897562849e-17,,0.835368046442
