blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non,analysis_scope,jacobian_reference_eps,jacobian_convergence_eps_count,jacobian_robustness_eps_count,jacobian_robustness_relative_drift_max,dominant_kmax_boundary_weight,dominant_kelvin_k,kmax_basis_present,min_component_nyquist_k,spectral_nyquist_fraction,spectral_nyquist_safe,reduced_mode_count,spectral_extension_fast_path
B01,BALX_005,knot,1,FAIL,1,0.13398484902180993,0.1488720544686777,1.1111111111111112,0.4338000201268177,0.6027110218101422,0.021487836712506668,0.2977441089373554,inf,0.00014775493883455927,-0.29871146214115046,0.04384574246670221,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,1.2593251084775673e-08,3,True,90,0.044444444444444446,True,15,False
B02,BALX_004,knot,1,FAIL,1,0.15730531778596116,0.17478368642884573,1.1111111111111112,0.29356894944311784,0.2929346838096353,0.03356352227758619,0.34956737285769146,inf,-0.010657852476364103,-0.09833064264085623,0.015034801217616972,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,0.4125282964578921,4,True,90,0.044444444444444446,True,15,False
B03,BALX_002,knot,1,FAIL,1,0.1597153821838404,0.17746153575982265,1.111111111111111,0.28218699243163875,0.15927899015917615,0.047990571028509156,0.3549230715196453,inf,-0.034495443172219774,0.036697373526186204,0.01700721044817792,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,0.2655093667157101,4,True,90,0.044444444444444446,True,15,False
B04,BALX_006,knot,1,FAIL,1,0.1353122093114028,0.150346899234892,1.111111111111111,0.4252572707951358,0.5911779643159685,0.018350104054696524,0.300693798469784,inf,0.0001521882782119689,-0.1760302920497321,0.04426281366429229,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,1.0317286110366776e-08,3,True,90,0.044444444444444446,True,15,False
B05,BALX_001,knot,1,FAIL,1,0.1591491950915722,0.17683243899063575,1.111111111111111,0.2857493193480519,0.21113713587472602,0.041322639780402494,0.3536648779812715,inf,-0.0004966636173674537,0.028839514861797005,0.01739602754875403,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,0.23922383463974203,2,True,90,0.044444444444444446,True,15,False
B06,BALX_008,knot,1,FAIL,1,0.13790442136281977,0.15322713484757752,1.1111111111111112,0.412209828140572,0.5275797204130275,0.015417378097343622,0.30645426969515505,inf,0.00015856451172491793,-0.12382865014551223,0.04460090005917376,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,9.02512067183406e-09,3,True,90,0.044444444444444446,True,15,False
B07,BALX_003,knot,1,FAIL,1,0.13643252995511512,0.15159169995012792,1.1111111111111112,0.42089985548848374,0.5556483337851197,0.016075039394401892,0.30318339990025583,inf,0.00015462256757132228,-0.14460162660172382,0.04473827904177165,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,9.003753461352661e-09,3,True,90,0.044444444444444446,True,15,False
B08,BALX_007,knot,1,FAIL,1,0.15864098987549086,0.17626776652832316,1.111111111111111,0.2889429116548363,0.27191469379844907,0.04546649750755909,0.3525355330566463,inf,-0.010265171759833928,-0.10104736472793298,0.014074905680040715,False,0.0,False,False,nan,full_dynamics,0.005,3,0,0.0,0.390025895676275,4,True,90,0.044444444444444446,True,15,False
