pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_0C951012C607,CAND_24B6338C249DD295,geometry/CAND_24B6338C249DD295.npz,CAND_B901742E54A46555,geometry/CAND_B901742E54A46555.npz
PAIR_2CF62CD0E0C1,CAND_F9879959172C3C9A,geometry/CAND_F9879959172C3C9A.npz,CAND_76AEA5F25061CB6E,geometry/CAND_76AEA5F25061CB6E.npz
PAIR_A21A9B666752,CAND_2668DB4014D35C3E,geometry/CAND_2668DB4014D35C3E.npz,CAND_5BCDEDF6AE747432,geometry/CAND_5BCDEDF6AE747432.npz
PAIR_143DCD813620,CAND_F22AE7A4C90B0CFF,geometry/CAND_F22AE7A4C90B0CFF.npz,CAND_60F37637CD00FCC4,geometry/CAND_60F37637CD00FCC4.npz
PAIR_35B1C343C4A6,CAND_2254CFD4EF083466,geometry/CAND_2254CFD4EF083466.npz,CAND_24B6338C249DD295,geometry/CAND_24B6338C249DD295.npz
PAIR_8DD310ADA101,CAND_8F91A328DCB04162,geometry/CAND_8F91A328DCB04162.npz,CAND_6C3B5924C0C17289,geometry/CAND_6C3B5924C0C17289.npz
PAIR_54223FD3A6EA,CAND_F22AE7A4C90B0CFF,geometry/CAND_F22AE7A4C90B0CFF.npz,CAND_842DE32213A498CE,geometry/CAND_842DE32213A498CE.npz
PAIR_042D5E5CD0CA,CAND_F905B293DCC94FDC,geometry/CAND_F905B293DCC94FDC.npz,CAND_FEE7D506076EF006,geometry/CAND_FEE7D506076EF006.npz
PAIR_CFD72F4CA03C,CAND_797D07DD85D8CA9F,geometry/CAND_797D07DD85D8CA9F.npz,CAND_76AEA5F25061CB6E,geometry/CAND_76AEA5F25061CB6E.npz
PAIR_EC10DDCC410E,CAND_B0CEEEC6A20D55B1,geometry/CAND_B0CEEEC6A20D55B1.npz,CAND_2668DB4014D35C3E,geometry/CAND_2668DB4014D35C3E.npz
PAIR_C38EC202D06E,CAND_8F91A328DCB04162,geometry/CAND_8F91A328DCB04162.npz,CAND_56A9E551F9B537F4,geometry/CAND_56A9E551F9B537F4.npz
PAIR_077475CC4151,CAND_F905B293DCC94FDC,geometry/CAND_F905B293DCC94FDC.npz,CAND_CC68FCCC4BDBF447,geometry/CAND_CC68FCCC4BDBF447.npz
