axis,case,value,q,cell_over_core,sector,branch,eig_real,eig_imag,eig_abs,overlap_prev,dominant_m,dominant_m_weight,dominant_abs_m,dominant_abs_m_weight,mode_entropy,sector_leakage_fraction,low_mode_projection_leakage,c4_symmetry_leakage,c4_acceleration_used,equilibrium_gate_ok,fourier_quality_gate_ok
resolution,N32,32,2.31,10.074424655013587,0,0,-1.2883640098499101e-11,1.5908928725108489e-27,1.2883640098499101e-11,1.0,0,0.9596566673395698,0,0.9596566673395698,0.12252392515460482,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,1,1.2962865104016168e-11,9.507985099879968e-27,1.2962865104016168e-11,1.0,0,0.9596587770350893,0,0.9596587770350893,0.12251885591208728,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,2,0.010980722127518211,5.697474385903752e-20,0.010980722127518211,1.0,-4,0.4991446017537972,4,0.9982892035075944,0.438667655180491,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,3,-0.010980722127549511,-5.697474587808222e-20,0.010980722127549511,1.0,-4,0.4991446017538248,4,0.9982892035076489,0.43866765518030554,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,4,-0.022120813361129203,-1.259270110971381e-20,0.022120813361129203,1.0,4,0.4949462103707883,4,0.9898924207415751,0.46577905631707467,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,5,0.02212081336121557,1.2592699652266201e-20,0.02212081336121557,1.0,-4,0.4949462103707528,4,0.9898924207415054,0.46577905631727323,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,6,1.633242152632164e-14,0.052887167906609966,0.052887167906609966,1.0,8,0.4960282615877605,8,0.9920565231469267,0.45945788888442723,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,7,1.633699693572757e-14,-0.052887167906609966,0.052887167906609966,1.0,-8,0.49602826158774255,8,0.9920565231469267,0.45945788888442723,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,8,-1.8895286582969187e-14,-0.05576218555646002,0.05576218555646002,1.0,-8,0.49979534590767927,8,0.9995906917665356,0.4329309371621825,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,0,9,-1.8880730312531568e-14,0.05576218555646004,0.05576218555646004,1.0,8,0.4997953459076543,8,0.9995906917665356,0.4329309371621825,7.187200220443265e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,0,2.868440904918738e-14,-0.0005113495933287849,0.0005113495933287849,1.0,1,0.9718852420049143,1,0.9718852420049143,0.10025735140455921,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,1,-2.1916166035494224e-14,0.0005113495933355194,0.0005113495933355194,1.0,1,0.971885242004844,1,0.971885242004844,0.10025735140448129,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,2,-0.0072439882317489645,-2.5490175473980733e-14,0.0072439882317489645,1.0,5,0.7666911236476762,5,0.7666911236476762,0.5150210637356207,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,3,0.007243988231788382,-4.269625039026968e-14,0.007243988231788382,1.0,5,0.7666911236493961,5,0.7666911236493961,0.5150210637340694,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,4,-0.019247078210152632,-1.3009884186993604e-13,0.019247078210152632,1.0,-3,0.6426899837606002,3,0.6426899837606002,0.5731204013762538,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,5,0.01924707821019014,1.246466076332378e-13,0.01924707821019014,1.0,-3,0.6426899837607676,3,0.6426899837607676,0.573120401376102,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,6,7.072033930688448e-14,-0.038657052227525086,0.038657052227525086,1.0,-7,0.9840894269237821,7,0.9840894269237821,0.06642773691703703,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,1,7,-1.6132928326584306e-15,0.03865705222757714,0.03865705222757714,1.0,-7,0.9840894269238538,7,0.9840894269238538,0.0664277369167352,9.417514526155787e-16,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,2,0,-0.008666643981297045,2.276342282988135e-20,0.008666643981297045,1.0,-2,0.4675632358866945,2,0.9351264717733887,0.6732473150925739,1.1867512894116326e-15,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,2,1,0.008666643981313935,-2.2763423179280183e-20,0.008666643981313935,1.0,-2,0.46756323588687027,2,0.9351264717737398,0.6732473150918982,1.1867512894116326e-15,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,2,2,-0.01274039136401112,1.6344619021339135e-22,0.01274039136401112,1.0,2,0.4994113091492156,2,0.9988226182984307,0.5065768821946193,1.1867512894116326e-15,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,2,3,0.012740391364050772,-1.6344369898179376e-22,0.012740391364050772,1.0,2,0.49941130914929044,2,0.998822618298579,0.5065768821938973,1.1867512894116326e-15,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,2,4,1.473898736170201e-14,-0.01441459043512803,0.01441459043512803,1.0,-6,0.42604198940859633,6,0.8520839788139671,0.8023002408703543,1.1867512894116326e-15,0.06538337871794452,2.864759108287032e-11,True,False,False
resolution,N32,32,2.31,10.074424655013587,2,5,1.4738812006195778e-14,0.01441459043512804,0.01441459043512804,1.0,6,0.42604198940859717,6,0.8520839788139674,0.8023002408703542,1.1867512894116326e-15,0.06538337871794452,2.864759108287032e-11,True,False,False
