blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non,analysis_scope,jacobian_reference_eps,jacobian_convergence_eps_count,jacobian_robustness_eps_count,jacobian_robustness_relative_drift_max,dominant_kmax_boundary_weight,dominant_kelvin_k,kmax_basis_present,reduced_mode_count
B01,knotplot:link_0.2.1,unlink,2,LINEAR_FAIL,2,0.15008658073342734,0.16676286748158595,1.2095969269442977,0.1016438099709567,0.1319956933767255,0.011488959454525887,0.26719791182671054,0.9461837010123486,-3.421280869743047e-13,2.8920060024395374e-10,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,3.938169763528838e-08,4,True,94
B02,fremlin:8_13:knot.8_13d,knot,1,LINEAR_FAIL,1,0.013598339703031646,0.01510926633670183,1.1111111111111112,0.8922949105087098,0.9999999999999997,0.2842285966652751,2.259113911767697e-14,inf,-0.22162933192146933,0.004368416931294554,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.04974562875676336,3,True,47
B03,fremlin:15331:knot.15331,knot,1,LINEAR_FAIL,1,0.011280989960755432,0.012534433289728258,1.1111111111111112,0.5145017784090531,0.025065768976146544,0.5271250688922822,4.615798956820346e-17,inf,-8.169703373969934e-14,-0.002680840052310909,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.2938391907953383e-28,9,True,47
B04,fremlin:6_3:knot.6_3d,knot,1,LINEAR_FAIL,1,0.03280760834087177,0.03645289815652419,1.111111111111111,0.5336928492251796,0.4583003615036084,0.1001672839779847,2.6588050055603613e-14,inf,-0.5010612427151215,0.008767418192943178,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.07149552267620903,4,True,47
B05,fremlin:8_10:knot.8_10s,knot,1,LINEAR_FAIL,1,0.055350470174139126,0.06150052241571014,1.1111111111111112,0.33812924405790845,0.2978422684251609,0.08308630896185384,0.12300104483142028,inf,-0.6623397920592782,0.031190183873214265,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.04722043502514017,6,True,47
B06,fremlin:5_1:knot.5_1,knot,1,LINEAR_FAIL,1,0.1075559687748924,0.11950663197210266,1.1111111111111112,0.33491743342464886,0.29084881807253576,0.006482882701750591,0.23901326394420533,inf,0.4454624062120679,5.309792046768005e-13,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.06421967346997678,7,True,47
B07,knotplot:link_7.2.5,link,2,LINEAR_FAIL,2,0.07796238214533471,0.0866248690503719,1.0376572229164889,0.5481832619041307,0.07195325095581305,0.17849362423623796,0.1732511440764909,0.17325248836170182,1.1345833277639343,-0.022620837114423264,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.012503303229354237,3,True,94
B08,fremlin:8_18:knot.8_18z,knot,1,LINEAR_FAIL,1,0.06775132082119294,0.07527924535688103,1.111111111111111,0.2306184171006835,0.2203744879031577,0.01639510399897387,0.15055849071376207,inf,-0.07566541088821732,-0.05118308790615524,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.3737763670204317,12,True,47
B09,knotplot:link_0.3.1,unlink,3,LINEAR_FAIL,3,0.16037489319598833,0.17819432577332037,1.5551996927771266,0.2523349067426753,0.13668538310165232,0.03063766619979156,0.18048221934865286,1.4208635693420382,3.736953729099879e-08,0.00017849754176595565,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.405655799083481e-07,3,True,141
B10,knotplot:knot_0.1,unknot,1,LINEAR_FAIL,1,0.8961530475941017,0.9957256084378908,0.4610862107666405,0.0001135808537236682,0.3092925333035299,0.04225912325397442,0.5260300012048048,inf,0.0,-0.014455373040935925,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,9.92578950697465e-09,2,True,47
B100,fremlin:8_15:knot.8_15d,knot,1,LINEAR_FAIL,1,0.03486749052451681,0.03874165613835202,1.1111111111111112,0.680490991331263,0.9601548926739755,0.06361102741326474,3.3631113834009025e-15,inf,0.3048939138185838,0.05364213057893403,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.22743461519221703,12,True,47
B101,fremlin:3_1:knot.3_1u,knot,1,LINEAR_FAIL,1,0.12758157115741287,0.1417573012860143,1.1111111111111112,0.4903994299081207,0.4641566621097159,0.004879461806380119,0.2835146025720286,inf,-0.1263010274496611,0.04644248249273852,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.009068341514434277,2,True,47
B102,knotplot:torus_2.9,torus_knot,1,LINEAR_FAIL,1,0.0703040298222884,0.07811558869143155,0.7259736011609473,0.33879153677121887,0.3833156126113753,0.010646152186529905,0.15623346977124447,inf,0.3854514430223457,-7.267310450380886e-08,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,2.8827876497407855e-06,2,True,47
B103,fremlin:8_21:knot.8_21p,knot,1,LINEAR_FAIL,1,0.015129051179206671,0.01681005686578519,1.1111111111111112,0.8386949790560824,0.6257287003629891,0.20899824924223293,0.002396067132892103,inf,-3.887719173168824e-13,-0.04471265489497216,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.043626854340519904,5,True,47
B104,fremlin:6_3:knot.6_3z,knot,1,LINEAR_FAIL,1,0.0774350004738845,0.08603888941542723,1.1111111111111112,0.3238083874608735,0.46173170449058604,0.0046941558600051255,0.17207777883085446,inf,-0.722929364760992,-0.019972653183743094,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,3.404486426683681e-27,5,True,47
B105,fremlin:3_1:knot.3_1p,knot,1,LINEAR_FAIL,1,0.14554124204031058,0.16171249115590064,1.1111111111111112,0.30453939602151653,0.22661110375818988,0.004005342538479695,0.3234249823118013,inf,-0.058242849773796124,-0.04227182286599078,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,4.686747261085505e-26,3,True,47
B106,fremlin:8_5:knot.8_5,knot,1,LINEAR_FAIL,1,0.048597190225963934,0.05399687802884882,1.1111111111111112,0.4445678513708165,0.3866965315684546,0.05646736881137658,0.1409062679840633,inf,-0.10141655618852274,-0.04446658714423852,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.004323957148987168,3,True,47
B107,fremlin:8_1:knot.8_1,knot,1,LINEAR_FAIL,1,0.06210514653684085,0.06900571837426761,1.1111111111111112,0.5933988906857347,0.3400957899395678,0.01674837072300037,0.13801143674853522,inf,-0.34962117150146793,-0.0047658643381494085,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.02034137812534298,4,True,47
B108,fremlin:10_1:knot.10_1,knot,1,LINEAR_FAIL,1,0.01921163483648789,0.02134626092943099,1.1111111111111112,0.616374015920392,0.48921619924885057,0.09683417224487349,0.004369135652595731,inf,0.609655860797338,0.0019222782512272516,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.042774558092586464,11,True,47
B109,fremlin:7_5:knot.7_5d,knot,1,LINEAR_FAIL,1,0.012436536923121248,0.013818374359023609,1.1111111111111112,0.8950052829501712,0.38981045343580834,0.3095993806262932,1.262715246531271e-15,inf,0.22264848324074718,-0.004803689949817074,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.030935471956705686,11,True,47
