knot_id,backend,epsilon_over_rc,centerline_points,scale_over_rc,ray_count,local_minimum_count,rays_with_local_minimum_count,candidate_surface_fraction,candidate_surface_fraction_all_rays,candidate_surface_fraction_fully_clock_valid_rays,fully_clock_valid_ray_count,invalid_clock_probe_count,reach_estimate_over_rc
0_1,cpp,0.0019,1024,1.0,3,0,0,0.0,0.0,0.0,3,0,0.9987954562051715
