candidate_id,geometry_sha256,n_points,stratum_token,constructor,real_id,source_family,source_path,topology_hint,constructor_parameters_json
QG-6AF7406200826CB0,8ceb05b71b0eccb0f8a4e0eb6d446b09af236df102d5a147c15177be53bb17e5,512,S-63F74A9B14,imported_centerline,relaxed_0107,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.11_final.txt,unknown_from_filename,{}
QG-3B147750B385BD93,3532359bbac84b1c0f4fb6b1f43968cda2d29b18f2aabd334c765ac77c305201,512,S-63F74A9B14,imported_centerline,relaxed_0110,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.3_final.txt,unknown_from_filename,{}
QG-04662BD324FB31BB,8de5a72dffcc46c799912c22fe5a2591ad3d2ab8a2a38d49af7603478b923174,512,S-63F74A9B14,imported_centerline,relaxed_0113,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.4_final.txt,unknown_from_filename,{}
QG-1A82C656C999C7D9,e93e647c7924971b8ce17c76a079be91d5714af2984d99c5fe6b33c764c2584d,512,S-63F74A9B14,imported_centerline,relaxed_0116,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.5_final.txt,unknown_from_filename,{}
QG-16471E7B2F03736A,44055cb3b9c373fa6574bc9d3a9161bde95140a40608a74f8a6eab897d205f84,512,S-63F74A9B14,imported_centerline,relaxed_0119,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.6_final.txt,unknown_from_filename,{}
QG-290C5DE695F259BC,434a5a75fc937c958660427ee95a217fb6d1059df0eb766d9b21f757f8543a22,512,S-63F74A9B14,imported_centerline,relaxed_0122,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.7_final.txt,unknown_from_filename,{}
QG-95CAC1851DBEFBD5,15574628bd52c41560affe222cf8b1039516f134ea48716b278b3b4d3e686c8b,512,S-63F74A9B14,imported_centerline,relaxed_0125,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.8_final.txt,unknown_from_filename,{}
QG-7AEF429F8D723031,df547704f5f4fbd0483a8597e2877e7b576b55cf829658521556e4f1533fca70,512,S-63F74A9B14,imported_centerline,relaxed_0128,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_2.9_final.txt,unknown_from_filename,{}
QG-80B062A9A8A761D4,4c37dbfc0ca67614e91ae60dc8e4d38ce99333414b4dad37d63e37322dd86cb8,512,S-63F74A9B14,imported_centerline,relaxed_0131,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_3.3_final.txt,unknown_from_filename,{}
QG-15A4B594F9111316,448c0df64000a00167abd12dc30eb6f7563972672ae36aaf67a46708707ee515,512,S-63F74A9B14,imported_centerline,relaxed_0134,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_3.6_final.txt,unknown_from_filename,{}
QG-BE9AB5860DC5461A,7155fc61ba65bdb8e3413c6358a165cecc8b7ae1b5c398616c2a17de5a6229c5,512,S-63F74A9B14,imported_centerline,relaxed_0137,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_3.9_final.txt,unknown_from_filename,{}
QG-9E6AB97451D64361,82b454ca2d8e88438085cc1b79b15272baba1f99ae7b07d72f9f47083aeed426,512,S-63F74A9B14,imported_centerline,relaxed_0140,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_6.15_final.txt,unknown_from_filename,{}
QG-BA9AC21C869CF859,01e257322aa90a4aeda081623d82b8ba6871d2d3af2c92bbd743c4acee6f4a00,512,S-63F74A9B14,imported_centerline,relaxed_0143,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_6.21_final.txt,unknown_from_filename,{}
QG-AAF6BEC55C6F0543,a64c7427dec61008d17901c8e6cdcb922be29d494b482558d472567ca52dc4fc,512,S-63F74A9B14,imported_centerline,relaxed_0146,relaxed,C:\workspace\solo_projects\SST-Workbench\KnotPlot\knots\final\torus_6.9_final.txt,unknown_from_filename,{}
QG-D5F53A170EB331EA,95a7f08fa8e8acb4ddfd74b86d6bd743497bcf80beb91551a879cf9e9c9cd776,512,S-75A0E24DAD,classic_trefoil,control_classic_trefoil,control,builtin:classic_trefoil,3_1_trefoil_control,{}
