blind_id,status,n_input,thickness_raw,length_raw,ropelength_estimate,extent_core,tail_v2_exponent,tail_v2_fit_r2,tail_velocity_exponent,tail_mu_amp_log_slope,tail_mu_amp_fit_r2,tail_mu_poisson_log_slope,tail_mu_poisson_fit_r2,tail_mu_phi_log_slope,tail_mu_phi_fit_r2,tail_mu_amp_norm_median,tail_mu_poisson_norm_median,tail_mu_phi_norm_median,tail_poisson_to_amp_ratio,tail_phi_to_amp_ratio,tail_poisson_to_phi_ratio,tail_poisson_positive_fraction,tail_anisotropy_median,tail_beltrami_misalignment_median,poisson_identity_rel_rms_max,divergence_rms_norm_max,mu_amp_phys_m3_s2,mu_poisson_phys_m3_s2,mu_phi_phys_m3_s2,mass_amp_kg,mass_poisson_kg,mass_phi_kg,thickness_limiter,thickness_local_raw,thickness_nonlocal_raw
K_E35267BA16F5,OK,300,0.20945573669917672,30.724802206939273,146.68875959729223,11.701238807615972,6.000592643858229,0.9999999991943679,3.0002963219291146,-5.000592643858231,0.9999999988399355,-5.001085621356752,0.9999999961628436,-5.00083084860331,0.9999999975795372,2.525148751388612e-08,1.5153909095930536e-07,1.515218916733697e-07,6.001194617781311,6.000513498068019,1.0001135102376675,1.0,0.4415288118017558,0.9974343400859049,1.4074244352942192e-16,1.2381395363359758e-19,1.6805853526632505e-09,1.0085519773124807e-08,1.0084375093311237e-08,25.17994924805973,151.10977590346266,151.0926253436501,curvature,0.20945573669917672,0.4999687480281551
K_80115DEE62C2,OK,300,0.20621590867211226,31.947841601189463,154.92423357107342,11.4762439900928,6.029721443806946,0.9999982549019866,3.014860721903473,-5.0297214438069435,0.9999974920081295,-5.040965331206807,0.9999950962475562,-5.040703465900958,0.999995152655508,2.1470865341705718e-09,1.2940574708978495e-08,1.2939054765541294e-08,6.027039200810549,6.026331291085901,1.0001174694337989,1.0,0.4651081434042851,0.9873138270183495,1.529000829945205e-16,1.1635313010783955e-19,1.4289701461124942e-10,8.61245908740798e-10,8.611447505545315e-10,2.1410037698522606,12.90391364998274,12.902398012593554,curvature,0.20621590867211226,0.4999917666804035
K_618679E87B08,OK,300,0.20060763286679023,31.983990898138345,159.4355630494714,12.872510986383448,6.041143935437679,0.9999973640842897,3.0205719677188396,-5.041143935437679,0.999996214605118,-5.054674886505365,0.9999934292780266,-5.054465720213683,0.9999934814852227,4.582568216004159e-09,2.7670486596980286e-08,2.7667898287166834e-08,6.038205061594914,6.037640245166341,1.0000935492022773,1.0,0.4960252808946586,0.9982601755281273,1.4265878698014138e-16,7.647512854145874e-20,3.049878553555174e-10,1.8415792119326624e-09,1.8414069497814426e-09,4.569585654758063,27.592095229951642,27.589514252902067,curvature,0.20060763286679023,0.49998882353448393
K_45123D0A11E0,OK,300,0.18606338761661473,32.154508342207386,172.81480657797135,12.989790817481003,6.113361029016233,0.9999801173964735,3.0566805145081166,-5.11336102901624,0.9999715804812953,-5.150103721108139,0.9999516228223668,-5.149897785031616,0.9999517577913192,7.379171747465234e-10,4.504286260895499e-09,4.503872134097198e-09,6.104053971155684,6.103492760748238,1.0000919490576046,1.0,0.42185524765974947,0.9821640314172441,1.501385877540853e-16,7.717378345096015e-20,4.911127689708143e-11,2.997778847721563e-10,2.9975032301243866e-10,0.7358266319626243,4.491525474913569,4.491112521349635,curvature,0.18606338761661473,0.4999989224856718
K_3719FE6CF7F3,OK,300,0.1890282107997773,37.464049701372375,198.1929022279912,12.870863781940606,6.000430050070343,0.999999999605546,3.0002150250351716,-5.00043005007034,0.9999999994320026,-5.000807266724262,0.9999999980229739,-5.000596091314321,0.9999999988529916,2.993987771993687e-08,1.7966742822514888e-07,1.7965055565263912e-07,6.000940615248703,6.000377066771064,1.000093918843994,1.0,0.4485542627430673,0.9999817929671204,1.454001610307822e-16,1.2373622618486133e-19,1.9926160757454387e-09,1.1957570739538288e-08,1.1956447803782283e-08,29.855057095806885,179.1584246967965,179.14159992482035,curvature,0.1890282107997773,0.49999109677134596
K_7FCE20C0D942,OK,300,0.19388279070067255,37.489657186385145,193.36247972757852,10.388528772774754,5.999108887198234,0.9999999988180223,2.999554443599117,-4.999108887198238,0.9999999982978509,-4.999156117385921,0.9999999986462229,-4.998827985627054,0.9999999971446967,7.184902486795774e-08,4.310975388620142e-07,4.31035106225575e-07,6.000047177456813,5.999178235441888,1.000144843507031,1.0,0.4527426787723607,0.9999743842892015,1.4389543710241005e-16,2.6583702147419404e-19,4.781833891164879e-09,2.869122894175116e-08,2.8687073805374733e-08,71.64547429940038,429.8762258476719,429.81397008487386,curvature,0.19388279070067255,0.4999908973757263
K_01EF1A6D0EDD,OK,300,0.16777256879758193,36.86346634710636,219.7228462990409,15.922582395955052,6.036517218489899,0.9999978190464093,3.0182586092449495,-5.036517218489907,0.9999968670154575,-5.048816283605038,0.9999944280168468,-5.048672346920797,0.9999944625965062,1.990664874346725e-09,1.2010834462969967e-08,1.2010085026472756e-08,6.033579342133895,6.033202866662374,1.0000624005987933,1.0,0.47464230872241814,0.9882072382464571,1.3984078505126292e-16,5.808719197906117e-20,1.324865407651178e-10,7.99368055471195e-10,7.993181775382902e-10,1.9850252575568648,11.976807387609114,11.976060074289293,curvature,0.16777256879758193,0.4999883972037953
K_8DC4886E5889,OK,300,0.23173952190427002,40.22573722922601,173.5816873128917,11.595726217381278,5.99948277652669,0.9999999998363902,2.999741388263345,-4.999482776526686,0.9999999997643938,-4.999652096513442,0.9999999999745897,-4.99938820635951,0.9999999998082029,8.256044964943777e-08,4.953773341126378e-07,4.953197076076668e-07,6.000177278782678,5.999479287126677,1.0001163420394665,1.0,0.43653967347170997,0.999124535456577,1.4246803769608642e-16,2.2141653724996564e-19,5.494721145193389e-09,3.296930096863611e-08,3.296546569912471e-08,82.32655327440166,493.97391439755654,493.91645115030366,curvature,0.23173952190427002,0.49999478472111225
K_F596C587BC92,OK,300,0.17973521429886846,40.51308310835516,225.40426074207662,15.033128402798182,6.012792037964447,0.9999997253554261,3.0063960189822234,-5.012792037964447,0.9999996048482024,-5.017271521042016,0.9999992753338947,-5.017114816377015,0.9999992887153362,4.3997506572350564e-09,2.6451377357864847e-08,2.6449547857803163e-08,6.012017366113136,6.011601547080603,1.0000691694266957,1.0,0.4672609690900976,0.998378698942564,1.59039844142173e-16,6.198621695150452e-20,2.928206310956376e-10,1.7604427193031815e-09,1.7603209589116534e-09,4.387286023937156,26.376439766015636,26.374615448985715,curvature,0.17973521429886846,0.4999797544951582
K_022A555CD803,OK,300,0.17460852500304097,40.80091787105556,233.67082374898345,14.78956403893811,6.008814227890475,0.9999996248006152,3.0044071139452373,-5.0088142278904675,0.9999994600298506,-5.014248167492495,0.9999985537211536,-5.014086196100777,0.9999985731735682,7.708771177926844e-10,4.630620655589729e-09,4.630289776039737e-09,6.006950457744764,6.006521232979421,1.0000714597932303,1.0,0.4951040721936104,0.9980904457248831,1.6004215215666534e-16,6.237542177125505e-20,5.130489014372808e-11,3.081859333334122e-10,3.0816391200397934e-10,0.7686931984437032,4.617501960256689,4.617172018098967,curvature,0.17460852500304097,0.4999915411880775
K_9F1C7BBCF48D,OK,600,0.017033295420308577,24.525609464812028,1439.8628603347338,137.0039244316659,6.002526102090277,0.9999999848232273,3.0012630510451386,-5.0025261020902825,0.9999999781491259,-5.003563110201762,0.9999999538026371,-5.0035612113062875,0.999999953844169,2.5599491150026816e-09,1.5365278143358862e-08,1.5365265316465535e-08,6.002181079815239,6.002176069210438,1.0000008347980371,1.0,0.4659381589813947,0.9999205064570325,1.502880549466146e-16,1.193977139555991e-21,1.7037463570694262e-10,1.0226194149206249e-09,1.0226185612406573e-09,2.552696697885061,15.321747822552553,15.321735031998223,curvature,0.017033295420308577,1.4231896357744631
K_5338971BFF6D,OK,900,0.0058640353780455064,36.427235799517824,6211.974084586625,821.0675704617129,6.012493087660539,0.9999997445757559,3.0062465438302697,-5.012493087660545,0.9999996324946424,-5.016653868895604,0.9999993479914666,-5.016653818755884,0.999999347995404,2.366206927143717e-11,1.422414522775889e-10,1.4224144905507045e-10,6.011369954414368,6.011369818225162,1.00000002265527,1.0,0.4612474123728654,0.9776290059900841,1.470743726490883e-16,1.512669843673426e-23,1.5748033461162473e-12,9.466725518954421e-12,9.466725304483203e-12,0.023595033877953454,0.14183847772731856,0.1418384745139296,self_distance,0.020159304740201403,0.0058640353780455064
K_BD5C87299F3E,OK,600,0.024202245761189057,48.938137042767764,2022.0494215972885,237.9343375083867,6.015748524015842,0.9999995867169945,3.007874262007921,-5.015748524015851,0.9999994054952804,-5.021047014458192,0.9999989361860497,-5.02104639332421,0.9999989362501422,3.1056655268871825e-10,1.867839960428601e-09,1.867839446130833e-09,6.014298527184743,6.014296871186171,1.0000002753436699,1.0,0.4411035133486046,0.9961495465670556,1.4336736611059712e-16,2.543133905581596e-22,2.0669419937687295e-11,1.2431206188899567e-10,1.2431202766046577e-10,0.30968670778489577,1.8625483105193905,1.8625477976786446,curvature,0.024202245761189057,0.5677235932800675
K_6E9B542696F7,OK,600,0.014003092054048325,27.536319371984263,1966.4456439835694,168.30233652356588,7.3683979016072225,0.9997808652762763,3.6841989508036113,-6.368397901607224,0.9997066644315827,-6.487569912746816,0.9997677699069171,-6.487568613302286,0.9997677713202426,9.045540834556404e-12,6.676727523870329e-11,6.676723718803614e-11,7.381236397013907,7.381232190447618,1.0000005699002796,1.0,0.6544495847850289,0.9564318102032947,1.51876833421492e-16,5.07564527402457e-22,6.020161554883901e-13,4.44362355848129e-12,4.443621026060424e-12,0.009019914530188786,0.06657812142818408,0.06657808348531567,curvature,0.014003092054048325,0.3572497062710578
K_8A7BC76626D2,OK,600,0.014518517357018743,29.50656560413323,2032.3401404254791,168.7210557946756,6.018786084039351,0.999999424494187,3.0093930420196755,-5.018786084039355,0.9999991723055346,-5.025030046356738,0.9999985368831114,-5.025028824657768,0.999998537029297,5.288339383863559e-10,3.1820498403131605e-09,3.1820481048140816e-09,6.017105955836776,6.017102674089987,1.000000545403156,1.0,0.4520615129612964,0.7541997541408145,1.4353642715799432e-16,5.638453669980647e-22,3.5195968964386525e-11,2.1177787447705645e-10,2.1177775897279834e-10,0.5273357350491666,3.1730349920899044,3.173033261507549,curvature,0.014518517357018743,0.4611275808409285
K_6D78DE897C78,OK,600,0.01672161803486179,34.94766304011459,2089.9689831004707,154.84729878973917,6.001252303297879,0.9999999969328074,3.0006261516489396,-5.001252303297888,0.9999999955836113,-5.001714780562389,0.9999999913861009,-5.001713317055522,0.99999999139976,3.032501018980127e-09,1.8198389304335715e-08,1.8198377482471684e-08,6.001115643633351,6.001111745245862,1.000000649610881,1.0,0.4407688591797796,0.9859144318701089,1.447782435192999e-16,1.1076962718733242e-21,2.0182481493939e-10,1.2111740542061792e-09,1.2111732674148459e-09,3.023909847315674,18.146832689663025,18.146820901290713,self_distance,0.01913121066634327,0.01672161803486179
K_6041FDFA8F9E,OK,901,0.020702995080209983,40.614925095292314,1961.7898249957161,135.21257392541824,6.066620148809604,0.9999932347619191,3.033310074404802,-5.066620148809611,0.9999903007372329,-5.087932457418001,0.9999835367458761,-5.087930526974707,0.9999835375114347,2.7699279294783457e-10,1.67886826048384e-09,1.678866826568785e-09,6.061053945183395,6.06104876846006,1.0000008540969612,1.0,0.4306579557412778,0.8483084881749341,1.4704527772198956e-16,5.999156229114682e-22,1.8434954786937812e-11,1.1173525544064695e-10,1.1173516000798632e-10,0.2762080635712781,1.674111973400161,1.674110543547433,curvature,0.020702995080209983,0.13347162038157345
K_CFB668027E58,OK,899,0.02246939276289439,45.0554514394666,2005.1922148012152,112.1870191695112,6.047226359531628,0.9999965211013215,3.023613179765814,-5.047226359531635,0.9999950060060946,-5.062534458495414,0.9999913987656751,-5.062531637293013,0.9999913995870047,1.1758255172966273e-09,7.105739165091363e-09,7.1057303316789554e-09,6.0431918346425775,6.04318432212284,1.0000012431392686,1.0,0.45348566900938775,0.7602554933787249,1.4313221639067913e-16,1.4287260843682082e-21,7.825579148831261e-11,4.729147601356629e-10,4.729141722374847e-10,1.172494366275304,7.085608380439341,7.0855995720522715,self_distance,0.02669792069131607,0.02246939276289439
K_EE26043CACA9,OK,899,0.01357339968467643,33.43689456357451,2463.4133923959225,171.33234105427655,6.11189144855049,0.9999821866949687,3.055945724275245,-5.111891448550496,0.9999745358490242,-5.146335461600139,0.9999584448115618,-5.146334251708989,0.9999584455620991,2.2810573611558913e-10,1.3921776404351759e-09,1.392176898226787e-09,6.103211888234634,6.103208634443645,1.0000005331279307,1.0,0.5922709901309438,0.8063533028677142,1.4566650217199316e-16,5.150103722444842e-22,1.5181329763781953e-11,9.265487229352431e-11,9.265482289665032e-11,0.22745950532313433,1.3882335569801225,1.3882328168744338,self_distance,0.01907654664277082,0.01357339968467643
K_D6EDFA1B8DB1,OK,600,0.021666736633536614,43.12824165253148,1990.5278022245361,131.50476498228574,6.1325560495913045,0.9999754898879007,3.0662780247956523,-5.132556049591311,0.9999650089965931,-5.172913469727133,0.999943585094464,-5.172911444451168,0.9999435865263094,1.0758154826995322e-10,6.586645359348465e-10,6.586639426553325e-10,6.122467528372678,6.122462013676865,1.000000900731732,1.0,0.5990815676402601,0.7798044388467903,1.5744028033731638e-16,8.54230598190983e-22,7.159973215039059e-12,4.383670351309477e-11,4.3836664028020447e-11,0.10727676632814018,0.6567985183928617,0.6567979267941275,curvature,0.021666736633536614,0.15845465135417175
K_7B1A65A00864,OK,600,0.009881207857612134,54.11848093148858,5476.909474158831,372.99826137296463,6.01866189734409,0.9999994307889926,3.009330948672045,-5.018661897344089,0.9999991813520122,-5.024872630869593,0.9999985493818008,-5.0248723753567,0.9999985494128271,4.33277607759238e-10,2.6070235578451243e-09,2.607023264602208e-09,6.016981979123613,6.016981302322155,1.0000001124818947,1.0,0.4497364524644027,0.7494738692552558,1.4509871782109483e-16,1.0289017185818014e-22,2.8836321061748302e-11,1.735076241727622e-10,1.735076046562981e-10,0.4320501185404957,2.5996377773363832,2.599637484924233,self_distance,0.026449249114000782,0.009881207857612134
K_AF7A1C1F902C,OK,600,0.020326503430417548,39.16213522885869,1926.6538075729545,123.86385824818159,6.005388566328567,0.9999999503450372,3.0026942831642836,-5.005388566328557,0.9999999285225118,-5.007230782004301,0.9999998699520882,-5.007228501569763,0.999999870034442,1.460815320573405e-09,8.772024437621778e-09,8.772015542390046e-09,6.0048825570767885,6.004876467852774,1.0000010140465083,1.0,0.45500347049319423,0.92587901618648,1.4508053410591524e-16,1.192531739069645e-21,9.722297862063316e-11,5.838125684660897e-10,5.838119764535934e-10,1.4566767843913695,8.74717301389044,8.747164143859184,curvature,0.020326503430417548,0.1658934868262318
K_0AD82E5DD387,OK,600,0.021123214012245383,41.004153494228675,1941.1891329822283,148.7981863474798,6.038741472861077,0.9999975248992926,3.0193707364305387,-5.038741472861074,0.9999964449875389,-5.051741001918681,0.9999936024473145,-5.051739354560402,0.9999936028713744,1.5479220448811595e-11,9.341933070743843e-11,9.341926396338273e-11,6.0351444064232975,6.035140094574654,1.0000007144570924,1.0,0.4840428096911393,0.7377532466176269,1.5000403845482865e-16,6.775992530490085e-22,1.0302027214283007e-12,6.2174221917100674e-12,6.2174177496318605e-12,0.01543536732583643,0.09315467077761065,0.09315460422264299,curvature,0.021123214012245383,0.02700426963676872
K_A4BC4F5443C5,OK,600,0.026691066895063596,51.60040932760987,1933.246412759662,130.9413449157461,6.043607849257863,0.9999966376344979,3.0218039246289314,-5.043607849257861,0.9999951721450447,-5.058763293184925,0.9999911521455461,-5.058761209956514,0.9999911527642033,1.4448306835351646e-10,8.725665066884378e-10,8.725657089637606e-10,6.039230178538779,6.039224657305833,1.0000009142287727,1.0,0.46918371229009725,0.8270377000881732,1.4995786723530272e-16,8.80931751859797e-22,9.615913844649162e-12,5.807271708483408e-11,5.807266399313375e-11,0.1440737432337348,0.8700944980722185,0.8700937026075207,curvature,0.026691066895063596,0.02999530438502076
K_F6D2C3B98DE5,OK,600,0.021674805054429036,53.177184001719226,2453.4100245968757,169.42019157672505,6.020431343287221,0.9999979463143825,3.0102156716436106,-5.020431343287224,0.9999970467057315,-5.032736297607341,0.999992260460814,-5.032735071571001,0.9999922607971284,1.49970436557831e-11,9.020786675848612e-11,9.02078177572296e-11,6.015043286461364,6.0150400190669595,1.0000005432041008,1.0,0.44170946983008724,0.9210052774728912,1.4494585918004533e-16,4.634155554891892e-22,9.981119681484309e-13,6.003686693147958e-12,6.003683431922499e-12,0.014954556554971023,0.08995230500798523,0.08995225614555084,self_distance,0.027736707262572477,0.021674805054429036
K_AD0937D636A0,OK,300,0.2353194263804274,48.48103643252771,206.02224464949697,13.128880840167168,5.99967754382756,0.9999999999794719,2.99983877191378,-4.999677543827552,0.9999999999704389,-4.999863806671512,0.9999999998066482,-4.999657762541657,0.9999999999650908,7.977501466586545e-08,4.786656436577024e-07,4.786221909367216e-07,6.000194994166718,5.999650303311283,1.000090787100564,1.0,0.43598776184175003,0.9992448207140139,1.3881326182969977e-16,1.7212956050961272e-19,5.30933954216453e-09,3.1857072543227026e-08,3.185418059453001e-08,79.54900951657147,477.3095686922528,477.2662390742102,curvature,0.2353194263804274,0.49999074734947563
K_776C03DD68BB,OK,300,0.16305243408636674,16.375262876198846,100.42942914624066,9.77986185119758,5.9990910238909345,0.9999999990077951,2.9995455119454673,-4.999091023890941,0.9999999985711384,-4.999207150042348,0.9999999992581424,-4.998837791442562,0.9999999978984137,4.6760977511024374e-08,2.805714797919869e-07,2.8052567449359666e-07,6.000120072892816,5.99914051042795,1.0001632838009318,1.0,0.44038977902723,0.9988750653004534,1.454135198901593e-16,2.2709502040120003e-19,3.1121261208088385e-09,1.8673130406839165e-08,1.867008188490529e-08,46.62850217713976,279.77661188198266,279.73093635145693,curvature,0.16305243408636674,0.49999871564690607
K_7D6BD59FA0AD,OK,600,0.011885162812700684,25.066783729192156,2109.082065111079,162.63951829383444,6.001573648594285,0.9999999953634582,3.0007868242971427,-5.001573648594298,0.99999999332408,-5.002139914804824,0.9999999873314211,-5.002138585840952,0.9999999873464871,2.4025478316575605e-09,1.441867676986429e-08,1.4418668273625227e-08,6.001410910481889,6.001407374136452,1.0000005892526898,1.0,0.44188351136595366,0.8890926688836264,1.4753399901530888e-16,8.90131418071354e-22,1.5989896408028135e-10,9.596193876061521e-10,9.596188221481801e-10,2.3957413373729284,14.377828200802364,14.377819728633419,self_distance,0.012861695401298124,0.011885162812700684
K_6E59569148E0,OK,300,0.18317683550297162,24.104456576202242,131.59118351409234,10.492478787817785,5.9992354688118805,0.99999999934848,2.9996177344059403,-4.999235468811876,0.9999999990617634,-4.9993530429288136,0.9999999995965962,-4.999031471872647,0.9999999986856619,6.561034195145379e-08,3.9367012905944694e-07,3.936142469210722e-07,6.000123110937757,5.99927138334859,1.0001419718387021,1.0,0.4383624026346448,0.998899925792303,1.5385334905047634e-16,2.3068846986923175e-19,4.366625118864976e-09,2.6200288292503074e-08,2.6196569117417786e-08,65.42446576966837,392.55484908534345,392.4991252628409,curvature,0.18317683550297162,0.49999997500275734
K_C2010E752023,OK,600,0.009546397485528532,32.16226816570009,3369.0476658294565,242.06172430688676,6.001094339437035,0.9999999975085762,3.0005471697185175,-5.001094339437034,0.9999999964126114,-5.001511382981673,0.9999999928598753,-5.001510782467751,0.9999999928649906,2.1817687341600654e-09,1.3092718517441985e-08,1.3092715033352876e-08,6.00096532343168,6.000963726521314,1.000000266108985,1.0,0.44015925376447285,0.7071269759663311,1.4514375241640576e-16,4.22462413255696e-22,1.4520525080004533e-10,8.713716748312724e-10,8.713714429515021e-10,2.1755877140680724,13.0556264302065,13.055622955987927,self_distance,0.016182438209408487,0.009546397485528532
K_8DE9E57FC226,OK,300,0.2054588185552544,32.08281261501888,156.1520349460726,11.167392156998257,5.999389337220077,0.9999999996864579,2.9996946686100383,-4.999389337220085,0.9999999995484811,-4.999536282501928,0.999999999922993,-4.999252053926737,0.9999999994955393,7.52737072284618e-08,4.516538256976908e-07,4.515972005028719e-07,6.000153869489712,5.999401612202224,1.0001253887197614,1.0,0.4372855912544838,0.9989874582977752,1.441085461929908e-16,2.238542549171539e-19,5.009759909757737e-09,3.005933030774732e-08,3.005556167934664e-08,75.06045442604824,450.3742760701096,450.3178112962654,curvature,0.2054588185552544,0.49999915974088477
