pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,9fbe678aa1e820a9,b6d2f5d1331f0ac3,geometry/9fbe678aa1e820a9.npz,geometry/b6d2f5d1331f0ac3.npz
P00001,58599b3248c27d75,f0a7feb238841a8c,geometry/58599b3248c27d75.npz,geometry/f0a7feb238841a8c.npz
P00002,04e2002bbc915ee6,4d3e18fbf2fbbbf0,geometry/04e2002bbc915ee6.npz,geometry/4d3e18fbf2fbbbf0.npz
P00003,e02f0c8fc00526d2,9750cafef51db8a9,geometry/e02f0c8fc00526d2.npz,geometry/9750cafef51db8a9.npz
P00004,bf5d5620b275d984,4f150479d80afe3a,geometry/bf5d5620b275d984.npz,geometry/4f150479d80afe3a.npz
P00005,387badc9cbcece14,686da978dc80b6d2,geometry/387badc9cbcece14.npz,geometry/686da978dc80b6d2.npz
P00006,5ef48e8167f8d8ce,580098213ad2f029,geometry/5ef48e8167f8d8ce.npz,geometry/580098213ad2f029.npz
P00007,870302ecb26a64ad,12eee8507601e589,geometry/870302ecb26a64ad.npz,geometry/12eee8507601e589.npz
P00008,bd260c62676b9396,c40e4474e86f2141,geometry/bd260c62676b9396.npz,geometry/c40e4474e86f2141.npz
P00009,524682ac018f3795,5c166e3db584ba85,geometry/524682ac018f3795.npz,geometry/5c166e3db584ba85.npz
P00010,ed20f358b6c03981,f6496fec9868a079,geometry/ed20f358b6c03981.npz,geometry/f6496fec9868a079.npz
P00011,1909d92a90ce513b,42098a693ea9fab9,geometry/1909d92a90ce513b.npz,geometry/42098a693ea9fab9.npz
P00012,5032f419961d0881,5dfd36b7b2b60d05,geometry/5032f419961d0881.npz,geometry/5dfd36b7b2b60d05.npz
P00013,2d412b12c266b98f,f2d88308d92f4b3f,geometry/2d412b12c266b98f.npz,geometry/f2d88308d92f4b3f.npz
P00014,65eb9aa35f99911e,2dd923d599aedee1,geometry/65eb9aa35f99911e.npz,geometry/2dd923d599aedee1.npz
P00015,52c49a948bab1302,4cef33fa18add51d,geometry/52c49a948bab1302.npz,geometry/4cef33fa18add51d.npz
P00016,bd1fd224c5725f1b,7c20febcfeed8bf6,geometry/bd1fd224c5725f1b.npz,geometry/7c20febcfeed8bf6.npz
P00017,6490d213d3c3f1a7,97fd774f1110c2ac,geometry/6490d213d3c3f1a7.npz,geometry/97fd774f1110c2ac.npz
P00018,8d7879efe2512c3f,32b71e92c6db4bff,geometry/8d7879efe2512c3f.npz,geometry/32b71e92c6db4bff.npz
P00019,e8b61a06a98f41b2,1d2e1e18c71d9942,geometry/e8b61a06a98f41b2.npz,geometry/1d2e1e18c71d9942.npz
P00020,ffce1df3e0295db1,bb787a5e1837d609,geometry/ffce1df3e0295db1.npz,geometry/bb787a5e1837d609.npz
P00021,3ebdf22cc6a96b0c,5e0e0c3b432ca3ff,geometry/3ebdf22cc6a96b0c.npz,geometry/5e0e0c3b432ca3ff.npz
P00022,062b26c6b395a136,4000cb9504f45fd3,geometry/062b26c6b395a136.npz,geometry/4000cb9504f45fd3.npz
P00023,25b3ebcae7e48059,8332657a0d22371c,geometry/25b3ebcae7e48059.npz,geometry/8332657a0d22371c.npz
P00024,a5197ec594a3642a,94e3dc8d1f23fdc9,geometry/a5197ec594a3642a.npz,geometry/94e3dc8d1f23fdc9.npz
P00025,3673615ef9d20791,340331b193c52994,geometry/3673615ef9d20791.npz,geometry/340331b193c52994.npz
P00026,50344b1aeba223d0,e060c53acee17d83,geometry/50344b1aeba223d0.npz,geometry/e060c53acee17d83.npz
P00027,cb220ee34ce40451,b69d7879e2d1c515,geometry/cb220ee34ce40451.npz,geometry/b69d7879e2d1c515.npz
P00028,8914248fc724735c,30f413955247ab45,geometry/8914248fc724735c.npz,geometry/30f413955247ab45.npz
P00029,b7669257780e3537,cc1ae677c7f47fd4,geometry/b7669257780e3537.npz,geometry/cc1ae677c7f47fd4.npz
P00030,74752ff697c0c94d,a1993bd529c4425e,geometry/74752ff697c0c94d.npz,geometry/a1993bd529c4425e.npz
P00031,36ec7ced5f570f3c,eab6f3d63e011db1,geometry/36ec7ced5f570f3c.npz,geometry/eab6f3d63e011db1.npz
P00032,bcf41f83ce031818,2c1e720e77e1b619,geometry/bcf41f83ce031818.npz,geometry/2c1e720e77e1b619.npz
P00033,e5869e6c5b4c60b5,db9e70b1dc3c9897,geometry/e5869e6c5b4c60b5.npz,geometry/db9e70b1dc3c9897.npz
P00034,02ef49aa1bf1dc7d,bc87bbd4f9d0c6a6,geometry/02ef49aa1bf1dc7d.npz,geometry/bc87bbd4f9d0c6a6.npz
P00035,d87d42a8eb49cfd3,a2cd646c74a91d70,geometry/d87d42a8eb49cfd3.npz,geometry/a2cd646c74a91d70.npz
P00036,b3349f8ec8992841,16f6218f1f13bbcf,geometry/b3349f8ec8992841.npz,geometry/16f6218f1f13bbcf.npz
P00037,deb9cc9af3893388,97bbd6295a51399b,geometry/deb9cc9af3893388.npz,geometry/97bbd6295a51399b.npz
P00038,816eb36234f6f8ae,60eb6f94c6f7bca1,geometry/816eb36234f6f8ae.npz,geometry/60eb6f94c6f7bca1.npz
P00039,b64ef9f495555ff6,6ab10ff704686c69,geometry/b64ef9f495555ff6.npz,geometry/6ab10ff704686c69.npz
P00040,4e302a6604ac18f9,4d1fb5af85b7920a,geometry/4e302a6604ac18f9.npz,geometry/4d1fb5af85b7920a.npz
P00041,b3a883d919a273c5,641fd717eeec2d65,geometry/b3a883d919a273c5.npz,geometry/641fd717eeec2d65.npz
P00042,dbfd025a5a5e2c9e,c41d53a0714dcc85,geometry/dbfd025a5a5e2c9e.npz,geometry/c41d53a0714dcc85.npz
P00043,886b0fbb264a27d6,737d8bd9375fb787,geometry/886b0fbb264a27d6.npz,geometry/737d8bd9375fb787.npz
P00044,f72571cb7e35f5e4,676c255c796c0327,geometry/f72571cb7e35f5e4.npz,geometry/676c255c796c0327.npz
P00045,d15048fbce1cee94,cdf4c64cad1bf83b,geometry/d15048fbce1cee94.npz,geometry/cdf4c64cad1bf83b.npz
P00046,5028b2f60a662685,5866640d4415f361,geometry/5028b2f60a662685.npz,geometry/5866640d4415f361.npz
P00047,79c986edd67efe84,3090f41850c566dc,geometry/79c986edd67efe84.npz,geometry/3090f41850c566dc.npz
