carrier_id,family,n,poly_r2,c1_A,c2_B,c3_C,c4_D,median_even_quadratic_B,median_odd_linear_A,n_symmetric_pairs
TORUS_T2_3,torus,4,1.0,0.05286613823783718,-0.11158589658685171,-1.3877787807814457e-16,4.048112959886026e-17,-0.11158589658685172,0.052866138237837104,2
TORUS_T2_5,torus,4,1.0,0.09014371327626387,-0.1115847054214333,8.326672684688674e-17,-3.480969167199933e-16,-0.1115847054214335,0.0901437132762639,2
TORUS_T2_7,torus,4,1.0,0.10707151384280343,-0.11154897040723297,4.718447854656915e-16,-2.3120386762845138e-17,-0.11154897040723297,0.10707151384280372,2
TORUS_T2_9,torus,4,1.0,0.13397943519466848,-0.11157110600062237,4.718447854656915e-16,-3.0300716957737037e-16,-0.1115711060006225,0.13397943519466882,2
TRIPLE_GEAR_T3_3,triple_gear,4,1.0,0.054124082165744644,-0.11159115775430083,-1.1102230246251565e-16,-2.104713934198111e-16,-0.11159115775430103,0.05412408216574456,2
TWIST_4_1,twist,4,1.0,0.0582229911939837,-0.09003099136361566,1.4016565685892601e-15,-9.992007221626409e-16,-0.09003099136361627,0.058222991193984594,2
TWIST_5_2,twist,4,1.0,0.11271330558052924,-0.10834096682132427,7.355227538141662e-16,8.720631784079916e-16,-0.1083409668213236,0.11271330558052972,2
TWIST_7_2,twist,4,1.0,-0.13595655395514963,-0.10834096682132274,-1.5265566588595902e-16,-6.128601170281552e-16,-0.10834096682132313,-0.13595655395514972,2
