carrier_id,family,best_beta_total,best_beta_parameter,best_n_threads,best_helix_turns,best_gamma_core,best_log_ratio_active_over_null,best_ratio_active_over_null,discovery_only
TORUS_T2_3,torus,-1.0,-1.0,3,1.0,1.0,-0.1464231079155751,0.8637921485601012,True
TORUS_T2_5,torus,-0.5,-0.5,3,1.0,1.0,0.0047647717570187265,1.0047761413326055,True
TORUS_T2_7,torus,1.0,1.0,3,1.0,1.0,-0.11229300886440657,0.8937823329827146,True
TORUS_T2_9,torus,1.0,1.0,3,1.0,1.0,-0.14307406082493587,0.8666898787511469,True
TRIPLE_GEAR_T3_3,triple_gear,-1.0,-1.0,3,1.0,1.0,-0.022413362518636463,0.9778359507675592,True
TWIST_5_2,twist,-1.0,-1.0,3,1.0,1.0,-0.12257756423791918,0.8846372860654039,True
