knot,parent,file,component,closed,input_points,resampled_points,length_units,rms_radius_units,bbox_x,bbox_y,bbox_z,segment_mean,segment_cv,curvature_mean,curvature_max,writhe_midpoint,note
knot_7.1_final,knot_7.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.1_final.txt,1,True,300,1200,30.726105170816197,1.6520576946547876,3.7684652553632025,4.266423225116346,1.9973960245297013,0.02560508764234683,0.000516264200205539,1.0764932575957273,3.2450626835189484,9.175002336519832,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_7.2_final,knot_7.2_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.2_final.txt,1,True,300,1200,31.950601514318972,1.6460633970316938,3.678044178458494,4.347074557348073,2.9265141369480454,0.026625501261932475,0.0004877415183228803,1.02051762613748,3.4785028153527695,5.686056185915447,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_7.3_final,knot_7.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.3_final.txt,1,True,300,1200,31.987937803887185,1.6674856716426056,3.342592075992491,4.616921229323571,2.9090154294034116,0.026656614836572654,0.000469466878451341,1.0291778881873446,4.13921745292346,-7.432895326068335,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_7.4_final,knot_7.4_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.4_final.txt,1,True,300,1200,32.159735687741076,1.6135141705567495,4.364385122668307,2.9098509774834596,3.3073774009098327,0.02679977973978423,0.0004066177483248271,1.0411359635213318,3.4465763134154814,-5.788791311734402,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_8.17_final,knot_8.17_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_8.17_final.txt,1,True,300,1200,37.46656686827931,1.660749642218834,3.7722527598659648,3.4035588209314307,2.8282164506122385,0.031222139056899422,0.0007111679453717453,1.0103565128109582,3.9139033823445013,-0.013577434707878134,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_8.18_final,knot_8.18_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_8.18_final.txt,1,True,300,1200,37.494307992012175,1.6268527266679274,3.4418100208584548,3.4659702858414683,2.5725763136549684,0.031245256660010146,0.0006165430043868419,1.0244347964448393,3.0692443918305967,0.0011766328581576005,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_8.1_final,knot_8.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_8.1_final.txt,1,True,300,1200,36.871165490473196,1.872062901995977,3.823662574936817,4.724842825031242,2.000796894704039,0.030725971242060997,0.0005720246857708858,1.0232885160922784,3.49750580808527,2.4819265962331802,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_9.1_final,knot_9.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.1_final.txt,1,True,300,1200,40.241127719966784,2.269866520881675,5.246678176153207,5.3065340315930065,1.0237730698934882,0.03353427309997232,0.00042332997842797537,1.1216817176137748,2.695778579382386,11.856184585374912,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_9.2_final,knot_9.2_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.2_final.txt,1,True,300,1200,40.520597204863144,1.926751185083543,4.849303267930013,4.829741569535056,2.067905241322012,0.033767164337385955,0.0007603613680721529,1.0328918326083991,3.5107241638985287,7.054322059855951,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_9.35_final,knot_9.35_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.35_final.txt,1,True,300,1200,40.803922952899555,1.8284131072216492,4.643549078597642,4.86290474881428,3.070126708813679,0.034003269127416295,0.0010614930053648602,1.052772365066379,4.095226230092783,7.109221568322381,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_0.2.1_final,link_0.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_0.2.1_final.txt,1,True,600,1200,24.525915245982183,1.963466715326112,3.0082859461142255,2.8463793368201964,3.008638227040595,0.020438262704985152,0.007832652184406692,0.768989262209185,45.78785048367239,-4.989549399560541e-10,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_0.3.1_final,link_0.3.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_0.3.1_final.txt,1,True,900,1200,36.443227744653086,3.102544961952798,7.725804553967739,3.533530249132565,6.0805561712512946,0.03036935645387757,0.0019652297912345303,0.7291729397263644,50.050829832627514,-0.0014461211299664782,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_2.2.1_final,link_2.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_2.2.1_final.txt,1,True,600,1200,48.9279145360933,3.582912653030981,7.408914459323038,9.20040771232841,4.380230026503019,0.040773262113411084,0.021238191394651527,0.4078866237922327,67.80296154691632,1.542783767099963,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_4.2.1_final,link_4.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_4.2.1_final.txt,1,True,600,1200,27.53996238264255,1.6681102659862173,4.411405777950286,4.011992688352933,1.123597406620077,0.022949968652202123,0.009059019011226854,0.8397179879276299,82.78854275838141,-3.5807083780141764,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_5.2.1_final,link_5.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_5.2.1_final.txt,1,True,600,1200,29.491938693014873,1.588445425017654,4.729264196417159,3.133587549201941,1.2332815854068904,0.024576615577512395,0.016582277063362086,1.109751849377259,104.66162617029566,0.710905175778883,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.2.1_final,link_6.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.2.1_final.txt,1,True,600,1200,34.952411247512146,1.8721054985512577,4.383214514772657,4.271067405371908,1.2509182900196794,0.02912700937292679,0.01241127499790205,0.9698537587581132,57.30039127904625,7.685526716628594,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.3.1_final,link_6.3.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.1_final.txt,1,True,901,1200,40.62924756314668,1.7929171194186893,4.564080728234472,4.117625194852099,1.7020361140622868,0.033857706302622234,0.012371472825839653,1.041004087155978,50.982577871613515,-2.329648023915639,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.3.2_final,link_6.3.2_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.2_final.txt,1,True,899,1200,45.072596730272124,1.7804434133830374,4.685683245157966,4.639601298652581,1.3931564256811262,0.03756049727522677,0.01043928920109073,0.8405646207840777,29.687946258645198,0.16581050430033017,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.3.3_final,link_6.3.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.3_final.txt,1,True,899,1200,33.42025849971276,1.5634137873873084,4.093167376993263,3.9821377705914545,2.010768628744203,0.0278502154164273,0.02396843005167777,1.0089173632788826,95.43923200171437,1.356106579999127,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_7.2.5_final,link_7.2.5_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.5_final.txt,1,True,600,1200,43.13105679332988,1.8097215383376803,4.937993457590389,4.64571808164742,2.228493364338645,0.0359425473277749,0.005252961754040099,0.9007939885754345,37.42901785571138,7.472096032589436,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_7.2.6_final,link_7.2.6_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.6_final.txt,1,True,600,1200,54.13759464967474,2.4707622770425686,6.828798647599825,6.452772426657642,1.9918111427241212,0.04511466220806228,0.01046821790150074,0.6275995321031534,39.8876939087573,-0.02038007290440259,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_7.2.8_final,link_7.2.8_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.8_final.txt,1,True,600,1200,39.158503526733156,1.6331151224885612,4.634350241779531,3.575308907506493,2.734805351220289,0.03263208627227763,0.0066579877702998905,0.7837580449150492,40.21114388368968,3.9248799317415806,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_8.2.1_final,link_8.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_8.2.1_final.txt,1,True,600,1200,41.01294267051776,2.3365867648386245,5.8411642072907854,5.3350337430872345,1.6654442312728217,0.03417745222543147,0.011865548077686777,1.0157860590226722,40.05736454314644,-5.689397351231344,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_9.2.20_final,link_9.2.20_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_9.2.20_final.txt,1,True,600,1200,51.610071424142376,2.4601612355477456,6.11173704920196,6.179697662961861,1.9322629888606637,0.04300839285345198,0.019569529360719602,0.782598954329373,51.266701589609056,7.924281955414205,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_9.2.40_final,link_9.2.40_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_9.2.40_final.txt,1,True,600,1200,53.19143294751552,2.4221602917515357,6.1505647640138275,5.934940405874513,1.5592378534773088,0.0443261941229296,0.015168778696043557,0.750463793712605,50.66238269199557,-8.652825190189954,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.11_final,torus_2.11_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.11_final.txt,1,True,300,1200,48.49513667408441,2.652271898284495,6.070105996431121,6.123710739743444,1.0331502181271706,0.04041261389507034,0.0012256494379320434,1.1286990972972395,2.7003072429204176,-14.645898396377833,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.3_final,torus_2.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.3_final.txt,1,True,300,1200,16.376451029908264,1.2388582550796807,2.7818078104392603,2.959338298226988,1.035618111414022,0.013647042524923552,7.135454370602232e-05,1.065135554526064,3.6581417649248666,-3.4157971993928866,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.4_final,torus_2.4_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.4_final.txt,1,True,600,1200,25.0617047212682,1.3733536414161434,3.4966760209068006,3.496638367610175,1.0041608128182546,0.020884753934390165,0.014192358718034702,1.139164860992708,88.61346189718866,-5.312117917421163,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.5_final,torus_2.5_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.5_final.txt,1,True,300,1200,24.104280940103635,1.5491390422910176,3.6140266131357635,3.7239326449037864,1.00098719177847,0.020086900783419695,0.0004191309958442388,1.10007339618441,3.3519113308411796,-6.253534126492556,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.6_final,torus_2.6_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.6_final.txt,1,True,600,1200,32.1533940071332,1.7303489772869474,4.207671955875377,3.828202363457227,1.003946456671538,0.026794495005944333,0.012100854878329976,1.1654422637579231,68.7378693431708,-8.299146319288536,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.7_final,torus_2.7_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.7_final.txt,1,True,300,1200,32.09194360486432,1.8976096864757366,4.427162282426878,4.505502878554435,1.0104692706940432,0.026743286337386932,0.00019133438626778664,1.1148739968202779,2.878046103637077,-9.067281390308812,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.8_final,torus_2.8_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.8_final.txt,1,True,600,1200,39.78555201769689,2.097267866258571,4.973477030128674,4.973270345922732,1.0135740078201394,0.03315462668141407,0.004165277365765641,1.1653320705061208,39.84007229063596,-11.277274790597344,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.9_final,torus_2.9_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.9_final.txt,1,True,300,1200,40.24082097025239,2.2698101552332233,5.246709633782826,5.306507790172496,1.0234122629181341,0.03353401747521033,0.00041902800981600863,1.1217242707997146,2.697136690176838,-11.856319693284863,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_3.3_final,torus_3.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.3_final.txt,1,True,900,1200,34.003916314044574,1.3457778917012277,3.178029819943742,3.2769050467044782,1.5034553900073457,0.02833659692837048,0.007077702323321722,0.8820000593016243,22.035334012244142,-9.84335257094153,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_3.6_final,torus_3.6_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.6_final.txt,1,True,900,1200,50.4810770286972,1.8599132911962337,4.402999112321936,4.29207713268284,1.561338686323221,0.042067564190581,0.0047034058138343,0.8613076315004554,27.74821576024992,-10.864736327425312,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_3.9_final,torus_3.9_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.9_final.txt,1,True,900,1200,62.19340525104225,2.0972050598977017,5.304862016675502,5.15766662908748,2.2213200310711274,0.05182783770920187,0.008730382022069366,0.9173978523558529,31.3843104992098,-18.786079059329875,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_6.15_final,torus_6.15_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.15_final.txt,1,True,900,1200,157.00357701337154,3.3588282380999903,8.57631150278991,8.630489028839076,2.774584204814803,0.1308363141778096,0.0030375839340594274,0.47299675913566586,9.513506932107415,-79.68508762913446,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_6.21_final,torus_6.21_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.21_final.txt,1,True,900,1200,230.10389430633518,4.886160764500471,11.695418846766383,11.7572042782535,2.487058761025042,0.19175324525527931,0.004175876697785946,0.4063061409006,7.6793949026762585,-107.56773927962672,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_6.9_final,torus_6.9_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.9_final.txt,1,True,900,1200,118.21139715415802,2.7739388871225765,6.745105468922102,6.714100879327118,2.9239558951386426,0.09850949762846502,0.014171564061177306,0.45505059068297044,20.3486897939719,-43.70177101623287,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
