knot,mode_id,family,m,phase,polarization,roughness_lambda_per_R2,retained_norm_fraction,omega_rad_s,gap_eV,status
knot_5.2_final,kelvin_m07_B_sin,kelvin,7,sin,B,14.810885394238014,0.894521996649248,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m08_N_cos,kelvin,8,cos,N,13.295616547662284,0.9688480659304007,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m08_B_cos,kelvin,8,cos,B,12.319710406026232,0.9840865481442943,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m08_N_sin,kelvin,8,sin,N,13.641017267775657,0.9680409735674943,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m08_B_sin,kelvin,8,sin,B,12.40820899450894,0.9668442147044063,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m09_N_cos,kelvin,9,cos,N,29.771569215279026,0.8163342223811045,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m09_B_cos,kelvin,9,cos,B,17.078187458738242,0.9534325498129926,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m09_N_sin,kelvin,9,sin,N,14.745068207758607,0.9937995405749168,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m09_B_sin,kelvin,9,sin,B,15.107641356345562,0.9722508785619,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m10_N_cos,kelvin,10,cos,N,17.77949489273048,0.9964000858978268,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m10_B_cos,kelvin,10,cos,B,30.89122152898693,0.8709879792906974,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m10_N_sin,kelvin,10,sin,N,18.563117010483115,0.9865559164945806,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m10_B_sin,kelvin,10,sin,B,18.331389707246796,0.9852302340439192,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m11_N_cos,kelvin,11,cos,N,25.07268420109585,0.9636007400847049,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m11_B_cos,kelvin,11,cos,B,22.273028057840158,0.9751640592736276,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m11_N_sin,kelvin,11,sin,N,20.744980671693433,0.9926009016820889,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m11_B_sin,kelvin,11,sin,B,21.8435157947019,0.9813721578536048,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m12_N_cos,kelvin,12,cos,N,24.287556401147455,0.9952570094001403,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m12_B_cos,kelvin,12,cos,B,24.729908648722866,0.9831826318449315,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m12_N_sin,kelvin,12,sin,N,24.567091021506968,0.9908569677951286,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m12_B_sin,kelvin,12,sin,B,25.44554042695396,0.9828547087140602,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m13_N_cos,kelvin,13,cos,N,27.98465285018461,0.9969421884445467,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m13_B_cos,kelvin,13,cos,B,27.071149198021107,0.998489170675401,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m13_N_sin,kelvin,13,sin,N,37.88664723525124,0.9305110362616276,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m13_B_sin,kelvin,13,sin,B,33.74732075448764,0.9532451816628211,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m14_N_cos,kelvin,14,cos,N,32.23400469464284,0.9941812183831925,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m14_B_cos,kelvin,14,cos,B,31.27969468184621,0.9984219885541752,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m14_N_sin,kelvin,14,sin,N,32.624037869752456,0.9938169888644949,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m14_B_sin,kelvin,14,sin,B,39.853564979196975,0.948973621002142,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m15_N_cos,kelvin,15,cos,N,36.3531770217317,0.9966841206081839,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m15_B_cos,kelvin,15,cos,B,35.711006376839975,0.992911720316125,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m15_N_sin,kelvin,15,sin,N,36.21854285763276,0.996167344453028,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m15_B_sin,kelvin,15,sin,B,35.88888681631828,0.9958065312646331,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m16_N_cos,kelvin,16,cos,N,45.525506940502474,0.970899760292767,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m16_B_cos,kelvin,16,cos,B,43.96519129193137,0.9785498272114916,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m16_N_sin,kelvin,16,sin,N,43.85255566789427,0.9839957577518725,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_5.2_final,kelvin_m16_B_sin,kelvin,16,sin,B,39.707249890243595,0.9975621727935091,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,4.435115427149909,0.823137302728686,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,3.5100157584597396,0.8353734150670202,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,4.0023209421648565,0.9616279445161476,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,4.799857356981941,0.6890597711294423,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,4.80371538538068,0.8357356162006048,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,3.659758461651201,0.7860398628467623,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,3.9917250383716545,0.9193490237197118,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,4.418652511772479,0.8350866221558384,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,5.588265945323346,0.7564192539040692,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,4.482183727315948,0.8107916376371154,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,4.700565841974128,0.9118831282947383,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,5.571717721702104,0.7024568496381537,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,6.599629970704014,0.7299290059045184,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,6.552228147918198,0.7441665939639126,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,10.729304779817896,0.5982441796992904,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,9.915522828666367,0.4818351379794539,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,9.138428470943369,0.7852925360371662,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,7.566107774436462,0.8803013928382744,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,7.263061488051929,0.8653166249875439,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,8.433191344711869,0.798621514451532,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,11.850024094046182,0.7931674679442019,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,8.77690421255292,0.8392671877434622,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,8.900823485644763,0.9021200326273572,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,9.955249839320919,0.8214219067161114,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m07_N_cos,kelvin,7,cos,N,11.798322909011171,0.8872332674652805,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m07_B_cos,kelvin,7,cos,B,9.832011712992015,0.9569740382529309,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m07_N_sin,kelvin,7,sin,N,15.594625284728062,0.7870692401094408,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m07_B_sin,kelvin,7,sin,B,11.43206051877336,0.8779670918463375,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m08_N_cos,kelvin,8,cos,N,15.60695702543517,0.8482320353896163,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m08_B_cos,kelvin,8,cos,B,12.27754789397952,0.9629614262992618,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m08_N_sin,kelvin,8,sin,N,12.501748417525606,0.9759315142920795,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m08_B_sin,kelvin,8,sin,B,12.42991278528807,0.9148318735128836,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m09_N_cos,kelvin,9,cos,N,13.830328905016328,0.9833915220773296,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m09_B_cos,kelvin,9,cos,B,15.510902748229464,0.9239095381955185,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m09_N_sin,kelvin,9,sin,N,17.238781097123493,0.9187931513012972,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m09_B_sin,kelvin,9,sin,B,14.305777134218712,0.9568225409114897,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m10_N_cos,kelvin,10,cos,N,18.161049339518538,0.9542527644194685,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m10_B_cos,kelvin,10,cos,B,15.517734066159335,0.984700434547736,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m10_N_sin,kelvin,10,sin,N,16.589471589136906,0.9892689141098032,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m10_B_sin,kelvin,10,sin,B,20.673471842615317,0.9086867395999703,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m11_N_cos,kelvin,11,cos,N,19.127705193035823,0.9885279133454519,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m11_B_cos,kelvin,11,cos,B,19.48588639493469,0.9766087848579831,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m11_N_sin,kelvin,11,sin,N,18.96154891302789,0.991436644433433,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m11_B_sin,kelvin,11,sin,B,19.733002396391473,0.9604190351913349,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m12_N_cos,kelvin,12,cos,N,23.411610477379178,0.9743816011184845,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m12_B_cos,kelvin,12,cos,B,21.4745647008139,0.9823267866642035,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m12_N_sin,kelvin,12,sin,N,22.009964252875715,0.9803126938706619,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m12_B_sin,kelvin,12,sin,B,21.077419942912737,0.9972881552168056,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m13_N_cos,kelvin,13,cos,N,25.64702738155827,0.9935579026081779,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m13_B_cos,kelvin,13,cos,B,24.551359542983352,0.9865003130558095,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m13_N_sin,kelvin,13,sin,N,26.42524856808112,0.9823107073738759,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m13_B_sin,kelvin,13,sin,B,25.44210534487644,0.982414610566915,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m14_N_cos,kelvin,14,cos,N,29.024091524131517,0.9913184887005015,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m14_B_cos,kelvin,14,cos,B,27.941212487473287,0.9967646290614557,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m14_N_sin,kelvin,14,sin,N,28.72952588265379,0.9936048222289233,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m14_B_sin,kelvin,14,sin,B,28.514634287560586,0.9843503738808602,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m15_N_cos,kelvin,15,cos,N,32.829645364818674,0.9954439955690464,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m15_B_cos,kelvin,15,cos,B,31.758786421931863,0.9969965779968123,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m15_N_sin,kelvin,15,sin,N,32.85628102411089,0.9885258415659337,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m15_B_sin,kelvin,15,sin,B,31.784474620741715,0.9935196259983338,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m16_N_cos,kelvin,16,cos,N,37.26764119657292,0.9847341789642545,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m16_B_cos,kelvin,16,cos,B,35.63525897550798,0.9975957273594634,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m16_N_sin,kelvin,16,sin,N,36.66849984143164,0.9987840153102693,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m16_B_sin,kelvin,16,sin,B,36.187194031507076,0.9893571882488313,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_N_cos,kelvin,1,cos,N,3.848701790523743,0.83817866545694,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_B_cos,kelvin,1,cos,B,3.3831008635520115,0.8900624436435527,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_N_sin,kelvin,1,sin,N,4.351805662776898,0.7289181713106972,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_B_sin,kelvin,1,sin,B,4.985118791857796,0.6449983007074589,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_N_cos,kelvin,2,cos,N,4.2611274915329,0.804114072535384,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_B_cos,kelvin,2,cos,B,3.775546609267574,0.8649964963099125,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_N_sin,kelvin,2,sin,N,3.305555749785915,0.8835007628853252,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_B_sin,kelvin,2,sin,B,4.29609847691626,0.7828059299501157,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_N_cos,kelvin,3,cos,N,4.080290910977946,0.8661386719540249,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_B_cos,kelvin,3,cos,B,6.431387508140644,0.586120075623115,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_N_sin,kelvin,3,sin,N,6.70752272057646,0.7274521154142256,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.881147479510073,0.9040628341983606,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_N_cos,kelvin,4,cos,N,5.061512523129447,0.820715509457296,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_B_cos,kelvin,4,cos,B,7.732162139583213,0.6295905409753797,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_N_sin,kelvin,4,sin,N,7.1676739662528455,0.5812805537766599,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_B_sin,kelvin,4,sin,B,8.083664523395282,0.6296137975953494,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_N_cos,kelvin,5,cos,N,9.199370172707026,0.5947703258656463,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_B_cos,kelvin,5,cos,B,6.195711709363257,0.9068873895014833,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_N_sin,kelvin,5,sin,N,8.852615250256466,0.818935692514449,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_B_sin,kelvin,5,sin,B,9.353802111133607,0.6820484745401567,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_N_cos,kelvin,6,cos,N,10.891411098936466,0.8096837088802437,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_B_cos,kelvin,6,cos,B,8.753254404300526,0.7958898113084857,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_N_sin,kelvin,6,sin,N,9.513373393756305,0.8450506062949548,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_B_sin,kelvin,6,sin,B,8.236106733523156,0.8986530005009904,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m07_N_cos,kelvin,7,cos,N,8.499019555519608,0.9402323632353738,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m07_B_cos,kelvin,7,cos,B,11.643947982291497,0.8650262545967763,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m07_N_sin,kelvin,7,sin,N,9.114120515428592,0.9452731070674422,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m07_B_sin,kelvin,7,sin,B,10.63389873942107,0.913024162910541,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m08_N_cos,kelvin,8,cos,N,10.339960598875367,0.9608370787739112,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m08_B_cos,kelvin,8,cos,B,10.470209819771085,0.9084106649261057,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m08_N_sin,kelvin,8,sin,N,11.555726366648704,0.914664572414472,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m08_B_sin,kelvin,8,sin,B,9.679191673634268,0.971357626915153,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m09_N_cos,kelvin,9,cos,N,13.7971463216508,0.9240049488917118,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m09_B_cos,kelvin,9,cos,B,11.538882543379147,0.9813023164129664,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m09_N_sin,kelvin,9,sin,N,12.121972801023512,0.9590100244796078,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m09_B_sin,kelvin,9,sin,B,11.747600055402842,0.9889081454298962,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m10_N_cos,kelvin,10,cos,N,13.454418804245575,0.9850066730859909,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m10_B_cos,kelvin,10,cos,B,13.804030161129408,0.9895520454909497,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m10_N_sin,kelvin,10,sin,N,13.665148949503932,0.9870195975782416,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m10_B_sin,kelvin,10,sin,B,14.732609420094033,0.9530970299091572,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m11_N_cos,kelvin,11,cos,N,17.469394942070732,0.9506160313108748,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m11_B_cos,kelvin,11,cos,B,16.662653466935307,0.97128198610003,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m11_N_sin,kelvin,11,sin,N,15.728872655774444,0.9947300198149579,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m11_B_sin,kelvin,11,sin,B,17.075194144245916,0.9650009104336464,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m12_N_cos,kelvin,12,cos,N,18.5701413597286,0.9932900465753386,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m12_B_cos,kelvin,12,cos,B,18.818119164865276,0.9865864850754321,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m12_N_sin,kelvin,12,sin,N,18.642541470286137,0.9866232545074857,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m12_B_sin,kelvin,12,sin,B,18.438957730284677,0.9933226551127312,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m13_N_cos,kelvin,13,cos,N,21.22016976422125,0.99694035615919,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m13_B_cos,kelvin,13,cos,B,21.642878065906416,0.9874232501603786,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m13_N_sin,kelvin,13,sin,N,21.866340522836555,0.9684660153943794,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m13_B_sin,kelvin,13,sin,B,21.103143456595227,0.9952272543675394,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m14_N_cos,kelvin,14,cos,N,24.32840657968872,0.9886980232519008,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m14_B_cos,kelvin,14,cos,B,24.471656204055847,0.9834732780388856,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m14_N_sin,kelvin,14,sin,N,24.94280537796547,0.9727521751715286,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m14_B_sin,kelvin,14,sin,B,24.22698229557135,0.9940260811443458,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m15_N_cos,kelvin,15,cos,N,27.332895598162906,0.9950923803186255,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m15_B_cos,kelvin,15,cos,B,27.70992559555234,0.9856768278166425,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m15_N_sin,kelvin,15,sin,N,27.122986775225886,0.9948744571514893,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m15_B_sin,kelvin,15,sin,B,27.314989159019376,0.9950717144286543,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m16_N_cos,kelvin,16,cos,N,30.60180832327734,0.9975590864171,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m16_B_cos,kelvin,16,cos,B,30.861308958473238,0.995358415272459,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m16_N_sin,kelvin,16,sin,N,30.691582666639967,0.996949802493597,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m16_B_sin,kelvin,16,sin,B,30.647761708435205,0.9983340252522993,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_N_cos,kelvin,1,cos,N,3.0581320404809276,0.9275179230984437,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.7057769724255634,0.8307587024710263,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_N_sin,kelvin,1,sin,N,3.395050417062405,0.8830415120460458,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.784260548110186,0.8262583982435999,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m02_N_cos,kelvin,2,cos,N,3.449836119460875,0.8737629980032552,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.353523073918236,0.8781317985812562,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m02_N_sin,kelvin,2,sin,N,3.501967983273447,0.8615750722884868,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
