knot_target,knot_source,orientation_deg,impact_parameter_R,separation_R,core_radius_R,gamma_proxy,velocity_rms_proxy,shape_velocity_rms_proxy,translation_fraction,rotation_fraction,shape_fraction,mode_capture_fraction,dominant_mode_id,dominant_mode_fraction,writhe_directional_response_per_Rrms,min_segment_distance_R,interpretation
knot_10.1_final,knot_10.1_final,0.0,0.0,4.0,0.05,1.0,0.005464330163621742,0.0035924397583042634,0.5545674061828009,0.013212330213340213,0.4322202636038588,0.6239184493602137,kelvin_m01_N_cos,0.05607108268247365,-0.5353549884290487,1.5493888554432764,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,0.0,0.35,3.0,0.05,1.0,0.022690999082257687,0.019310610530422236,0.26682515958733344,0.008931062024238958,0.7242437783884276,0.73989805232152,kelvin_m01_N_cos,0.13174528157993193,-0.15213495565991053,0.6048504797115716,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,0.0,0.35,4.0,0.05,1.0,0.0052853368706379834,0.0033117502469484756,0.5941577646489173,0.01322459501893871,0.3926176403321429,0.6863387155683652,kelvin_m01_N_cos,0.09224702058660841,-0.4527252396124837,1.6012735206863267,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,45.0,0.0,3.0,0.05,1.0,0.017556554922688827,0.015054754575217367,0.24714089997076086,0.017551997341484393,0.7353071026877548,0.6282747938541124,kelvin_m04_N_cos,0.07268146983096362,-0.36920062693290845,0.5543512819080436,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,45.0,0.0,4.0,0.05,1.0,0.004030649928675428,0.002628609480458275,0.573196595849173,0.001496944222035864,0.42530645992879135,0.659478958705455,kelvin_m04_N_cos,0.0846718936869888,-0.17272567458537225,1.4878864903464133,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,45.0,0.35,3.0,0.05,1.0,0.018489175325422057,0.016249019744200354,0.21490903726448318,0.012731891984694202,0.772359070750823,0.7611950959853258,kelvin_m04_N_cos,0.10730771109508364,-0.260746491989039,0.4754761499588437,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,45.0,0.35,4.0,0.05,1.0,0.003961190511803346,0.0026929404357356494,0.5356409685949692,0.00218872994846696,0.46217030145656457,0.6418378510787038,kelvin_m04_N_cos,0.09390523240512325,-0.2702225301254302,1.4543312065187108,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,90.0,0.0,3.0,0.05,1.0,0.01660684549351425,0.011808615501046808,0.4930746767343636,0.0013059878867851466,0.5056193353788506,0.6737171719430393,kelvin_m01_N_cos,0.08930227792483227,0.5391346728700341,0.7692346128685161,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,90.0,0.0,4.0,0.05,1.0,0.005727472974467688,0.0031429769470164228,0.6987685945892682,9.983158307399942e-05,0.3011315738276581,0.6592345197741801,kelvin_m01_N_cos,0.07172493510190263,0.6242568710668195,1.745070558393868,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_10.1_final,knot_10.1_final,90.0,0.35,3.0,0.05,1.0,0.014746098798682451,0.010114111174420903,0.5244500420662535,0.0051132875541305255,0.4704366703796164,0.6414559763757243,kelvin_m05_B_sin,0.05547047188954745,0.505521523779251,0.9066309476119946,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
