group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-5.492047244778665e+19,-0.1414848773519135,-4096.0,-1.0552022439071224e-17,11,-0.999428913032
1,1,1,oscillatory,1,5.492047244778665e+19,0.1414848773519135,-4096.0,-1.0552022439071224e-17,-11,0.999428913032
2,2,2;4,oscillatory,-1,-5.310752988468035e+19,-0.13681441577802556,-4608.0,-1.1871025243955128e-17,-11;11,-0.999365272556;-0.999365272556
3,2,3;5,oscillatory,1,5.310752988468035e+19,0.13681441577802556,-4608.0,-1.1871025243955128e-17,-11;11,0.999365272556;0.999365272556
4,2,6;8,oscillatory,-1,-4.789986772575129e+19,-0.12339855446061307,2048.0,5.276011219535612e-18,-10,-0.999132937078;-0.999132937078
5,2,7;9,oscillatory,1,4.789986772575129e+19,0.12339855446061307,2048.0,5.276011219535612e-18,10,0.999132937078;0.999132937078
6,2,10;12,oscillatory,-1,-3.99593433107351e+19,-0.102942355289411,-1024.0,-2.638005609767806e-18,-9;9,-0.998556773824;-0.998556773824
7,2,11;13,oscillatory,1,3.99593433107351e+19,0.102942355289411,-1024.0,-2.638005609767806e-18,-9;9,0.998556773824;0.998556773824
8,2,14;16,oscillatory,-1,-3.0286411737704767e+19,-0.07802316803105734,-1536.0,-3.957008414651709e-18,-8,-0.997059709378;-0.997059709378
9,2,15;17,oscillatory,1,3.0286411737704767e+19,0.07802316803105734,-1536.0,-3.957008414651709e-18,8,0.997059709378;0.997059709378
10,2,18;20,oscillatory,-1,-2.0073732222948377e+19,-0.05171349434874472,-768.0,-1.9785042073258546e-18,-7,-0.9923274736;-0.9923274736
11,2,19;21,oscillatory,1,2.0073732222948377e+19,0.05171349434874472,-768.0,-1.9785042073258546e-18,7,0.9923274736;0.9923274736
12,2,22;24,oscillatory,-1,-1.0494680167641793e+19,-0.027036157377888663,-896.0,-2.3082549085468305e-18,-6,-0.969836302302;-0.969836302302
13,2,23;25,oscillatory,1,1.0494680167641793e+19,0.027036157377888663,-896.0,-2.3082549085468305e-18,6,0.969836302302;0.969836302302
14,1,26,oscillatory,-1,-73037996283.98178,-1.8815883195639075e-10,287.2815900625306,7.400883263359092e-19,0,-4.88929679245e-08
15,1,27,oscillatory,1,73037996283.98178,1.8815883195639075e-10,287.2815900625306,7.400883263359092e-19,0,4.88929679245e-08
16,2,28;29,real_dominant,-1,-0.0,-0.0,-2.062398789247552e+18,-0.005313105054309935,-5;5,-3.69999756988e-16;3.73204910461e-16
17,2,30;31,real_dominant,-1,-0.0,-0.0,-1.7879001809950464e+18,-0.004605947956220516,0,-9.68944948101e-17;9.68944948101e-17
18,2,32;34,oscillatory,-1,-2.814569707432787e+18,-0.007250830739541235,712.0,1.834238275541678e-18,2;4,0.736914800319;0.736914800319
19,2,33;35,oscillatory,1,2.814569707432787e+18,0.007250830739541235,712.0,1.834238275541678e-18,-4;-2,-0.736914800319;-0.736914800319
20,2,36;37,real_dominant,1,-0.0,-0.0,2.0623987892475546e+18,0.005313105054309942,-5;3,-7.4127525657e-16;7.53328285562e-16
21,2,38;39,real_dominant,1,-0.0,-0.0,1.7879001809950495e+18,0.004605947956220524,0,-3.23189526623e-16;3.28380822625e-16
22,2,40;42,oscillatory,-1,-2.2785212375532396e+18,-0.005869874811172393,-728.0,-1.8754571131943e-18,-3,0.692577426757;0.692577426757
23,2,41;43,oscillatory,1,2.2785212375532396e+18,0.005869874811172393,-728.0,-1.8754571131943e-18,1;3,-0.692577426757;-0.692577426757
24,2,44;46,oscillatory,-1,-1.7862571795029345e+18,-0.004601715292985118,152.0,3.9157895769990873e-19,-5,-0.550467027878;-0.550467027878
25,2,45;47,oscillatory,1,1.7862571795029345e+18,0.004601715292985118,152.0,3.9157895769990873e-19,5,0.550467027878;0.550467027878
