group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
23,2,43;45,oscillatory,1,1.731672854850486e+20,0.44610963919709123,-2048.0,-5.276011219535612e-18,-16;16,0.999871805154;0.999871805154
24,2,46;48,oscillatory,-1,-1.5305159438885578e+20,-0.39428805134932465,-1023.9999999999995,-2.638005609767805e-18,-15;16,-0.999830999555;-0.999830999555
25,2,47;49,oscillatory,1,1.5305159438885578e+20,0.39428805134932465,-1023.9999999999995,-2.638005609767805e-18,-16;15,0.999830999555;0.999830999555
26,2,50;52,oscillatory,-1,-1.327597419109433e+20,-0.3420126405394478,-1024.0,-2.638005609767806e-18,-16;16,-0.999769035333;-0.999769035333
27,2,51;53,oscillatory,1,1.327597419109433e+20,0.3420126405394478,-1024.0,-2.638005609767806e-18,-16;16,0.999769035333;0.999769035333
28,2,54;56,oscillatory,-1,-1.1261423650342244e+20,-0.290114245738034,3808.0,9.81008336132403e-18,-16;16,-0.999670659749;-0.999670659749
29,2,55;57,oscillatory,1,1.1261423650342244e+20,0.290114245738034,3808.0,9.81008336132403e-18,-16;16,0.999670659749;0.999670659749
30,2,58;60,oscillatory,-1,-9.29356558331485e+19,-0.23941873187040616,-4096.0,-1.0552022439071224e-17,-16;16,-0.999505301286;-0.999505301286
31,2,59;61,oscillatory,1,9.29356558331485e+19,0.23941873187040616,-4096.0,-1.0552022439071224e-17,-16;16,0.999505301286;0.999505301286
32,2,62;64,oscillatory,-1,-7.40364133507037e+19,-0.19073093139281685,2176.0,5.6057619207565885e-18,-16,-0.999205530166;-0.999205530166
33,2,63;65,oscillatory,1,7.40364133507037e+19,0.19073093139281685,2176.0,5.6057619207565885e-18,16,0.999205530166;0.999205530166
34,2,66;68,oscillatory,-1,-5.621377232114007e+19,-0.14481664719665796,-7168.0,-1.8466039268374644e-17,15,-0.998601883293;-0.998601883293
35,2,67;69,oscillatory,1,5.621377232114007e+19,0.14481664719665796,-7168.0,-1.8466039268374644e-17,-15,0.998601883293;0.998601883293
36,2,70;72,oscillatory,-1,-3.974103447555038e+19,-0.10237995301218523,-9632.0,-2.4813740266878428e-17,-14,-0.997179016665;-0.997179016665
37,2,71;73,oscillatory,1,3.974103447555038e+19,0.10237995301218523,-9632.0,-2.4813740266878428e-17,14,0.997179016665;0.997179016665
38,2,74;76,oscillatory,-1,-2.4851532538351874e+19,-0.06402195531982365,-6880.0,-1.7724100190627448e-17,-13;13,-0.992796564131;-0.992796564131
39,2,75;77,oscillatory,1,2.4851532538351874e+19,0.06402195531982365,-6880.0,-1.7724100190627448e-17,-13;13,0.992796564131;0.992796564131
40,2,78;80,oscillatory,-1,-2.067930483641341e+19,-0.0532735568013253,10496.0,2.7039557500120015e-17,-6;6,0.99121113827;0.99121113827
41,2,79;81,oscillatory,1,2.067930483641341e+19,0.0532735568013253,10496.0,2.7039557500120015e-17,-6;6,-0.99121113827;-0.99121113827
42,2,82;84,oscillatory,-1,-2.059982759710693e+19,-0.05306880933732202,2560.0,6.595014024419516e-18,-7,0.99069517292;0.99069517292
43,2,83;85,oscillatory,1,2.059982759710693e+19,0.05306880933732202,2560.0,6.595014024419516e-18,7,-0.99069517292;-0.99069517292
44,2,86;88,oscillatory,-1,-1.8887982564104348e+19,-0.048658792930960724,1024.0,2.638005609767806e-18,-5;5,0.990109610445;0.990109610445
45,2,87;89,oscillatory,1,1.8887982564104348e+19,0.048658792930960724,1024.0,2.638005609767806e-18,-5;5,-0.990109610445;-0.990109610445
46,2,90;92,oscillatory,-1,-1.8429434252497258e+19,-0.047477491155209696,-3072.0,-7.914016829303418e-18,-8;8,0.987949973239;0.987949973239
47,2,91;93,oscillatory,1,1.8429434252497258e+19,0.047477491155209696,-3072.0,-7.914016829303418e-18,-8;8,-0.987949973239;-0.987949973239
48,2,94;96,oscillatory,-1,-1.553663819531108e+19,-0.04002513546500332,4736.0,1.2200775945176104e-17,-4;4,0.986510366858;0.986510366858
49,2,95;97,oscillatory,1,1.553663819531108e+19,0.04002513546500332,4736.0,1.2200775945176104e-17,-4;4,-0.986510366858;-0.986510366858
50,2,98;108,oscillatory,-1,-1.166900680198335e+19,-0.03006143105864333,-3776.0000000000437,-9.727645686018898e-18,-12;12,-0.968547506983;-0.968547506983
51,2,99;109,oscillatory,1,1.166900680198335e+19,0.03006143105864333,-3776.0000000000437,-9.727645686018898e-18,-12;12,0.968547506983;0.968547506983
52,2,100;102,oscillatory,-1,-1.4014262117671449e+19,-0.03610322469059935,10752.0,2.7699058902561966e-17,-9;9,0.978806944583;0.978806944583
53,2,101;103,oscillatory,1,1.4014262117671449e+19,0.03610322469059935,10752.0,2.7699058902561966e-17,-9;9,-0.978806944583;-0.978806944583
54,2,104;105,real_dominant,1,-0.0,-0.0,2.7839297965810084e+18,0.007171896895098093,-11,-4.19840455371e-15;4.19840455371e-15
55,2,106;107,real_dominant,-1,-0.0,-0.0,-2.7839297965810084e+18,-0.007171896895098093,-11,-2.57883145627e-15;2.57883145627e-15
56,2,110;112,oscillatory,-1,-7.14195740812323e+18,-0.018398948932960766,3120.0,8.037673342261285e-18,-9;9,0.923569786291;0.923569786291
57,2,111;113,oscillatory,1,7.14195740812323e+18,0.018398948932960766,3120.0,8.037673342261285e-18,-9;9,-0.923569786291;-0.923569786291
58,2,114;122,real_dominant,1,-0.0,-0.0,1.3001381612852577e+18,0.0033493864872497173,0,-5.44516866648e-16;5.44516866648e-16
59,1,115,real_dominant,1,-0.0,-0.0,164320897331.73022,4.2331977437810946e-10,0,0
60,2,116;118,oscillatory,-1,-5.913278763920281e+18,-0.015233654835295448,-2402.0,-6.187978002599873e-18,-1;1,0.930933894879;0.930933894879
61,2,117;119,oscillatory,1,5.913278763920281e+18,0.015233654835295448,-2402.0,-6.187978002599873e-18,-1;1,-0.930933894879;-0.930933894879
62,2,120;121,real_dominant,-1,-0.0,-0.0,-1.3001381612852736e+18,-0.0033493864872497585,0,-2.34520612769e-15;2.34520612769e-15
63,1,123,real_dominant,-1,-0.0,-0.0,-164320888368.046,-4.233197512860691e-10,0,0
64,2,124;126,oscillatory,-1,-1.1041296941635895e+19,-0.028444339131980093,2688.0,6.9247647256404916e-18,-3;3,0.97602889751;0.97602889751
65,2,125;127,oscillatory,1,1.1041296941635895e+19,0.028444339131980093,2688.0,6.9247647256404916e-18,-3;3,-0.97602889751;-0.97602889751
