low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
21,33,2,2,38;39,62;63,0,0,-0.0,-0.0,0.0,0.004605947956220524,0.004442453195242626,0.00016349476097789802,0.9986859246206472,0.9986859246206466,-3.23189526623e-16;3.28380822625e-16,-1.35875246352e-16;1.35875246352e-16,1.9250557627318122e-16,real_dominant,real_dominant,True,True
17,31,2,2,30;31,58;59,0,0,-0.0,-0.0,0.0,-0.004605947956220516,-0.004442453195242632,0.00016349476097788414,0.998685924620647,0.9986859246206468,-9.68944948101e-17;9.68944948101e-17,-9.47003590237e-16;9.13016614603e-16,8.501090954273462e-16,real_dominant,real_dominant,True,True
22,26,2,2,40;42,48;50,-3,-3;-1,-0.005869874811172393,-0.009455430340526372,0.3792059589277642,-1.8754571131943e-18,2.4731302591573183e-18,4.348587372351618e-18,0.993246698338512,0.9932466983385119,0.692577426757;0.692577426757,0.838333011708;0.838333011708,0.14575558495115581,oscillatory,oscillatory,False,False
23,27,2,2,41;43,49;51,1;3,1;3,0.005869874811172393,0.009455430340526372,0.3792059589277642,-1.8754571131943e-18,2.4731302591573183e-18,4.348587372351618e-18,0.993246698338512,0.9932466983385119,-0.692577426757;-0.692577426757,-0.838333011708;-0.838333011708,0.14575558495115581,oscillatory,oscillatory,False,False
8,16,2,2,14;16,30;32,-8,-8,-0.07802316803105734,-0.049258248405042136,0.3686715158062442,-3.957008414651709e-18,-9.068144283576834e-18,5.111135868925125e-18,0.9644361865465323,0.9338778348503487,-0.997059709378;-0.997059709378,-0.989517799227;-0.989517799227,0.00754191015152661,oscillatory,oscillatory,False,False
9,17,2,2,15;17,31;33,8,8,0.07802316803105734,0.049258248405042136,0.3686715158062442,-3.957008414651709e-18,-9.068144283576834e-18,5.111135868925125e-18,0.9644361865465323,0.9338778348503487,0.997059709378;0.997059709378,0.989517799227;0.989517799227,0.00754191015152661,oscillatory,oscillatory,False,False
6,14,2,2,10;12,26;28,-9;9,-9;9,-0.102942355289411,-0.08051013974636459,0.2179104556135394,-2.638005609767806e-18,4.946260518314636e-19,3.13263166159927e-18,0.9225491018760013,0.9225491018760007,-0.998556773824;-0.998556773824,-0.996292681955;-0.996292681955,0.002264091869478402,oscillatory,oscillatory,False,False
7,15,2,2,11;13,27;29,-9;9,-9;9,0.102942355289411,0.08051013974636459,0.2179104556135394,-2.638005609767806e-18,4.946260518314636e-19,3.13263166159927e-18,0.9225491018760013,0.9225491018760007,0.998556773824;0.998556773824,0.996292681955;0.996292681955,0.002264091869478402,oscillatory,oscillatory,False,False
18,22,2,2,32;34,40;42,2;4,-4;-2,-0.007250830739541235,-0.015380010046283511,0.528554876250334,1.834238275541678e-18,2.4937396779836295e-18,6.595014024419515e-19,0.9852727650288065,0.9852727650288062,0.736914800319;0.736914800319,0.91763520002;0.91763520002,0.18072039970116405,oscillatory,oscillatory,False,False
19,23,2,2,33;35,41;43,-4;-2,2;4,0.007250830739541235,0.015380010046283511,0.528554876250334,1.834238275541678e-18,2.4937396779836295e-18,6.595014024419515e-19,0.9852727650288065,0.9852727650288062,-0.736914800319;-0.736914800319,-0.91763520002;-0.91763520002,0.18072039970116405,oscillatory,oscillatory,False,False
