basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,065fa640f77d04a0,52598200b61ee818,,P00000,INDETERMINATE
CONVERGED_GROWTH,de0206597abddbb2,f5ebcb8821678189,1.3439186299365709,P00001,B
MODE_GATE,61e301d094f4b25f,13d1f6eff52775d8,,P00002,INDETERMINATE
MODE_GATE,b910e72d5f9bfcef,f44d7ebed183ad1a,,P00003,INDETERMINATE
NEUTRAL_NEUTRAL,68be475277e89492,6539072d3be847e6,1.0,P00004,TIE
MODE_GATE,5dd12d187b8699e4,cf7460988112eeba,,P00005,B
NEUTRAL_NEUTRAL,764b2878907b7b14,dacad756e5779011,1.0,P00006,TIE
NEUTRAL_NEUTRAL,bdb572b7fad7e04f,d796d7a089c671e4,1.0,P00007,TIE
MODE_GATE,748f97fed91b6e75,d0f864732e644b62,,P00008,INDETERMINATE
CONVERGED_GROWTH,af439c408d90b9d8,2e2d4a205d085e38,0.9919633153951706,P00009,TIE
NEUTRAL_NEUTRAL,c3c26029c3be8d9a,ceed4c0f6c2df980,1.0,P00010,TIE
NEUTRAL_NEUTRAL,b80c9a31b1f4e413,e0c611152cab5b61,1.0,P00011,TIE
CONVERGED_GROWTH,99db7fd6a1dfb424,24f0e841837d68df,0.9179884915420725,P00012,A
CONVERGED_GROWTH,38ee21e2ab36d6f1,296b7856e9091249,1.0211649872810755,P00013,TIE
CONVERGED_GROWTH,38296f838794495e,ba5a5cfdab24ef6c,0.9793623873147758,P00014,TIE
CONVERGED_GROWTH,6e72411508c9cd70,c801e9e99fbf65d7,0.8888643295908137,P00015,A
MODE_GATE,2752e0db6d10c923,a7f650f8fe05a596,,P00016,A
MODE_GATE,54246eacd804f785,20ce457cba79041e,,P00017,A
MODE_GATE,b1babfce23ea5815,864086846bbbb9b5,,P00018,B
NEUTRAL_NEUTRAL,1109e7b0c3bbcf3e,32c6b9fd3638709a,1.0,P00019,TIE
MODE_GATE,cfe40b0696a6f35b,1d4e775206739602,,P00020,A
CONVERGED_GROWTH,94470165894340ee,ab8cd2d0c2b5142a,1.0059930472713794,P00021,TIE
MODE_GATE,c3de6f6111528fc3,967fda909238f9ac,,P00022,A
NEUTRAL_NEUTRAL,094eecbad0f02ec8,7764ff1ffa7d8f88,1.0,P00023,TIE
MODE_GATE,2afdf7e1eedd2661,39fd688897487ea5,,P00024,A
CONVERGED_GROWTH,dd4107aef8f70dbf,21c5454ecab9b427,1.25819134549305,P00025,B
MODE_GATE,3ae0026548bea74c,6274b51e5f4b4b4b,,P00026,INDETERMINATE
MODE_GATE,001fee17a8eb75f6,fef1986dd005b374,,P00027,INDETERMINATE
NEUTRAL_NEUTRAL,ac367984f2b44bbc,2419c1940dc52e4b,1.0,P00028,TIE
MODE_GATE,a8e57dd026546840,8349081936c34afa,,P00029,INDETERMINATE
NEUTRAL_NEUTRAL,85d7dc8a0429e2bc,8d2028fcfba7e2b4,1.0,P00030,TIE
NEUTRAL_NEUTRAL,bd1900641534e9b2,244d1b2e8e39bece,1.0,P00031,TIE
MODE_GATE,2411107b82ffa4ad,fb2fbc162e4973eb,,P00032,B
CONVERGED_GROWTH,fbc2608f67b90894,53e81a1c0cd483a9,1.0015770525342405,P00033,TIE
NEUTRAL_NEUTRAL,26d043a8e2cc6392,dc9b20bda0eacb19,1.0,P00034,TIE
NEUTRAL_NEUTRAL,b4670eec2f6b7edc,68837f1f61939888,1.0,P00035,TIE
CONVERGED_GROWTH,167c19ef344e114e,e5e32b5d90b75a02,0.9611133935361171,P00036,TIE
CONVERGED_GROWTH,b7f9b87fc8955817,2b6ca5e6919e7cb8,0.9839514547136903,P00037,TIE
CONVERGED_GROWTH,3818f456e855ac60,e0405b6c9cf0f272,1.0728937405109418,P00038,B
CONVERGED_GROWTH,04a283309561413e,f76528f93b202ffb,1.0059925070482598,P00039,TIE
MODE_GATE,4e705743b55a2924,4594ba49681cf2dd,,P00040,INDETERMINATE
MODE_GATE,ad3891c409f989d0,ee6d4a045ede6ed1,,P00041,INDETERMINATE
NEUTRAL_NEUTRAL,edfae6b2fd6b0bf7,7e093bdde3dec3e9,1.0,P00042,TIE
NEUTRAL_NEUTRAL,33152247f37e1450,15a23c9250bd14b8,1.0,P00043,TIE
MODE_GATE,19c93e16c235552f,99893f8b3a6a74b0,,P00044,B
CONVERGED_GROWTH,dc07d3437a92d877,a7074d60172788d9,0.9983443459130761,P00045,TIE
MODE_GATE,ee74979f8208b6e3,7037ef095650f385,,P00046,INDETERMINATE
NEUTRAL_NEUTRAL,7337aabb812865a5,ddf8341ff85fee75,1.0,P00047,TIE
MODE_GATE,5fc103cbf2e42515,d0efec51a34cd85b,,P00048,B
CONVERGED_GROWTH,fda63a6c79e74b7f,b78c7a67303d69da,0.9067168275969204,P00049,A
MODE_GATE,8bed109844805c3c,204e710c8de2e6ae,,P00050,INDETERMINATE
MODE_GATE,d3c577d917f33202,e33b4c3def74a38b,,P00051,INDETERMINATE
MODE_GATE,4979439565344a40,1b10f42a23587d62,,P00052,A
MODE_GATE,174c3f721d145ed7,ddc643e2daa3de04,,P00053,INDETERMINATE
NEUTRAL_NEUTRAL,87277f26a6004907,de0e5d099acbf3f7,1.0,P00054,TIE
NEUTRAL_NEUTRAL,f5dea95457e29d8e,371587bd7dd0beeb,1.0,P00055,TIE
MODE_GATE,f44ec412dfd12bb2,0c9af5ee89d7588a,,P00056,A
CONVERGED_GROWTH,31d90a4cfef06aad,7816630e791cc9d6,1.0239873415797802,P00057,TIE
NEUTRAL_NEUTRAL,c97cc2e931cefd1f,b18e3cce5c835f33,1.0,P00058,TIE
MODE_GATE,918bc80d3aa7ec67,60ecb13c4f34ea50,,P00059,B
CONVERGED_GROWTH,26a4d6e24a41a5ca,d9753dca0b6f64f5,1.0451614197451446,P00060,TIE
CONVERGED_GROWTH,4b916e660b491667,baebc0ef4049c395,0.9845591592137924,P00061,TIE
CONVERGED_GROWTH,68087622096bb51b,fd481b944678b8c9,1.2170249678676635,P00062,B
CONVERGED_GROWTH,f0215360604b4aaf,85c3afb19e7a747b,0.9969906183468715,P00063,TIE
MODE_GATE,e688a6f3fd26dcd8,86a221df254705ea,,P00064,INDETERMINATE
MODE_GATE,c815bae50e60a120,87d20023abe704d7,,P00065,INDETERMINATE
NEUTRAL_NEUTRAL,8adf433d0e337d3d,edcc7aefd1f74a45,1.0,P00066,TIE
NEUTRAL_NEUTRAL,de54e911def0a8ce,729623d7b1b84d53,1.0,P00067,TIE
MODE_GATE,473b2a37956893bb,e90280255e4a3ba2,,P00068,A
CONVERGED_GROWTH,97b1bc810a6fb75e,ae65a6f2f692c737,0.9833557380141411,P00069,TIE
MODE_GATE,973c9a8081cbe937,22a79bee05f6d6ae,,P00070,B
