basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
NEUTRAL_NEUTRAL,48981537ef035c43,1831e3c410e623cf,1.0,P00071,TIE
MODE_GATE,79ef7d9780c0f2ef,689c7c4c76cd07e8,,P00072,INDETERMINATE
CONVERGED_GROWTH,871e07c6dbb06b84,c5f3493cfa4c4101,1.0622357713872352,P00073,B
MODE_GATE,d91c1b2e0d878138,291f13887859de57,,P00074,INDETERMINATE
MODE_GATE,1b6029e7b1a3a4f6,bb5cc1191b4663ba,,P00075,INDETERMINATE
NEUTRAL_NEUTRAL,5d021bcb952403e8,632fe4cc597e6e0d,1.0,P00076,TIE
MODE_GATE,b233d403ca450955,5571bb2b86481d23,,P00077,B
NEUTRAL_NEUTRAL,de0375d9b653a075,a2733d05b51bcfca,1.0,P00078,TIE
NEUTRAL_NEUTRAL,ea89e967fc460c82,29282e848b11db1f,1.0,P00079,TIE
MODE_GATE,b8cbe526daf522cc,73c26467903ecf89,,P00080,B
CONVERGED_GROWTH,39c0120c4b82960c,ee2630245198db77,1.0264415178645998,P00081,TIE
NEUTRAL_NEUTRAL,388d926adb0295bb,9f7ff9d2f3c7aec4,1.0,P00082,TIE
NEUTRAL_NEUTRAL,624a49c070b65b35,e15e6d345e1b2c72,1.0,P00083,TIE
CONVERGED_GROWTH,2188d874822503c4,66a412fc49e7164a,1.0135799378839048,P00084,TIE
CONVERGED_GROWTH,ffcc531416296c71,02c4c30eb8e9c513,0.9799661414755718,P00085,TIE
CONVERGED_GROWTH,2b7921d2b5843f9e,b8a5e36780d7258d,0.956507362002536,P00086,TIE
CONVERGED_GROWTH,a776f0ca88c459f9,a89c6bafe05befed,1.040108416337787,P00087,TIE
MODE_GATE,444cfd81516a0a77,9317fb029ccf601f,,P00088,INDETERMINATE
MODE_GATE,02232ef035ab63f5,ff65bab4e4d0d0e4,,P00089,B
NEUTRAL_NEUTRAL,63f5af932b0a1069,1b0d06f7921d2d26,1.0,P00090,TIE
NEUTRAL_NEUTRAL,d41326598fb11486,5c7d9b0895046941,1.0,P00091,TIE
MODE_GATE,d275a8a3252bb09d,2fa4e911173baff3,,P00092,INDETERMINATE
CONVERGED_GROWTH,c98b486b7b993b6d,1b8e55d2eb8a70ab,0.9900114747430876,P00093,TIE
MODE_GATE,b96d4133ae586be8,a19dc9c99b82698d,,P00094,A
NEUTRAL_NEUTRAL,f9ba50843406f3ae,9e5acd5a18b8c409,1.0,P00095,TIE
