axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid
-0.75,961c8c11bf63bdbb,6def8f51612ba960,TORUS_T2_3,CLOSED,OFFSET_CONTROL,-0.37,0.05,torus,1,1,P00000,gaussian,CLOSED,0.0,0.0,0.0,-0.9309958750727791,0.15912499999999996,0.9937201119758472,True,False
-0.75,42841cf9594f225c,8705c24b7e4cef27,TORUS_T2_3,CLOSED,OFFSET_CONTROL,0.37,0.05,torus,1,2,P00001,gaussian,CLOSED,0.022066057887597922,0.025470842919611797,0.8663261737053747,-2.2304822988307795,0.0002500000000000835,0.27150430933619596,True,True
0.75,a859bab838ee88be,d5631623e70591c3,TORUS_T2_3,OFFSET_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00002,gaussian,INDETERMINATE,0.00028863160906737474,0.0,288631609.06737477,2.4532654151984943,0.32962500000000006,0.22919263689100117,False,False
0.75,e4af84f99e9eb01e,5dc64ead4f3e5fd9,TORUS_T2_3,OFFSET_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00003,gaussian,CLOSED,0.001107058994659179,0.0014853677318964486,0.7453097107783118,0.17315792021061452,0.3175000000000001,0.24676163731353315,True,True
-0.75,c2d5aa103f3df76e,3ce26c2380fb7e2e,TWIST_5_2,OFFSET_CONTROL,CLOSED,0.37,0.05,twist,1,1,P00004,gaussian,OFFSET_CONTROL,0.004815117858172072,0.015449219721290895,0.31167385441067014,-0.7580897600882531,0.16687499999999988,0.193979920774768,False,True
-0.75,54df3a4acf1aaed3,53345193aed0c52f,TWIST_5_2,CLOSED,OFFSET_CONTROL,0.37,0.05,twist,1,2,P00005,gaussian,CLOSED,0.021411402814807155,0.024259643738661196,0.8825934562544724,-2.5430884949016557,0.00024999999999997247,0.26435392824304993,True,True
0.75,08c18ebf682dd7cf,bc08dacf75a890f9,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,1,1,P00006,gaussian,CLOSED,0.0003858241579232277,0.00013512411513059863,2.855331615310304,0.06624234526981354,0.44975,0.2251142715316708,True,False
0.75,7cdefc809b8d0569,c257fad674ebf8e8,TWIST_5_2,CLOSED,OFFSET_CONTROL,-0.37,0.05,twist,1,2,P00007,gaussian,OFFSET_CONTROL,0.0010441884825676832,0.0008040504327532994,1.2986604322717448,1.6762463872818625,0.01574999999999993,0.2420401442966322,True,True
