1 6.05357e-05 
2 4.31029e-05 
3 5.24717e-05 
4 0.000127415 
5 0.00010677 
6 9.49922e-05 
7 0.000204217 
8 0.000211681 
9 0.000174855 
10 0.000241356 
11 0.000102394 
12 0.000529785 
13 0.000251656 
14 0.00037452 
15 0.00031538 
16 0.00107493 
17 0.00741835 
18 0.000253276 
19 1.11638e-06 
20 0.000166905 
21 0.000139724 
22 7.54784e-05 
23 8.35002e-05 
24 2.98407e-05 
25 4.63318e-05 
26 5.25494e-05 
27 3.71318e-05 
28 4.74521e-05 
29 4.63075e-05 
30 3.60444e-05 
31 4.97274e-05 
32 5.48442e-05 
33 8.95569e-05 
34 0.000118566 
