pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_68DD808479AB,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_0A3C6F56C7DBA0A9,-2.0,-2.0,total_beta,1.0,3,1.0,general
PAIR_17944610BD23,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_267D957C79B80846,-1.5,-1.5,total_beta,1.0,3,1.0,general
PAIR_A2374D9E5E1A,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_42D3E402C66ED136,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_069C6FC77993,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_C05853EEF11F09A3,-0.75,-0.75,total_beta,1.0,3,1.0,general
PAIR_5D35C7220352,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_989AA6CC1B699319,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_58D51E743CFC,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_862652F52C9BB9AA,-0.25,-0.25,total_beta,1.0,3,1.0,general
PAIR_9EE1297BD8ED,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_4C27EBFF99A0A399,0.25,0.25,total_beta,1.0,3,1.0,general
PAIR_9623235C3C47,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_71AFE438ECB73A5B,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_B093C1322C3C,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_1E51CE68F5DE6FFD,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_92307B7CDF3C,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_CF1D699BD7F26264,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_6139C2AB7E02,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_9ACFDF7C3BDBA92B,1.5,1.5,total_beta,1.0,3,1.0,general
PAIR_6D9954EDD73A,TORUS_T2_3,torus,CAND_CF47F127AA64D9CF,CAND_9F2509CB54066217,2.0,2.0,total_beta,1.0,3,1.0,general
PAIR_306D7BC1C8E1,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_83780D88F31558F1,-2.0,-2.0,total_beta,1.0,3,1.0,general
PAIR_91B339182FA9,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_F7ADED12DE7F9DA3,-1.5,-1.5,total_beta,1.0,3,1.0,general
PAIR_3E5BE4ACA8DB,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_EA5AD2BEAF9B6035,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_AE01A1CAEC97,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_E8CE734B60D31E20,-0.75,-0.75,total_beta,1.0,3,1.0,general
PAIR_2941E29156C0,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_3439289D79F00400,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_DE7BA0FB2E6F,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_3EEFA609D4B2232A,-0.25,-0.25,total_beta,1.0,3,1.0,general
PAIR_749E33599638,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_BB2BAA2B72FFCFC8,0.25,0.25,total_beta,1.0,3,1.0,general
PAIR_EF6E53DDAD2C,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_DE797338EAE5F03C,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_7A5D966B041B,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_7D0042E0A78033C7,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_79673F419D14,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_A9254ED2EF0EAACC,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_3FCBE1C46A51,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_5F89FCC45B144D45,1.5,1.5,total_beta,1.0,3,1.0,general
PAIR_B54C9D069CF9,TORUS_T2_5,torus,CAND_DADDC9F39374ADC6,CAND_11363A9D2DA3C030,2.0,2.0,total_beta,1.0,3,1.0,general
PAIR_22DE492879C1,TORUS_T2_7,torus,CAND_A840D0D0AC80CA6B,CAND_7284AF00034AD237,-2.0,-2.0,total_beta,1.0,3,1.0,general
PAIR_7041F0A625EE,TORUS_T2_7,torus,CAND_A840D0D0AC80CA6B,CAND_94BDE746A24F96EC,-1.5,-1.5,total_beta,1.0,3,1.0,general
PAIR_7CC916CAFF1D,TORUS_T2_7,torus,CAND_A840D0D0AC80CA6B,CAND_8CBBC79A24B38558,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_44A235BF33BA,TORUS_T2_7,torus,CAND_A840D0D0AC80CA6B,CAND_1A6A9B0803B2AB7B,-0.75,-0.75,total_beta,1.0,3,1.0,general
PAIR_083622448C74,TORUS_T2_7,torus,CAND_A840D0D0AC80CA6B,CAND_069F4BFD35B0DD03,-0.5,-0.5,total_beta,1.0,3,1.0,general
