step,time_hat,recurrence_rms_over_D,shift,plus_rms_over_D,minus_rms_over_D,pair_min_distance_over_D,segment_max_over_min
45,0.18,0.578221569615774,0,0.5048741495936188,0.6432592480563175,0.17494325534244864,3.3791594825459903
50,0.2,0.6330042361641347,0,0.5626825314320573,0.696259358877632,0.19367036875342616,3.5252678277879057
55,0.22,0.686766172061215,0,0.620478579903754,0.747196013142368,0.22438942464722794,3.459397517803774
60,0.24,0.7369478733533871,0,0.6757161070910507,0.7934683854432231,0.058127924059834815,3.7032476024988195
65,0.26,0.7839926039883316,0,0.7317538314021953,0.8329616656515576,0.23634061574763798,3.6900802806316557
70,0.28,0.827196580849963,0,0.7851684655617683,0.8671902025663784,0.2143975143471275,4.5942144695785085
75,0.3,0.8790196674249671,27,0.8502586452417158,0.9068690024648111,0.2245987061107195,5.66784820898448
80,0.32,0.9289816463787078,27,0.9026569371864963,0.9545806683387648,0.23926707100070332,6.33440863175458
85,0.34,0.9777420118783757,27,0.9487240828998899,1.005923206865072,0.2580435466333662,3.9781380916783537
90,0.36,1.0263945243745973,0,0.9863997045346173,1.0648882862659028,0.1511458725690782,4.709282432803877
95,0.38,1.0672041086758672,0,1.029378720242688,1.1037339667967234,0.25752208457392567,4.621399597018417
100,0.4,1.1076938548084005,27,1.068100475722845,1.1459200346102778,0.22171567265784567,4.370112075731158
105,0.42,1.1470446243273429,27,1.0989529134562004,1.193199578613167,0.21336051031012185,5.703110405988873
110,0.44,1.191094539576235,27,1.1346703230762947,1.2449641209073388,0.2219520359472157,8.147498513550008
115,0.46,1.229010214669868,27,1.1615857082286905,1.2929233766796089,0.24237601808551323,6.902601831798637
120,0.48,1.2670648567847838,27,1.1966764110244539,1.3337437047258072,0.2561229590254232,5.455121995774601
125,0.5,1.3052467120502391,27,1.2427560267716218,1.3648792681254744,0.23722898707929768,4.769990821427336
130,0.52,1.3347060160093482,27,1.2796048795082524,1.387620859846725,0.18566621101947572,5.0350742521105705
135,0.54,1.374622432259279,27,1.322131427333922,1.4251814450787659,0.1513978217579275,5.522496519229594
140,0.56,1.4070117779259146,27,1.3532361079159978,1.4588064719752405,0.132619870999281,6.130985536250409
145,0.58,1.4317207988486667,0,1.3875139037775932,1.4746030172678992,0.13315083115167917,6.856901475964274
150,0.6,1.4449520231230273,0,1.397924455429919,1.4904965330941315,0.12569163414818882,7.842420907577456
155,0.62,1.4650459143737646,0,1.4172977294331466,1.5112862761866683,0.10921357844862144,8.692203198283707
160,0.64,1.487581048349651,0,1.4439162910464884,1.5300001618524899,0.09584817697506647,8.221435591386284
165,0.66,1.502861616149604,0,1.4589482654225192,1.5455277523914672,0.08556599840823965,6.291687115644018
170,0.68,1.5188747520353403,0,1.4750445544913415,1.5614751317284152,0.07634007117053608,5.132533531272008
175,0.7000000000000001,1.5335087701080008,0,1.488338844805213,1.5773857419921706,0.06652464921375628,4.675224545516063
180,0.72,1.555674729888631,0,1.510952678598791,1.5991465640970088,0.0558510035243388,4.796317269683956
185,0.74,1.5611668734847515,0,1.525934835362591,1.59562116179225,0.04440407373338865,4.993800974757535
