distance,distance_over_core,response_rms
0.29998578,0.6,0.3556529990362969
0.39998104,0.8,0.2866656985340221
0.4999763,1.0,0.25160152667333835
0.624970375,1.25,0.240456127809866
0.74996445,1.5,0.24762594183637074
0.9999526,2.0,0.24313245865615474
1.4999289,3.0,0.10515421834778765
1.9999052,4.0,0.07851792355978221
2.4998815,5.0,0.03768003879425567
