pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,closed_phase_valid,clock_regime,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,growth_effect_bounded,log_growth_ratio
P00000,TORUS_T2_3,gaussian,-1.0,0.05,1,1,False,False,SLOW_MODE,5.696240767514768e-06,-0.044521878034437926,0.044521878034437926,141.1257921851254,1.006412628711801,-0.9582629095507397,6.556849111613136,-0.009810214070122976,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,0.033812676898194276,0.7277643166602279,nan,nan
P00001,TORUS_T2_3,gaussian,-1.0,0.05,1,2,False,True,FAST_SWIRL_LOCKED,0.020163475016979463,-1.424681516808562,1.424681516808562,4.410238522118676,1.4598982454980904,-0.03521672868952841,178.41479152059551,-0.780034509294752,328.33705411054734,334.9768760801288,-1.8644693988598573,0.00012557605633875527,0.025,2.000305722360549e-07,71.31471880519277,1.3167214819603816,1.0819915497144055,0.026745769072664096,nan,nan
P00002,TORUS_T2_3,gaussian,-0.5,0.05,1,1,False,False,OTHER_BRANCH,4.671441684467897e-19,-0.9657107296645371,0.9657107296645371,6.506280932968615,1.2798185890853788,-0.31410785942084174,20.003273139247923,nan,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,0.7334206534146862,0.23855299979855027,nan,nan
P00003,TORUS_T2_3,gaussian,-0.5,0.05,1,2,False,False,FAST_SWIRL_LOCKED,0.011193413687743096,-1.4452023529533524,1.4452023529533524,4.347616300471379,1.476849429586437,-0.031647076633084525,198.5392009513767,-0.897541869350473,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,1.0975763460634695,0.024034753793161508,nan,nan
P00004,TORUS_T2_3,gaussian,0.5,0.05,1,1,False,False,SLOW_MODE,0.00014489970831261327,-0.04449854387061193,0.04449854387061193,141.19979578318686,1.0101362289675906,-0.9594203401328997,6.548939025317344,-0.0016821269584874228,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,0.03379495548622851,0.7286433412664314,nan,nan
P00005,TORUS_T2_3,gaussian,0.5,0.05,1,2,False,False,FAST_SWIRL_LOCKED,-3.002312245887498e-18,-1.4979766821930558,1.4979766821930558,4.194448005679853,1.501330046308585,-0.0033533641155292226,1873.6961125344374,0.3840150088984883,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,1.1376564464968058,0.0025467527958430627,nan,nan
P00006,TORUS_T2_3,gaussian,1.0,0.05,1,1,False,False,SLOW_MODE,0.00015181763290131407,-0.04449380067301119,0.04449380067301119,141.21484818425068,1.0273297098102487,-0.9761829237627301,6.436483526018706,-0.0015937463286115887,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,0.033791353207640575,0.7413738874445599,nan,nan
P00007,TORUS_T2_3,gaussian,1.0,0.05,1,2,False,False,OTHER_BRANCH,-2.065210986615747e-17,-1.612289428242064,1.612289428242064,3.897057933345358,1.601953659227826,0.010335769014237828,607.9069006403213,nan,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,1.2244726393022998,0.00784962435552397,nan,nan
P00008,TWIST_5_2,gaussian,-1.0,0.05,1,1,False,False,OTHER_BRANCH,0.0,-0.9654857804908238,0.9654857804908238,6.507796835687632,1.255255704953742,-0.28976992446291827,21.683359026390754,-0.01198023503426917,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,0.7332498130533834,0.220069261748125,nan,nan
P00009,TWIST_5_2,gaussian,-1.0,0.05,1,2,False,False,FAST_SWIRL_LOCKED,0.00715953899313019,-1.3248582561210842,1.3248582561210842,4.742533986673772,1.38340287807268,-0.05854462195159571,107.32301444143718,-1.0063457463649397,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,1.0061795712093862,0.044462418783076586,nan,nan
P00010,TWIST_5_2,gaussian,-0.5,0.05,1,1,False,False,OTHER_BRANCH,-1.7119677412648867e-18,-0.989024628018897,0.989024628018897,6.352910867108898,1.287404468789245,-0.2983798407703479,21.057673638265413,nan,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,0.7511266745237589,0.22660816646365442,nan,nan
P00011,TWIST_5_2,gaussian,-0.5,0.05,1,2,False,False,FAST_SWIRL_LOCKED,0.003315677405950258,-1.5643316771595506,1.5643316771595506,4.0165301252406636,1.5560719958716283,0.008259681287922316,760.7055391310495,-0.5068356958533965,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,1.188050547204955,0.006272914508560314,nan,nan
