candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,n_threads,helix_turns,thread_gamma_each,hole_clearance,combined_initial_gap_core,carrier_self_gap_core,bundle_radius,thread_density_proxy,link_matrix_json
CAND_E6A8F0B10143903F,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,1,1.0,0.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_97DEFBDFF341F46A,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-0.25,-0.25,per_thread_beta,1,1.0,-0.25,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_91BED713E9D10EB0,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.25,0.25,per_thread_beta,1,1.0,0.25,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_6D30C28920B021AD,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,2,1.0,0.0,0.6618174420968784,5.609806315619817,11.3066601339996,0.11912713957743812,1.4534620791100181,"[[2.002260834966026, 2.0022696416270778]]"
CAND_57883D23684EB79C,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-0.25,-0.5,per_thread_beta,2,1.0,-0.25,0.6618174420968784,5.609806315619817,11.3066601339996,0.11912713957743812,1.4534620791100181,"[[2.002260834966026, 2.0022696416270778]]"
CAND_CB204B01EC0133A6,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.25,0.5,per_thread_beta,2,1.0,0.25,0.6618174420968784,5.609806315619817,11.3066601339996,0.11912713957743812,1.4534620791100181,"[[2.002260834966026, 2.0022696416270778]]"
CAND_0C8A8D194C8063DD,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,3,1.0,0.0,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_0305533D06AC662F,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-0.25,-0.75,per_thread_beta,3,1.0,-0.25,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_6D16637D1A9595CB,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.25,0.75,per_thread_beta,3,1.0,0.25,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_684A9F73E5A38B4D,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,per_thread_beta,4,1.0,0.0,0.6618174420968784,3.96628476429334,11.3066601339996,0.11912713957743812,2.9069241582200362,"[[2.002260834966026, 2.002265233741822, 2.0022696416270778, 2.0022653160392445]]"
