pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_C3FFD85E869B,TORUS_T2_9,torus,CAND_C08DF553869B5D36,CAND_18D73FBBFC62DBC5,-0.25,-1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_E34AF57B5420,TORUS_T2_9,torus,CAND_C08DF553869B5D36,CAND_7474AC9F187BFF73,0.25,1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_2372EA4C98AC,TRIPLE_GEAR_T3_3,triple_gear,CAND_D2870F6689902648,CAND_625770E3A390E6C1,-0.25,-0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_161E8EFE68B2,TRIPLE_GEAR_T3_3,triple_gear,CAND_D2870F6689902648,CAND_573570279ACD4570,0.25,0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_F34562807D4F,TRIPLE_GEAR_T3_3,triple_gear,CAND_7BEA10E22098C0DB,CAND_D2ED00D96A8E0566,-0.25,-0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_81CF011DB73B,TRIPLE_GEAR_T3_3,triple_gear,CAND_7BEA10E22098C0DB,CAND_C0F1D9F3AB6BEC0F,0.25,0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_850CCF84D8CB,TRIPLE_GEAR_T3_3,triple_gear,CAND_55814A386E2534CA,CAND_B588E9EC5AF92555,-0.25,-0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_D0A1F90820AF,TRIPLE_GEAR_T3_3,triple_gear,CAND_55814A386E2534CA,CAND_6AC4776721426F02,0.25,0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_191F271B6DA4,TRIPLE_GEAR_T3_3,triple_gear,CAND_82811DEE2E6A9618,CAND_9AB4809C0834E3F6,-0.25,-1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_F235F43AE455,TRIPLE_GEAR_T3_3,triple_gear,CAND_82811DEE2E6A9618,CAND_0BE905089008CF26,0.25,1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_C6D314E840B7,TRIPLE_GEAR_T3_3,triple_gear,CAND_EF5607D0F076FB77,CAND_66D13A619D341732,-0.25,-1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_18CECD3C542E,TRIPLE_GEAR_T3_3,triple_gear,CAND_EF5607D0F076FB77,CAND_87E4AF38F9BA8201,0.25,1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
