pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_45623E0C00F4,TORUS_T2_3,torus,CAND_E6A8F0B10143903F,CAND_97DEFBDFF341F46A,-0.25,-0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_9200DB9409AA,TORUS_T2_3,torus,CAND_E6A8F0B10143903F,CAND_91BED713E9D10EB0,0.25,0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_FF40F7C20AC5,TORUS_T2_3,torus,CAND_6D30C28920B021AD,CAND_57883D23684EB79C,-0.25,-0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_E4BC3797FB76,TORUS_T2_3,torus,CAND_6D30C28920B021AD,CAND_CB204B01EC0133A6,0.25,0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_4226D0AA963C,TORUS_T2_3,torus,CAND_0C8A8D194C8063DD,CAND_0305533D06AC662F,-0.25,-0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_207D9B97F8DF,TORUS_T2_3,torus,CAND_0C8A8D194C8063DD,CAND_6D16637D1A9595CB,0.25,0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_AB0FF455C814,TORUS_T2_3,torus,CAND_684A9F73E5A38B4D,CAND_D5CEFB85141EF8C0,-0.25,-1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_C2E36869EEFE,TORUS_T2_3,torus,CAND_684A9F73E5A38B4D,CAND_5F3E2F0CF0144022,0.25,1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_7CC0F4B10406,TORUS_T2_3,torus,CAND_E92658EB342ADB70,CAND_7454A4EF1B55E974,-0.25,-1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_55C2D8206FF7,TORUS_T2_3,torus,CAND_E92658EB342ADB70,CAND_67F9BFABA0720E99,0.25,1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_2679A7748A6B,TORUS_T2_5,torus,CAND_7F8159FB9BC08D13,CAND_31041C8818DFFAD0,-0.25,-0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_61E34C1E2148,TORUS_T2_5,torus,CAND_7F8159FB9BC08D13,CAND_586EA95E8BB1246D,0.25,0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_0F32FE0934EE,TORUS_T2_5,torus,CAND_205595EDEA2F02A9,CAND_CDB88FFCD72397AB,-0.25,-0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_19917AA5FE40,TORUS_T2_5,torus,CAND_205595EDEA2F02A9,CAND_826DA2AC263BC402,0.25,0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_B7A15997C0D5,TORUS_T2_5,torus,CAND_40330E5B2AAACCAA,CAND_D6F703244F33369C,-0.25,-0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_A4C23F169E66,TORUS_T2_5,torus,CAND_40330E5B2AAACCAA,CAND_25B31C644A9DA764,0.25,0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_4845E6E4B2D5,TORUS_T2_5,torus,CAND_51B80E8C10CA003D,CAND_F28EF579B589323D,-0.25,-1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_F5AD78DB2394,TORUS_T2_5,torus,CAND_51B80E8C10CA003D,CAND_3535EBFFF6F9FAF4,0.25,1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_2BA649A573EB,TORUS_T2_5,torus,CAND_AB056F533FA0F15B,CAND_E399709A0F65FFEF,-0.25,-1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_D2C76F42E029,TORUS_T2_5,torus,CAND_AB056F533FA0F15B,CAND_7DCE330CACA984AA,0.25,1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_88CCDE8C31FB,TORUS_T2_7,torus,CAND_8893142FC87D3936,CAND_CC5930BD12E98640,-0.25,-0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_C6479A7DA586,TORUS_T2_7,torus,CAND_8893142FC87D3936,CAND_82773CB554B40E02,0.25,0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_1FABDD182CFD,TORUS_T2_7,torus,CAND_7A1DE01498D6F511,CAND_B61571A5E68F8CA5,-0.25,-0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_68DE5A6B56D7,TORUS_T2_7,torus,CAND_7A1DE01498D6F511,CAND_3C34BC6F8C5DD4FD,0.25,0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_531C4F89E490,TORUS_T2_7,torus,CAND_DCADA366AB992FD1,CAND_9BA2F334A7B43D9F,-0.25,-0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_8D7018052CC0,TORUS_T2_7,torus,CAND_DCADA366AB992FD1,CAND_55D7D56EE347F692,0.25,0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_AAB61C8164C8,TORUS_T2_7,torus,CAND_D3650008992F9EE6,CAND_B5D97FBD7BEDE923,-0.25,-1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_59EB88D4CB3F,TORUS_T2_7,torus,CAND_D3650008992F9EE6,CAND_AF6B6945FF328F57,0.25,1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_18707AEC961D,TORUS_T2_7,torus,CAND_38F109606DD44850,CAND_467667893BAC8AA1,-0.25,-1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_A23609A540AB,TORUS_T2_7,torus,CAND_38F109606DD44850,CAND_9C1F8BC44A67ACFB,0.25,1.25,per_thread_beta,1.0,5,1.0,fixed_per_thread_density
PAIR_AFA0036A9084,TORUS_T2_9,torus,CAND_95AFB114EE1D781D,CAND_1B88D09461AFD597,-0.25,-0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_823CB230920D,TORUS_T2_9,torus,CAND_95AFB114EE1D781D,CAND_7A344C10B2CB9A6B,0.25,0.25,per_thread_beta,1.0,1,1.0,fixed_per_thread_density
PAIR_F26E666097DC,TORUS_T2_9,torus,CAND_4085139D1AAE960D,CAND_0C924024AE6AF3CE,-0.25,-0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_1E2DA9DAA28D,TORUS_T2_9,torus,CAND_4085139D1AAE960D,CAND_F9CD672EB237B941,0.25,0.5,per_thread_beta,1.0,2,1.0,fixed_per_thread_density
PAIR_48A5742F08AD,TORUS_T2_9,torus,CAND_4A36A070A90251C2,CAND_3F5A0C5A6D011845,-0.25,-0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_ED1AA5A493A1,TORUS_T2_9,torus,CAND_4A36A070A90251C2,CAND_D456C123E84F28AB,0.25,0.75,per_thread_beta,1.0,3,1.0,fixed_per_thread_density
PAIR_B90E66C282BF,TORUS_T2_9,torus,CAND_8C0358387D9465FE,CAND_D36406E913C770EB,-0.25,-1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
PAIR_F712373F56E5,TORUS_T2_9,torus,CAND_8C0358387D9465FE,CAND_D6210F273618A169,0.25,1.0,per_thread_beta,1.0,4,1.0,fixed_per_thread_density
