blind_id,source,variant,max_real,spectral_scale,normalized_growth,growth_penalty_vs_full
B01,knotplot_final,full,1.3159286620619353,4.010010343783172,0.3281609146225907,
B01,knotplot_final,decouple_breathing,1.2079913369753164,4.003440196829356,0.3017383244370732,-0.02691696924272454
B01,knotplot_final,decouple_torsion,0.8514244739233742,3.9485826792758996,0.21562787032219632,-0.11583615709587745
B01,knotplot_final,decouple_kelvin,0.8252752820587752,3.948205596577106,0.2090254070796736,-0.12235713575248836
B01,knotplot_final,decouple_tilt,1.1048879460850178,4.020606672495231,0.2748062757900446,-0.05262847172055293
B01,knotplot_final,block_diagonal_families,0.8252752820587752,3.948205596577106,0.2090254070796736,-0.12235713575248836
B02,fremlin_fseries,full,1.2912548638165549,3.937949501238302,0.3279003104053303,
B02,fremlin_fseries,decouple_breathing,1.2883378197616735,3.9564955789549265,0.325625997565749,-0.0007407520218235613
B02,fremlin_fseries,decouple_torsion,0.9363004221265018,3.805637688995552,0.24602983747872906,-0.09013686985534894
B02,fremlin_fseries,decouple_kelvin,0.6696622951226724,3.805063506064103,0.1759924096024774,-0.15784675971553735
B02,fremlin_fseries,decouple_tilt,0.9152440286052815,3.9554989318118206,0.23138522962160252,-0.09548391493924323
B02,fremlin_fseries,block_diagonal_families,0.6696622951226724,3.805063506064103,0.1759924096024774,-0.15784675971553735
