index,minrad_dim
0,0.9911038280347344
1,0.9931193551479938
2,0.9908445324955366
3,0.9917895207300028
4,0.9916404590412528
5,0.9912382133353951
6,0.9908056982508154
7,0.9916471448429567
8,0.9848709118918174
9,0.9825434625030026
10,0.9661458728648536
11,0.9310573090668071
12,0.7876327146293869
13,1.2193949935080268
14,0.7959181781421327
15,0.9023790302876048
16,0.9551431460566983
17,0.9773857886260842
18,0.98486551074357
19,0.9900420873734518
20,0.990347021911016
21,0.9920801119354024
22,0.9922376238763573
23,0.9919275762314972
24,0.990828423739777
25,0.9925626599982141
26,0.9909861909697344
27,0.9914832918869106
28,0.9897242665934852
29,0.989877097652626
30,0.9828094545653294
31,0.974650996753228
32,0.945720176667806
33,0.8569264940570538
34,0.8927018941561558
35,0.9053290873951855
36,0.8462985658170196
37,0.9465977721877742
38,0.9712693948186167
39,0.9856596272616663
40,0.9869619384489241
41,0.9901987804508758
42,0.9924405864061154
43,0.9925348483902919
44,0.9904835069384607
45,0.9921801974204986
46,0.9913127728657103
47,0.9920074889227768
48,0.9915865221633096
49,0.9901731379659889
50,0.9886253436505058
51,0.9881330860347424
52,0.9749806656540283
53,0.9589242323188921
54,0.9019753605875791
55,0.7952442608594149
56,1.2247772366317717
57,0.7881803599624704
58,0.9291518058803707
59,0.9685254389529354
60,0.9796298883953777
61,0.9872266317281202
62,0.9902355845127652
63,0.9915698839719947
