low_group,high_group,low_dimension,high_dimension,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,score,numerically_trackable,physical_interpretation_allowed
41,59,2,2,-0.0,-0.0,0.0,0.9976194404889147,0.997619440488914,0.9967063948861125,0,2,-1.65076076738e-15;1.65076076738e-15,-3.01106502111e-15;3.01106502111e-15,1.3603042537319312e-15,2.2797423690441696,2.3442535919521443,real_dominant,real_dominant,UNDERRESOLVED,DIAGNOSTIC,0.997748263014877,True,False
38,60,2,2,-0.0,-0.0,0.0,0.9976194404889138,0.9976194404889133,0.9967063948861122,2,0,-1.26803547767e-15;1.26803547767e-15,-1.41563273727e-15;1.41563273727e-15,1.4759725960347786e-16,1.9731448119101598,1.9026749600007742,real_dominant,real_dominant,UNDERRESOLVED,DIAGNOSTIC,0.9977482630148764,True,False
36,57,2,2,-0.013252774412093363,-0.015233654835295436,0.130033169624698,0.9995833193145376,0.9995833193145374,0.9984415749815652,3,1,0.908426235001;0.908426235001,0.930933894879;0.930933894879,0.02250765987766057,1.6315797458498758,3.3292134478637756,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9798554098904091,True,False
37,58,2,2,0.013252774412093363,0.015233654835295436,0.130033169624698,0.9995833193145376,0.9995833193145374,0.9984415749815652,3,1,-0.908426235001;-0.908426235001,-0.930933894879;-0.930933894879,0.02250765987766057,1.6315797458498758,3.3292134478637756,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9798554098904091,True,False
34,44,2,2,-0.03179355159944624,-0.040025135465003185,0.20566036241787125,0.999582303535962,0.9995823035359617,0.9987932486829769,4,4,0.977455914346;0.977455914346,0.986510366858;0.986510366858,0.009054452512271327,1.0296133300190948,2.0377869566166087,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9685986399296407,False,False
35,45,2,2,0.03179355159944624,0.040025135465003185,0.20566036241787125,0.999582303535962,0.9995823035359617,0.9987932486829769,4,4,-0.977455914346;-0.977455914346,-0.986510366858;-0.986510366858,0.009054452512271327,1.0296133300190948,2.0377869566166087,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9685986399296407,False,False
30,40,2,2,-0.03507629898530455,-0.04865879293096058,0.27913750275161,0.9992622236587569,0.9992622236587565,0.9981294211724401,5,5,0.979853095623;0.979853095623,0.990109610445;0.990109610445,0.010256514821854412,2.0413715250942936,1.449463093937611,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9572190640756226,False,False
31,41,2,2,0.03507629898530455,0.04865879293096058,0.27913750275161,0.9992622236587569,0.9992622236587565,0.9981294211724401,5,5,-0.979853095623;-0.979853095623,-0.990109610445;-0.990109610445,0.010256514821854412,2.0413715250942936,1.449463093937611,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9572190640756226,False,False
16,30,2,2,-0.2870735492834598,-0.19073093139281663,0.33560255945250234,0.9675459705620214,0.9363084044032861,0.9998940223979316,16,16,-0.999710355177;-0.999710355177,-0.999205530166;-0.999205530166,0.0005048250107801966,1.0532345461335466,1.006221306583669,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9301607040188203,False,False
17,31,2,2,0.2870735492834598,0.19073093139281663,0.33560255945250234,0.9675459705620214,0.9363084044032861,0.9998940223979316,16,16,0.999710355177;0.999710355177,0.999205530166;0.999205530166,0.0005048250107801966,1.0532345461335466,1.006221306583669,oscillatory,oscillatory,UNDERRESOLVED,DIAGNOSTIC,0.9301607040188203,False,False
