low_group,high_group,low_dimension,high_dimension,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,score,numerically_trackable,physical_interpretation_allowed
55,96,1,1,-0.0,-0.0,0.0,0.9985397444739961,0.9985397444739961,0.9999161848231534,3,3,0,0,0.0,1.1369139964224255,1.1522372450677543,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,0.9991028928901861,True,False
54,99,1,1,-0.0,-0.0,0.0,0.9985397444739955,0.9985397444739955,0.9999161848231534,3,3,0,0,0.0,1.1369139964224249,1.1522372450677552,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,0.9991028928901857,True,False
58,100,1,1,-0.034287708456588774,-0.04252664337679792,0.19373583866494912,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,0.0182135314122,0.0137925133355,0.00442101807667785,1.2550626170516839,1.1930764120502868,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9683916896917377,False,False
59,101,1,1,0.034287708456588774,0.04252664337679792,0.19373583866494912,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,-0.0182135314122,-0.0137925133355,0.00442101807667785,1.2550626170516839,1.1930764120502868,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9683916896917377,False,False
60,97,1,1,-0.03428770845658873,-0.042526643376798005,0.1937358386649516,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,0.0182135314122,0.0137925133355,0.0044210180766762475,1.2550626170516859,1.1930764120502875,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9683916896917374,False,False
61,98,1,1,0.03428770845658873,0.042526643376798005,0.1937358386649516,0.9961579636720496,0.9961579636720496,0.9990291491530016,1,1,-0.0182135314122,-0.0137925133355,0.0044210180766762475,1.2550626170516859,1.1930764120502875,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9683916896917374,False,False
96,144,1,1,-0.022151879792053544,-0.02548284626014417,0.13071406679168115,0.9790452312044278,0.9790452312044278,0.9982664354325539,4,4,0.004072307666,0.018086230616,0.014013922950049669,1.735484847476929,1.7609455438220365,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.967386637562043,True,False
97,145,1,1,0.022151879792053544,0.02548284626014417,0.13071406679168115,0.9790452312044278,0.9790452312044278,0.9982664354325539,4,4,-0.004072307666,-0.018086230616,0.014013922950049669,1.735484847476929,1.7609455438220365,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.967386637562043,True,False
92,142,1,1,-0.022151879792053505,-0.025482846260144208,0.13071406679168396,0.9790452312044278,0.9790452312044278,0.998266435432554,4,4,0.004072307666,0.018086230616,0.014013922950050588,1.7354848474769273,1.760945543822033,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9673866375620426,True,False
93,143,1,1,0.022151879792053505,0.025482846260144208,0.13071406679168396,0.9790452312044278,0.9790452312044278,0.998266435432554,4,4,-0.004072307666,-0.018086230616,0.014013922950050588,1.7354848474769273,1.760945543822033,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9673866375620426,True,False
64,108,1,1,-0.0418161152142541,-0.0557458857561024,0.24987979566408497,0.9879494793343012,0.9879494793343012,0.9946040754237288,1,1,-0.00418436633514,-0.00872012200596,0.004535755670814462,1.260102386167168,1.2881925424897993,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9539387371069001,False,False
65,109,1,1,0.0418161152142541,0.0557458857561024,0.24987979566408497,0.9879494793343012,0.9879494793343012,0.9946040754237288,1,1,0.00418436633514,0.00872012200596,0.004535755670814462,1.260102386167168,1.2881925424897993,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9539387371069001,False,False
62,106,1,1,-0.04181611521425397,-0.05574588575610275,0.24987979566409227,0.9879494793343009,0.9879494793343009,0.9946040754237286,1,1,-0.00418436633514,-0.00872012200595,0.004535755670810928,1.2601023861671674,1.2881925424897998,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9539387371068988,False,False
63,107,1,1,0.04181611521425397,0.05574588575610275,0.24987979566409227,0.9879494793343009,0.9879494793343009,0.9946040754237286,1,1,0.00418436633514,0.00872012200595,0.004535755670810928,1.2601023861671674,1.2881925424897998,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,0.9539387371068988,False,False
34,86,1,1,-0.6248321663900926,-0.3965477110790621,0.36535323818221754,0.9629166350183538,0.9629166350183538,0.9954777152062303,19,19,-0.989821265487,-0.976469698852,0.013351566635274037,1.0193303864257972,1.0350299570189034,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9218164240852372,False,False
35,87,1,1,0.6248321663900926,0.3965477110790621,0.36535323818221754,0.9629166350183538,0.9629166350183538,0.9954777152062303,19,19,0.989821265487,0.976469698852,0.013351566635274037,1.0193303864257972,1.0350299570189034,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9218164240852372,False,False
30,82,1,1,-0.6998832901012364,-0.46603563557743677,0.33412378582431096,0.9533007053939411,0.9533007053939411,0.9953829040523077,20,20,-0.991776028437,-0.9820826754,0.009693353037215635,1.017412713970074,1.0285118063529908,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9207075813757949,False,False
31,83,1,1,0.6998832901012364,0.46603563557743677,0.33412378582431096,0.9533007053939411,0.9533007053939411,0.9953829040523077,20,20,0.991776028437,0.9820826754,0.009693353037215635,1.017412713970074,1.0285118063529908,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9207075813757949,False,False
32,84,1,1,-0.6638456222977667,-0.4277275575783953,0.3556821899376194,0.9563021364262663,0.9563021364262663,0.9982284141006896,20,20,-0.981440537047,-0.946492521634,0.03494801541294823,1.0214453036172033,1.0615730128870091,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9199860568902892,False,False
33,85,1,1,0.6638456222977667,0.4277275575783953,0.3556821899376194,0.9563021364262663,0.9563021364262663,0.9982284141006896,20,20,0.981440537047,0.946492521634,0.03494801541294823,1.0214453036172033,1.0615730128870091,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9199860568902892,False,False
38,90,1,1,-0.5467998992358323,-0.3261075692475246,0.4036071153208536,0.9699407530529165,0.9699407530529165,0.9931368017911726,18,18,-0.986990672572,-0.966861077734,0.020129594837509313,1.0221465524662259,1.045601869983332,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9197075849814149,False,False
39,91,1,1,0.5467998992358323,0.3261075692475246,0.4036071153208536,0.9699407530529165,0.9699407530529165,0.9931368017911726,18,18,0.986990672572,0.966861077734,0.020129594837509313,1.0221465524662259,1.045601869983332,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9197075849814149,False,False
