low_group,high_group,low_dimension,high_dimension,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,score,numerically_trackable,physical_interpretation_allowed
18,48,2,2,-0.4966564091204957,-0.2924401362430428,0.4111821958345195,0.9480821298215856,0.9480821298215855,0.9999418184504576,22,22,-0.9998996423;-0.9998996423,-0.99966801299;-0.99966801299,0.00023162931001796672,1.0283936854856648,1.0098507464475655,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.907157403130388,False,False
19,49,2,2,0.4966564091204957,0.2924401362430428,0.4111821958345195,0.9480821298215856,0.9480821298215855,0.9999418184504576,22,22,0.9998996423;0.9998996423,0.99966801299;0.99966801299,0.00023162931001796672,1.0283936854856648,1.0098507464475655,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.907157403130388,False,False
20,50,2,2,-0.44610963919709146,-0.24374252748333383,0.4536264046613701,0.9585374316815862,0.9585374316815857,0.9999036018084095,21,21,-0.999871805154;-0.999871805154,-0.999520063086;-0.999520063086,0.00035174206785404394,1.6490893485678788,1.0158785774378947,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9070543987618487,False,False
21,51,2,2,0.44610963919709146,0.24374252748333383,0.4536264046613701,0.9585374316815862,0.9585374316815857,0.9999036018084095,21,21,0.999871805154;0.999871805154,0.999520063086;0.999520063086,0.00035174206785404394,1.6490893485678788,1.0158785774378947,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9070543987618487,False,False
16,46,2,2,-0.5451309666332471,-0.3430163594089917,0.3707633937446705,0.9355362719728996,0.9355362719728992,0.9999633349079199,23,23,-0.999919172634;-0.999919172634,-0.999760068898;-0.999760068898,0.00015910373647098908,1.007032849428249,1.0062897084011948,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9056980878490191,False,False
17,47,2,2,0.5451309666332471,0.3430163594089917,0.3707633937446705,0.9355362719728996,0.9355362719728992,0.9999633349079199,23,23,0.999919172634;0.999919172634,0.999760068898;0.999760068898,0.00015910373647098908,1.007032849428249,1.0062897084011948,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9056980878490191,False,False
22,52,2,2,-0.3942880513493241,-0.197277842758753,0.49966061085637004,0.9671657107583136,0.9671657107583131,0.9998301120448071,20,20,-0.999830999555;-0.999830999555,-0.999265478845;-0.999265478845,0.0005655207098399506,1.0226848097232202,1.0024721120866151,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9053078628377343,False,False
23,53,2,2,0.3942880513493241,0.197277842758753,0.49966061085637004,0.9671657107583136,0.9671657107583131,0.9998301120448071,20,20,0.999830999555;0.999830999555,0.999265478845;0.999265478845,0.0005655207098399506,1.0226848097232202,1.0024721120866151,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9053078628377343,False,False
14,44,2,2,-0.5907722363168098,-0.3951098393528237,0.33119768488758067,0.9206278844696032,0.9206278844696029,0.9999831521246544,24,24,-0.999933177596;-0.999933177596,-0.999820417218;-0.999820417218,0.00011276037817731233,1.0203138827609477,1.0145969370597379,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9026928659797884,False,False
15,45,2,2,0.5907722363168098,0.3951098393528237,0.33119768488758067,0.9206278844696032,0.9206278844696029,0.9999831521246544,24,24,0.999933177596;0.999933177596,0.999820417218;0.999820417218,0.00011276037817731233,1.0203138827609477,1.0145969370597379,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9026928659797884,False,False
24,54,2,2,-0.34201264053944724,-0.15338821216518472,0.5515130320234666,0.9742065788079683,0.9742065788079683,0.9996729794044287,19,19,-0.999769035333;-0.999769035333,-0.998784388941;-0.998784388941,0.0009846463917756454,1.0025728206609066,1.0016214852313294,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9017152373323681,False,False
25,55,2,2,0.34201264053944724,0.15338821216518472,0.5515130320234666,0.9742065788079683,0.9742065788079683,0.9996729794044287,19,19,0.999769035333;0.999769035333,0.998784388941;0.998784388941,0.0009846463917756454,1.0025728206609066,1.0016214852313294,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.9017152373323681,False,False
12,42,2,2,-0.6328671168112079,-0.44835610796842457,0.2915477893249828,0.9030923083882154,0.903092308388215,1.0,24,24,-0.999943382;-0.999943382,-0.999861649402;-0.999861649402,8.17325974066252e-05,141.73528995862802,1.6741841298906392,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8981232166341817,False,False
13,43,2,2,0.6328671168112079,0.44835610796842457,0.2915477893249828,0.9030923083882154,0.903092308388215,1.0,24,24,0.999943382;0.999943382,0.999861649402;0.999861649402,8.17325974066252e-05,141.73528995862802,1.6741841298906392,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8981232166341817,False,False
26,56,2,2,-0.290114245738034,-0.11239548365570408,0.6125819903473667,0.9798473363443105,0.9798473363443102,0.9992825081892872,18,18,-0.999670659749;-0.999670659749,-0.997741092594;-0.997741092594,0.0019295671550441096,1.3767637900574876,1.5646595593382007,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8958417303018031,False,False
27,57,2,2,0.290114245738034,0.11239548365570408,0.6125819903473667,0.9798473363443105,0.9798473363443102,0.9992825081892872,18,18,0.999670659749;0.999670659749,0.997741092594;0.997741092594,0.0019295671550441096,1.3767637900574876,1.5646595593382007,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8958417303018031,False,False
10,40,2,2,-0.6707610323394582,-0.5023908704087489,0.2510136305078328,0.8826911982994438,0.8826911982994426,0.982117084662058,24,24,-0.999950889401;-0.999950889401,-0.999890783936;-0.999890783936,6.0105464759319105e-05,2.5196306443880356,1.0006407605895458,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8874919455690058,False,False
11,41,2,2,0.6707610323394582,0.5023908704087489,0.2510136305078328,0.8826911982994438,0.8826911982994426,0.982117084662058,24,24,0.999950889401;0.999950889401,0.999890783936;0.999890783936,6.0105464759319105e-05,2.5196306443880356,1.0006407605895458,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8874919455690058,False,False
28,60,2,2,-0.23941873187040646,-0.07458240020310612,0.6884855265064374,0.9841038503460626,0.9841038503460624,0.9980564466542489,17,17,-0.999505301286;-0.999505301286,-0.994906149448;-0.994906149448,0.004599151838184934,1.116164487736525,1.0243910003918173,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.886703592895234,False,False
29,61,2,2,0.23941873187040646,0.07458240020310612,0.6884855265064374,0.9841038503460626,0.9841038503460624,0.9980564466542489,17,17,0.999505301286;0.999505301286,0.994906149448;0.994906149448,0.004599151838184934,1.116164487736525,1.0243910003918173,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.886703592895234,False,False
8,38,2,2,-0.7038673396618902,-0.556852838692365,0.2088667745830416,0.8592349449766619,0.8592349449766612,0.9795531300503406,24,24,-0.999956423248;-0.999956423248,-0.999911952593;-0.999911952593,4.447065430113195e-05,9.760488575550191,1.0286747958988036,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.879099233311126,False,False
9,39,2,2,0.7038673396618902,0.556852838692365,0.2088667745830416,0.8592349449766619,0.8592349449766612,0.9795531300503406,24,24,0.999956423248;0.999956423248,0.999911952593;0.999911952593,4.447065430113195e-05,9.760488575550191,1.0286747958988036,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.879099233311126,False,False
30,72,2,2,-0.19073093139281663,-0.040109097816423814,0.7897084782026372,0.9894918877464685,0.9818799927107255,0.992133202934458,16,16,-0.999205530166;-0.999205530166,-0.982796986372;-0.982796986372,0.016408543794534047,1.006221306583669,1.0250908364732167,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8732721616511,False,False
31,73,2,2,0.19073093139281663,0.040109097816423814,0.7897084782026372,0.9894918877464685,0.9818799927107255,0.992133202934458,16,16,0.999205530166;0.999205530166,0.982796986372;0.982796986372,0.016408543794534047,1.006221306583669,1.0250908364732167,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8732721616511,False,False
49,66,2,2,-0.018398948932960735,-0.07752754392417678,0.7626785526579403,0.9871845839963668,0.9871845839963667,0.9543535412082407,9,10,0.923569786291;0.923569786291,0.995724638482;0.995724638482,0.0721548521910984,1.0878515238175024,1.113713918888336,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8664973528011891,False,False
50,67,2,2,0.018398948932960735,0.07752754392417678,0.7626785526579403,0.9871845839963668,0.9871845839963667,0.9543535412082407,9,10,-0.923569786291;-0.923569786291,-0.995724638482;-0.995724638482,0.0721548521910984,1.0878515238175024,1.113713918888336,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8664973528011891,False,False
6,36,2,2,-0.7316755529783125,-0.6113862085887745,0.1644025742009498,0.8326071491053855,0.8326071491053849,0.9562680327877613,24,24,-0.999960465705;-0.999960465705,-0.999927699156;-0.999927699156,3.276654928052736e-05,5.449500158524365,1.458763250564587,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8639709115300291,False,False
7,37,2,2,0.7316755529783125,0.6113862085887745,0.1644025742009498,0.8326071491053855,0.8326071491053849,0.9562680327877613,24,24,0.999960465705;0.999960465705,0.999927699156;0.999927699156,3.276654928052736e-05,5.449500158524365,1.458763250564587,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8639709115300291,False,False
4,34,2,2,-0.753758354616193,-0.6656428317800517,0.11690155378909069,0.8027884726942093,0.8027884726942083,0.9859427748014837,24,24,-0.999963340049;-0.999963340049,-0.999939649486;-0.999939649486,2.3690562582112662e-05,1.0086249883077967,1.1574850438297761,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8606235442485328,True,False
5,35,2,2,0.753758354616193,0.6656428317800517,0.11690155378909069,0.8027884726942093,0.8027884726942083,0.9859427748014837,24,24,0.999963340049;0.999963340049,0.999939649486;0.999939649486,2.3690562582112662e-05,1.0086249883077967,1.1574850438297761,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8606235442485328,True,False
56,86,1,1,-0.0,-6.269350140342656e-10,1.0,0.9999999999999968,0.9999999999999968,1.0,0,0,0,-1.56926043008e-07,1.569260430076895e-07,15504688.08233008,5429066.265281702,real_dominant,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8499999999999981,False,False
61,87,1,1,-0.0,6.269350140342656e-10,1.0,0.9999999999999969,0.9999999999999969,1.0,0,0,0,1.56926043008e-07,1.569260430076895e-07,15504686.895053718,5429066.265281702,real_dominant,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8499999999999981,False,False
2,32,2,2,-0.7697773650490451,-0.7192841179712604,0.06559461133878315,0.7698762007628637,0.7698762007628621,0.855176561611454,23,24,-0.999965260579;-0.999965260579,-0.999948876331;-0.999948876331,1.6384247974232657e-05,1.0005717253057334,1.0111512703667098,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8158806691597642,False,False
3,33,2,2,0.7697773650490451,0.7192841179712604,0.06559461133878315,0.7698762007628637,0.7698762007628621,0.855176561611454,23,24,0.999965260579;0.999965260579,0.999948876331;0.999948876331,1.6384247974232657e-05,1.0005717253057334,1.0111512703667098,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.8158806691597642,False,False
32,90,2,2,-0.144816647196658,-0.007276472286701379,0.9497538962021398,0.9228550961094137,0.9228550961094093,0.8999918778824965,15,15,-0.998601883293;-0.998601883293,-0.695929610094;-0.695929610094,0.30267227319889245,1.0036640689927105,1.445330462286056,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.7862479427059514,False,False
33,91,2,2,0.144816647196658,0.007276472286701379,0.9497538962021398,0.9228550961094137,0.9228550961094093,0.8999918778824965,15,15,0.998601883293;0.998601883293,0.695929610094;0.695929610094,0.30267227319889245,1.0036640689927105,1.445330462286056,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.7862479427059514,False,False
0,30,3,2,-0.7805720869821104,-0.7719826936776147,0.01100397189157064,0.48939700110483175,0.489397001104828,0.9503994356871623,24,24,-0.999966722471;-0.999966363011;-0.999966363011,-0.99995610712;-0.99995610712,inf,20.351603611789333,1.0019052116658633,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.679587463800954,False,False
1,31,3,2,0.7805720869821104,0.7719826936776147,0.01100397189157064,0.48939700110483175,0.489397001104828,0.9503994356871623,24,24,0.999966363011;0.999966363011;0.999966722471,0.99995610712;0.99995610712,inf,20.351603611789333,1.0019052116658633,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.679587463800954,False,False
51,58,2,2,-0.0,-0.06864246852262462,1.0,0.6918922214358393,0.6918922214358377,0.9216448096636449,11,11,-3.98201019905e-15;3.98201019905e-15,0.994421603936;0.994421603936,0.9944216039363678,5.942391906919313,1.0145749882487611,real_dominant,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.6455465352774148,False,False
48,59,2,2,-0.0,0.06864246852262462,1.0,0.6918922214358386,0.6918922214358375,0.9216448096636435,11,11,-2.18448260962e-15;2.18448260962e-15,-0.994421603936;-0.994421603936,0.994421603936366,1.0873746381442815,1.0145749882487611,real_dominant,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.645546535277414,False,False
38,77,4,2,-0.05317118306932355,-0.07071420744630685,0.24808344759154213,0.49980548797209234,0.4998054879720922,0.9215758918621398,6,6,0.99069517292;0.99069517292;0.99121113827;0.99121113827,0.99557074268;0.99557074268,inf,3.2482364019043706,3.0979908482708307,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.643064748610059,False,False
39,78,4,2,0.05317118306932355,0.07071420744630685,0.24808344759154213,0.49980548797209234,0.4998054879720922,0.9215758918621398,6,6,-0.99121113827;-0.99121113827;-0.99069517292;-0.99069517292,-0.99557074268;-0.99557074268,inf,3.2482364019043706,3.0979908482708307,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.643064748610059,False,False
42,62,2,4,-0.047477491155209696,-0.08205490903968327,0.421393653215206,0.49937621066728954,0.49937621066728954,0.9234097371738359,8,8,0.987949973239;0.987949973239,0.996281997248;0.996281997248;0.996419245956;0.996419245956,inf,1.451584231586234,4.313870358113394,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.6172691127115518,False,False
43,63,2,4,0.047477491155209696,0.08205490903968327,0.421393653215206,0.49937621066728954,0.49937621066728954,0.9234097371738359,8,8,-0.987949973239;-0.987949973239,-0.996419245956;-0.996419245956;-0.996281997248;-0.996281997248,inf,1.451584231586234,4.313870358113394,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.6172691127115518,False,False
34,88,2,2,-0.10237995301218494,-0.014003799380137166,0.8632173685558296,0.2043406059783331,0.2043406059783325,0.8507686069175634,14,13,-0.997179016665;-0.997179016665,0.882343903194;0.882343903194,1.8795229198590984,1.0283093145064088,1.406424422919142,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.35581391003301627,False,False
35,89,2,2,0.10237995301218494,0.014003799380137166,0.8632173685558296,0.2043406059783331,0.2043406059783325,0.8507686069175634,14,13,0.997179016665;0.997179016665,-0.882343903194;-0.882343903194,1.8795229198590984,1.0283093145064088,1.406424422919142,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.35581391003301627,False,False
46,64,2,2,-0.030061431058643385,-0.055239244959538136,0.45579576475632666,0.059609158862279105,0.05960915886227814,0.9418214723083095,12,12,-0.968547506983;-0.968547506983,0.99124932577;0.99124932577,1.9597968327529383,1.0328551130147692,1.7541946445832646,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.35285149868099586,False,False
47,65,2,2,0.030061431058643385,0.055239244959538136,0.45579576475632666,0.059609158862279105,0.05960915886227814,0.9418214723083095,12,12,0.968547506983;0.968547506983,-0.99124932577;-0.99124932577,1.9597968327529383,1.0328551130147692,1.7541946445832646,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.35285149868099586,False,False
36,81,2,2,-0.06402195531982374,-0.0372478169681973,0.41820244661187506,0.03776483397049796,0.03776483397049752,0.9545371507003967,13,13,-0.992796564131;-0.992796564131,0.980737402649;0.980737402649,1.973533966779735,1.1719760114436615,1.0280052331428606,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.34856282106561665,False,False
37,82,2,2,0.06402195531982374,0.0372478169681973,0.41820244661187506,0.03776483397049796,0.03776483397049752,0.9545371507003967,13,13,0.992796564131;0.992796564131,-0.980737402649;-0.980737402649,1.973533966779735,1.1719760114436615,1.0280052331428606,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.34856282106561665,False,False
52,79,2,2,-0.03610322469059935,-0.07825921208832014,0.5386712474199876,1.9022187789910918e-14,7.641492038256023e-15,0.23539275871054607,9,7,0.978806944583;0.978806944583,0.996209684973;0.996209684973,0.01740274039023504,1.9429223659173265,4.327582235593923,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.1280475025646498,False,False
53,80,2,2,0.03610322469059935,0.07825921208832014,0.5386712474199876,1.9022187789910918e-14,7.641492038256023e-15,0.23539275871054607,9,7,-0.978806944583;-0.978806944583,-0.996209684973;-0.996209684973,0.01740274039023504,1.9429223659173265,4.327582235593923,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,0.1280475025646498,False,False
