pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,d578b823a5d17cab,a9fd253a6e24b575,geometry/d578b823a5d17cab.npz,geometry/a9fd253a6e24b575.npz
P00001,fa1a78a37094d24a,76bebcbefda3419e,geometry/fa1a78a37094d24a.npz,geometry/76bebcbefda3419e.npz
P00002,5dc4e278b8b92961,11237c3315393852,geometry/5dc4e278b8b92961.npz,geometry/11237c3315393852.npz
P00003,43bf3350dccf4a32,87820ff19ecb272d,geometry/43bf3350dccf4a32.npz,geometry/87820ff19ecb272d.npz
P00004,8cd5015ae46c8c1d,a415a5a3b9355a14,geometry/8cd5015ae46c8c1d.npz,geometry/a415a5a3b9355a14.npz
P00005,775f74cdfb8180c4,cb21a0bf33742a17,geometry/775f74cdfb8180c4.npz,geometry/cb21a0bf33742a17.npz
P00006,35cccf24e8c6257f,596fe9f29921a325,geometry/35cccf24e8c6257f.npz,geometry/596fe9f29921a325.npz
P00007,7d21a123f8394cdf,2dd74b9e830d015d,geometry/7d21a123f8394cdf.npz,geometry/2dd74b9e830d015d.npz
P00008,482a2e2940773b70,b5df77769eb69f95,geometry/482a2e2940773b70.npz,geometry/b5df77769eb69f95.npz
P00009,5f89b901dc04885e,4c0005330f714cbb,geometry/5f89b901dc04885e.npz,geometry/4c0005330f714cbb.npz
P00010,72f74d913a0d1697,1dd5e56e137ce97a,geometry/72f74d913a0d1697.npz,geometry/1dd5e56e137ce97a.npz
P00011,0a2413412a4cf4d5,7b6d3dd4c3149640,geometry/0a2413412a4cf4d5.npz,geometry/7b6d3dd4c3149640.npz
P00012,7b3282c47734d6ec,0d9fe03854733560,geometry/7b3282c47734d6ec.npz,geometry/0d9fe03854733560.npz
P00013,fe227035185305d3,6960d6ea4ff612f7,geometry/fe227035185305d3.npz,geometry/6960d6ea4ff612f7.npz
P00014,b6b1bf95bf1a66eb,171b3cbe6368636c,geometry/b6b1bf95bf1a66eb.npz,geometry/171b3cbe6368636c.npz
P00015,3cffffbddd13ae7b,80134f6986bfc367,geometry/3cffffbddd13ae7b.npz,geometry/80134f6986bfc367.npz
P00016,84dc25fa02a664b9,8f91a94d1d7221dd,geometry/84dc25fa02a664b9.npz,geometry/8f91a94d1d7221dd.npz
P00017,eb12565c42c30a7b,31266a0566971a15,geometry/eb12565c42c30a7b.npz,geometry/31266a0566971a15.npz
P00018,b499c9226c67e83c,5991885b03e56367,geometry/b499c9226c67e83c.npz,geometry/5991885b03e56367.npz
P00019,3e9ef75001b1f5be,d846495f1be825b3,geometry/3e9ef75001b1f5be.npz,geometry/d846495f1be825b3.npz
P00020,a3d44f026f86f990,51384f10eb90c76f,geometry/a3d44f026f86f990.npz,geometry/51384f10eb90c76f.npz
P00021,388d97fb51a4f1c3,4762dd6dc0eeff62,geometry/388d97fb51a4f1c3.npz,geometry/4762dd6dc0eeff62.npz
P00022,c95d3296164ea8f5,3ba025278d0f33b7,geometry/c95d3296164ea8f5.npz,geometry/3ba025278d0f33b7.npz
P00023,e221661c9c0f5138,549d2a315bfad45e,geometry/e221661c9c0f5138.npz,geometry/549d2a315bfad45e.npz
P00024,04211c8e767f9f71,7f0f957328e046fe,geometry/04211c8e767f9f71.npz,geometry/7f0f957328e046fe.npz
P00025,f47cf4cb6b317973,833c069d7b11b852,geometry/f47cf4cb6b317973.npz,geometry/833c069d7b11b852.npz
P00026,8190f2ac8efad1dd,931826e14672580e,geometry/8190f2ac8efad1dd.npz,geometry/931826e14672580e.npz
P00027,24521cde2982617c,d197cf4803dc644b,geometry/24521cde2982617c.npz,geometry/d197cf4803dc644b.npz
P00028,8f0e67920040e74b,2cc998203b0fe91c,geometry/8f0e67920040e74b.npz,geometry/2cc998203b0fe91c.npz
P00029,dc4edc900f2909c4,fc621b6ceef3e1e1,geometry/dc4edc900f2909c4.npz,geometry/fc621b6ceef3e1e1.npz
