axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,growth_effect_bounded,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,closed_phase_valid,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,clock_regime,axial_branch_continuation_enabled,axial_branch_continuation_success
-0.75,9fbe678aa1e820a9,b6d2f5d1331f0ac3,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.03,torus,1,1,P00000,gaussian,INDETERMINATE,0.0,1.6085086110833254e-15,nan,nan,nan,False,False,nan,nan,0.9807227342637239,False,False,False,False,nan,nan,nan,nan,0.0,-1.024818337961008,1.024818337961008,6.131023494057194,1.2853520206777405,-0.2605336827167324,24.1165949894127,-0.10934684678203405,nan,nan,nan,1.3207793553866565,0.7759194098404073,0.19725753711562327,FAST_SWIRL_LOCKED,False,True
-0.75,58599b3248c27d75,f0a7feb238841a8c,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.03,torus,1,2,P00001,gaussian,CLOSED,0.008832776315173633,0.008164704747180765,nan,nan,nan,False,False,-0.1912817749717204,0.3240495176419237,0.2172451296645484,True,False,True,False,0.7954860733975805,0.05,0.001236740701218069,145.9749239173118,0.008832776315173633,-1.5587180656071637,1.5587180656071637,4.030995371014778,1.532256202811458,0.026201579508716044,239.80177626655916,-0.4485717077390397,951.5662103694157,643.2116388948532,-0.1912817749717204,1.3207793553866565,1.1801502342159573,0.019837968697690285,FAST_SWIRL_LOCKED,False,True
-0.75,04e2002bbc915ee6,4d3e18fbf2fbbbf0,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,1,P00002,gaussian,CLOSED,0.0,0.007301795418672539,nan,nan,nan,False,False,2.8895985714325314,0.16054925149485744,0.9937201119758472,True,False,True,True,0.0013582343724494296,0.05,6.025993698713725e-07,357.42306176158553,0.0,-1.0239846268739443,1.0239846268739443,6.136015270425603,1.2787728788782131,-0.2547882520042688,24.66042000662698,-0.09802759751470978,2612.6051693644145,2193.1533649713624,2.8895985714325314,1.3207793553866565,0.775288183221318,0.19290750643939303,FAST_SWIRL_LOCKED,False,True
-0.75,e02f0c8fc00526d2,9750cafef51db8a9,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,2,P00003,gaussian,TIE,0.022066057887597922,0.021903342822305247,1.007428774334812,0.007401316890341861,0.0037004749147331205,False,True,3.118726120848613,0.001490939471738173,0.27150430933619596,True,True,True,True,0.00026513959088859284,0.05,1.4390884247638253e-07,85.4946148064541,0.022066057887597922,-1.4668931178259348,1.4668931178259348,4.283328642574737,1.4881732753213996,-0.021280157495464858,295.2602821909863,-0.7004046296023851,365.6563608848437,366.2015323863791,3.118726120848613,1.3207793553866565,1.110626927838756,0.016111818683927807,FAST_SWIRL_LOCKED,False,True
-0.75,bf5d5620b275d984,4f150479d80afe3a,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.07,torus,1,1,P00004,gaussian,CLOSED,0.010276978237427504,0.010236843531015342,nan,nan,nan,False,False,-0.596862737886303,0.23587534055673687,0.207053610071869,True,False,True,True,0.289710115714948,0.05,0.0010085448610635138,65.15191950393336,0.010276978237427504,-1.4603451861423835,1.4603451861423835,4.302534336951604,1.4870282168793574,-0.026683030736973867,235.47494919582604,-0.4866200928971354,375.92747511358994,287.2554538965377,-0.596862737886303,1.3207793553866565,1.1056693006190041,0.02020248925617288,FAST_SWIRL_LOCKED,False,True
-0.75,387badc9cbcece14,686da978dc80b6d2,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.07,torus,1,2,P00005,gaussian,TIE,0.02833979862071327,0.02799941658550391,1.0121567502166486,0.012083450389248612,0.0060414393612830556,False,True,2.6411174452690758,0.018614429609838723,0.3491975231512639,True,True,True,True,0.000241468007914594,0.049999999999999996,5.234695513069945e-07,63.58094844321949,0.02833979862071327,-1.4365926103549957,1.4365926103549957,4.373672300616214,1.465615694057511,-0.029023083702515162,216.4892391029793,-0.6542591498086058,279.6045923329852,284.8092723355552,2.6411174452690758,1.3207793553866565,1.0876855430061103,0.02197421059327407,FAST_SWIRL_LOCKED,False,True
0.75,5ef48e8167f8d8ce,580098213ad2f029,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.03,torus,1,1,P00006,gaussian,INDETERMINATE,0.0,0.00010739976952461048,nan,nan,nan,False,False,nan,nan,0.9848103443738603,False,False,False,False,nan,nan,nan,nan,0.0,-0.9793445118953078,0.9793445118953078,6.415704821809693,1.2845927767690268,-0.30524826487371903,20.583852654425193,-0.020652973970026786,nan,nan,nan,1.3207793553866565,0.7414898695237448,0.23111223205359535,OTHER_BRANCH,False,True
0.75,870302ecb26a64ad,12eee8507601e589,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.03,torus,1,2,P00007,gaussian,CLOSED,0.000462025865405671,0.0004804559880623851,nan,nan,nan,False,False,2.832104137742643,0.03502065061808057,0.22737461585294896,True,False,True,False,2.121203998694872,0.049999999999999996,4.694331273520494e-05,476.5938779140263,0.000462025865405671,-0.06510090719594012,0.06510090719594012,96.51455836503955,1.002041462660772,-0.9374254476579016,6.702597334942985,-0.00911549405694812,46826.39002839563,45186.499383505216,2.832104137742643,1.3207793553866565,0.0492897673865306,0.7097517415264804,SLOW_MODE,False,True
0.75,bd260c62676b9396,c40e4474e86f2141,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00008,gaussian,INDETERMINATE,0.00028863160906737474,0.0002733242257630355,nan,nan,nan,False,False,nan,nan,0.22919263689100117,False,False,False,False,nan,nan,nan,nan,0.00028863160906737474,-0.06463684498853782,0.06463684498853782,97.20748759154003,1.0017810204107676,-0.9338287292216026,6.728412941864581,-0.006696001355887419,nan,nan,nan,1.3207793553866565,0.04893841255537755,0.7070285626536201,SLOW_MODE,False,True
0.75,524682ac018f3795,5c166e3db584ba85,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00009,gaussian,TIE,0.001107058994659179,0.0011408410006400914,0.9703887659633392,-0.030058498126500976,-0.015014892240318826,False,True,3.051213851573252,0.31520121394780465,0.24676163731353315,True,True,True,False,4.994132094412479,0.05000000000000001,2.324324970781693e-05,2582.4143047247803,0.001107058994659179,-0.07367457835856245,0.07367457835856245,85.28294897868737,1.0221098575031473,-0.9466059712208583,6.637593146677519,-0.001567657431257006,163369.49827230338,214863.76244977716,3.051213851573252,1.3207793553866565,0.055781140171587786,0.7167025797005592,SLOW_MODE,False,True
