carrier_id,family,n,poly_r2,c1_A,c2_B,c3_C,c4_D,median_even_quadratic_B,median_odd_linear_A,n_symmetric_pairs
TRIPLE_GEAR_T3_3,triple_gear,36,0.07700100025890377,0.07840689455287725,0.08744019366690835,4.163336342344337e-17,-3.5861369640082246e-16,0.21322122238622038,0.038212964123111814,2
