carrier_id,beta_total,n_threads,helix_turns,active_score,null_score,active_minus_null,best_p,best_q,thread_over_carrier_rate
TRIPLE_GEAR_T3_3,-0.5,3,0.0,2.477105558913823,2.4060824300937664,0.07102312882005668,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,1,1.0,2.8724328512656685,2.4060824300937664,0.46635042117190206,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,1,1.0,2.4771055475653916,2.4060824300937664,0.07102311747162515,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,3,3.0,2.7407469062613226,2.4060824300937664,0.3346644761675561,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,5,1.0,2.872432916475995,2.4060824300937664,0.46635048638222854,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,3,1.0,2.6170893451401733,2.4060824300937664,0.2110069150464069,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,3,0.0,2.7407469224216885,2.4060824300937664,0.33466449232792206,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,5,1.0,2.740746916233728,2.4060824300937664,0.3346644861399617,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,5,0.0,2.617089355693671,2.4060824300937664,0.21100692559990453,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,1,1.0,2.6288301391748545,2.4060824300937664,0.2227477090810881,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,1,3.0,2.87243288183976,2.4060824300937664,0.46635045174599377,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,3,3.0,2.6170893482228585,2.4060824300937664,0.2110069181290921,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,5,1.0,2.617089359830445,2.4060824300937664,0.21100692973667856,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,3,1.0,2.477105553272805,2.4060824300937664,0.07102312317903836,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,5,3.0,2.7407469163577547,2.4060824300937664,0.33466448626398826,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,5,0.0,2.740746929267495,2.4060824300937664,0.33466449917372865,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,5,3.0,2.617089362146023,2.4060824300937664,0.2110069320522565,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,3,1.0,2.740746905610963,2.4060824300937664,0.33466447551719636,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,3,3.0,2.477105550915561,2.4060824300937664,0.07102312082179463,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,1,0.0,2.477105441862624,2.4060824300937664,0.07102301176885772,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,1,1.0,2.720293904024259,2.4060824300937664,0.3142114739304924,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,3,0.0,2.6170893461939793,2.4060824300937664,0.21100691610021283,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,3,3.0,2.8724329052602453,2.4060824300937664,0.4663504751664789,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,1,3.0,2.4771055144090797,2.4060824300937664,0.07102308431531323,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,5,1.0,2.4771055582982786,2.4060824300937664,0.07102312820451218,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,1,0.0,2.628830060543386,2.4060824300937664,0.22274763044961965,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,5,0.0,2.872432945612934,2.4060824300937664,0.4663505155191676,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,5,3.0,2.4771055559387274,2.4060824300937664,0.07102312584496095,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,1,0.0,2.8724329480434365,2.4060824300937664,0.4663505179496701,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,5,3.0,2.8724329155998025,2.4060824300937664,0.4663504855060361,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,1,0.0,2.720293956317313,2.4060824300937664,0.31421152622354676,1,1,0.0
TRIPLE_GEAR_T3_3,-1.0,1,3.0,2.628830112747785,2.4060824300937664,0.22274768265401867,1,1,0.0
TRIPLE_GEAR_T3_3,0.5,1,3.0,2.7202939192785127,2.4060824300937664,0.3142114891847463,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,3,0.0,2.8724329377329774,2.4060824300937664,0.46635050763921093,1,1,0.0
TRIPLE_GEAR_T3_3,-0.5,5,0.0,2.4771055616062894,2.4060824300937664,0.07102313151252293,1,1,0.0
TRIPLE_GEAR_T3_3,1.0,3,1.0,2.8724329057002316,2.4060824300937664,0.46635047560646514,1,1,0.0
