path,kind,status,reason,sample_id,source,rows_or_frames
C:\workspace\solo_projects\SST-Workbench\SST_vArrow_Spectral_Blind_Falsifier\SST_vArrow_Spectral_Blind_Falsifier_v0.2.0\campaigns\demo_spectrum\demo_N300.csv,spectrum_csv,speed_eligible,,demo_N300,manifest,
C:\workspace\solo_projects\SST-Workbench\SST_vArrow_Spectral_Blind_Falsifier\SST_vArrow_Spectral_Blind_Falsifier_v0.2.0\campaigns\demo_spectrum\demo_N600.csv,spectrum_csv,speed_eligible,,demo_N600,manifest,
C:\workspace\solo_projects\SST-Workbench\SST_vArrow_Spectral_Blind_Falsifier\SST_vArrow_Spectral_Blind_Falsifier_v0.2.0\campaigns\demo_spectrum\demo_N1200.csv,spectrum_csv,speed_eligible,,demo_N1200,manifest,
