pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,d0c4da6c96eec1d3,0e0f0fa7cd5af314,geometry/d0c4da6c96eec1d3.npz,geometry/0e0f0fa7cd5af314.npz
P00001,35cb3a678e7307cb,eeba729e19deb0dd,geometry/35cb3a678e7307cb.npz,geometry/eeba729e19deb0dd.npz
P00002,022526d449e05d41,42c1392010bffd2d,geometry/022526d449e05d41.npz,geometry/42c1392010bffd2d.npz
P00003,ca57ce0613ff6f0d,6a453581d912f9b1,geometry/ca57ce0613ff6f0d.npz,geometry/6a453581d912f9b1.npz
P00004,22426db74c4de811,6cb703e7f8dc3a4d,geometry/22426db74c4de811.npz,geometry/6cb703e7f8dc3a4d.npz
P00005,fb1a7f21adee473a,47f341ac5d69bd3a,geometry/fb1a7f21adee473a.npz,geometry/47f341ac5d69bd3a.npz
P00006,58add05a071c4693,ab20343d6209530e,geometry/58add05a071c4693.npz,geometry/ab20343d6209530e.npz
P00007,24851f412b156aef,dcf0bc9b0e2700c0,geometry/24851f412b156aef.npz,geometry/dcf0bc9b0e2700c0.npz
P00008,2b72fdf7c0d557cf,1a5ab3d9971a5e35,geometry/2b72fdf7c0d557cf.npz,geometry/1a5ab3d9971a5e35.npz
P00009,533b661840e9880b,2f79b1b595cdd5cc,geometry/533b661840e9880b.npz,geometry/2f79b1b595cdd5cc.npz
P00010,9eed5e2692ae4ed0,dcbc9b158d7bc953,geometry/9eed5e2692ae4ed0.npz,geometry/dcbc9b158d7bc953.npz
P00011,58b581cc6cd347b1,53d0bc4eb8ea039f,geometry/58b581cc6cd347b1.npz,geometry/53d0bc4eb8ea039f.npz
P00012,88af2b668b07a673,9ffacc90b17de0fa,geometry/88af2b668b07a673.npz,geometry/9ffacc90b17de0fa.npz
P00013,0688503ed346556f,acadf59c2cc26d4e,geometry/0688503ed346556f.npz,geometry/acadf59c2cc26d4e.npz
P00014,b33c9801a1189500,ec850a7f9f748c37,geometry/b33c9801a1189500.npz,geometry/ec850a7f9f748c37.npz
P00015,91639fed9d64fba3,31a588d54da9356a,geometry/91639fed9d64fba3.npz,geometry/31a588d54da9356a.npz
