schema,topology_key,dynamic_status,frame_count,component_count,Q_geom_min,Q_geom_mean,Q_geom_final,Q_phase_min,Q_phase_mean,Q_phase_final,Dmin_projected_det1_max,Dmin_projected_det1_mean,largest_defect_cluster_fraction_max,phase_structure_ir_exponent,dispersion_exponent_p,dispersion_prefactor_A,time_unit,length_unit
sst21d.dynamic-master-row.v0.1,0_1,TRAJECTORY_ANALYZED,120,1,0.9968051145430329,0.9989298876639938,0.9968051145430329,0.9909361835312194,0.9942499280970163,0.9950880084850605,2.0931042263211028e-05,3.5201847652644296e-06,0.0,1.4898237481039909,1.0388737512635924,0.7779019420123946,s,m
