group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-9.518877109496586e+19,-0.24522315638224956,-1600.0,-4.121883765262197e-18,-15,-0.999766007177
1,1,1,oscillatory,1,9.518877109496586e+19,0.24522315638224956,-1600.0,-4.121883765262197e-18,15,0.999766007177
2,2,2;4,oscillatory,-1,-9.344176321036783e+19,-0.24072255423393102,192.0,4.946260518314636e-19,-15;15,-0.999752658583;-0.999752658583
3,2,3;5,oscillatory,1,9.344176321036783e+19,0.24072255423393102,192.0,4.946260518314636e-19,-15,0.999752658583;0.999752658583
4,2,6;8,oscillatory,-1,-8.832441503919233e+19,-0.22753935776645445,-1792.0,-4.616509817093661e-18,-14;14,-0.999708181331;-0.999708181331
5,2,7;9,oscillatory,1,8.832441503919233e+19,0.22753935776645445,-1792.0,-4.616509817093661e-18,-14;14,0.999708181331;0.999708181331
6,2,10;12,oscillatory,-1,-8.019866162829535e+19,-0.20660597585089183,1824.0,4.698947492398905e-18,13,-0.999616596988;-0.999616596988
7,2,11;13,oscillatory,1,8.019866162829535e+19,0.20660597585089183,1824.0,4.698947492398905e-18,-13,0.999616596988;0.999616596988
8,2,14;16,oscillatory,-1,-6.9637922789087085e+19,-0.17939963961932529,-160.0,-4.1218837652621975e-19,-12;12,-0.999439577606;-0.999439577606
9,2,15;17,oscillatory,1,6.9637922789087085e+19,0.17939963961932529,-160.0,-4.1218837652621975e-19,-12;12,0.999439577606;0.999439577606
10,2,18;20,oscillatory,-1,-5.738408153448515e+19,-0.14783157128842286,-928.0,-2.3906925838520744e-18,11,-0.999084681329;-0.999084681329
11,2,19;21,oscillatory,1,5.738408153448515e+19,0.14783157128842286,-928.0,-2.3906925838520744e-18,-11,0.999084681329;0.999084681329
12,2,22;24,oscillatory,-1,-4.429033296982532e+19,-0.11409975276648752,896.0,2.3082549085468305e-18,-10,-0.998303485478;-0.998303485478
13,2,23;25,oscillatory,1,4.429033296982532e+19,0.11409975276648752,896.0,2.3082549085468305e-18,10,0.998303485478;0.998303485478
14,2,26;28,oscillatory,-1,-3.1251784603874976e+19,-0.08051013974636459,192.0,4.946260518314636e-19,-9;9,-0.996292681955;-0.996292681955
15,2,27;29,oscillatory,1,3.1251784603874976e+19,0.08051013974636459,192.0,4.946260518314636e-19,-9;9,0.996292681955;0.996292681955
16,2,30;32,oscillatory,-1,-1.9120674414033125e+19,-0.049258248405042136,-3520.0,-9.068144283576834e-18,-8,-0.989517799227;-0.989517799227
17,2,31;33,oscillatory,1,1.9120674414033125e+19,0.049258248405042136,-3520.0,-9.068144283576834e-18,8,0.989517799227;0.989517799227
18,2,34;36,oscillatory,-1,-8.549410259734761e+18,-0.022024797095104236,704.0,1.8136288567153668e-18,7,-0.948756671073;-0.948756671073
19,2,35;37,oscillatory,1,8.549410259734761e+18,0.022024797095104236,704.0,1.8136288567153668e-18,-7,0.948756671073;0.948756671073
20,1,38,near_zero,0,-11942476073.339836,-3.0765936402332314e-11,883.3449725946085,2.275653313539811e-18,0,-7.56842153297e-09
21,1,39,near_zero,0,11942476073.339836,3.0765936402332314e-11,883.3449725946085,2.275653313539811e-18,0,7.56842153297e-09
22,2,40;42,oscillatory,-1,-5.970089763675875e+18,-0.015380010046283511,968.0,2.4937396779836295e-18,-4;-2,0.91763520002;0.91763520002
23,2,41;43,oscillatory,1,5.970089763675875e+18,0.015380010046283511,968.0,2.4937396779836295e-18,2;4,-0.91763520002;-0.91763520002
24,2,44;46,oscillatory,-1,-6.057760853271059e+18,-0.015605866321836784,-834.0,-2.1485319126429203e-18,3,0.911632304927;0.911632304927
25,2,45;47,oscillatory,1,6.057760853271059e+18,0.015605866321836784,-834.0,-2.1485319126429203e-18,-3,-0.911632304927;-0.911632304927
26,2,48;50,oscillatory,-1,-3.670333615989252e+18,-0.009455430340526372,960.0,2.4731302591573183e-18,-3;-1,0.838333011708;0.838333011708
27,2,49;51,oscillatory,1,3.670333615989252e+18,0.009455430340526372,960.0,2.4731302591573183e-18,1;3,-0.838333011708;-0.838333011708
28,2,52;54,oscillatory,-1,-3.119361398719154e+18,-0.008036028192103788,2288.0,5.894293784324942e-18,4;6,0.741479855706;0.741479855706
29,2,53;55,oscillatory,1,3.119361398719154e+18,0.008036028192103788,2288.0,5.894293784324942e-18,-6;-4,-0.741479855706;-0.741479855706
30,2,56;57,real_dominant,-1,-0.0,-0.0,-2.663928559984932e+18,-0.006862752427012621,-6,-6.82198092687e-16;6.82198092687e-16
31,2,58;59,real_dominant,-1,-0.0,-0.0,-1.7244360872791542e+18,-0.004442453195242632,0,-9.47003590237e-16;9.13016614603e-16
32,2,60;61,real_dominant,1,-0.0,-0.0,2.663928559984935e+18,0.006862752427012629,-6,-5.11767578522e-16;5.11767578522e-16
33,2,62;63,real_dominant,1,-0.0,-0.0,1.7244360872791516e+18,0.004442453195242626,0,-1.35875246352e-16;1.35875246352e-16
