low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
33,38,2,2,62;63,74;75,0,0,-0.0,-0.0,0.0,0.004442453195242626,0.00395522708508775,0.000487226110154876,0.9969914450077875,0.9969914450077872,-1.35875246352e-16;1.35875246352e-16,-5.0748267572e-16;5.0748267572e-16,3.7160742936746323e-16,real_dominant,real_dominant,True,True
31,39,2,2,58;59,76;77,0,0,-0.0,-0.0,0.0,-0.004442453195242632,-0.003955227085087769,0.000487226110154863,0.996991445007787,0.9969914450077869,-9.47003590237e-16;9.13016614603e-16,-3.5138716545e-15;3.5138716545e-15,2.6008550399009975e-15,real_dominant,real_dominant,True,True
26,36,2,2,48;50,70;72,-3;-1,1;3,-0.009455430340526372,-0.013252774412093368,0.28653200858092476,2.4731302591573183e-18,9.480332660103053e-19,1.525096993147013e-18,0.997323798192349,0.9973237981923487,0.838333011708;0.838333011708,0.908426235001;0.908426235001,0.07009322329282053,oscillatory,oscillatory,False,False
27,37,2,2,49;51,71;73,1;3,-3,0.009455430340526372,0.013252774412093368,0.28653200858092476,2.4731302591573183e-18,9.480332660103053e-19,1.525096993147013e-18,0.997323798192349,0.9973237981923487,-0.838333011708;-0.838333011708,-0.908426235001;-0.908426235001,0.07009322329282053,oscillatory,oscillatory,False,False
12,30,2,2,22;24,56;58,-10,-10,-0.11409975276648752,-0.03835367189888686,0.6638584136340758,2.3082549085468305e-18,-4.987479355967259e-18,7.29573426451409e-18,0.9637382209466714,0.9637382209466712,-0.998303485478;-0.998303485478,-0.980530387035;-0.980530387035,0.01777309844317676,oscillatory,oscillatory,False,False
13,31,2,2,23;25,57;59,10,10,0.11409975276648752,0.03835367189888686,0.6638584136340758,2.3082549085468305e-18,-4.987479355967259e-18,7.29573426451409e-18,0.9637382209466714,0.9637382209466712,0.998303485478;0.998303485478,0.980530387035;0.980530387035,0.01777309844317676,oscillatory,oscillatory,False,False
22,48,2,2,40;42,92;94,-4;-2,3,-0.015380010046283511,-0.0240382163672908,0.36018505652477,2.4937396779836295e-18,1.319002804883903e-18,1.1747368730997264e-18,0.9971506965274517,0.9971506965274517,0.91763520002;0.91763520002,0.96510492032;0.96510492032,0.04746972030005159,oscillatory,oscillatory,False,False
23,49,2,2,41;43,93;95,2;4,-3,0.015380010046283511,0.0240382163672908,0.36018505652477,2.4937396779836295e-18,1.319002804883903e-18,1.1747368730997264e-18,0.9971506965274517,0.9971506965274517,-0.91763520002;-0.91763520002,-0.96510492032;-0.96510492032,0.04746972030005159,oscillatory,oscillatory,False,False
10,26,2,2,18;20,50;52,11,-11;11,-0.14783157128842286,-0.07201322003480536,0.512869819300602,-2.3906925838520744e-18,3.54482003812549e-18,5.935512621977564e-18,0.9462004447271759,0.9462004447271757,-0.999084681329;-0.999084681329,-0.994433880944;-0.994433880944,0.004650800385791465,oscillatory,oscillatory,False,False
11,27,2,2,19;21,51;53,-11,-11;11,0.14783157128842286,0.07201322003480536,0.512869819300602,-2.3906925838520744e-18,3.54482003812549e-18,5.935512621977564e-18,0.9462004447271759,0.9462004447271757,0.999084681329;0.999084681329,0.994433880944;0.994433880944,0.004650800385791465,oscillatory,oscillatory,False,False
