group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-5.955653597627314e+20,-1.5342819922240891,-59392.0,-1.5300432536653276e-16,,-0.998768217624
1,1,1,oscillatory,1,5.955653597627314e+20,1.5342819922240891,-59392.0,-1.5300432536653276e-16,,0.998768217624
2,1,2,oscillatory,-1,-5.955649125590278e+20,-1.5342808401480355,-28672.0,-7.386415707349858e-17,,-0.998768188282
3,1,3,oscillatory,1,5.955649125590278e+20,1.5342808401480355,-28672.0,-7.386415707349858e-17,,0.998768188282
4,1,4,oscillatory,-1,-5.95564764188271e+20,-1.534280457918652,-73728.0,-1.8993640390328205e-16,,-0.998768237513
5,1,5,oscillatory,1,5.95564764188271e+20,1.534280457918652,-73728.0,-1.8993640390328205e-16,,0.998768237513
6,1,6,oscillatory,-1,-5.301433420219972e+20,-1.3657432717139468,-16384.0,-4.22080897562849e-17,,-0.996552027133
7,1,7,oscillatory,1,5.301433420219972e+20,1.3657432717139468,-16384.0,-4.22080897562849e-17,,0.996552027133
8,1,8,oscillatory,-1,-5.301389431933903e+20,-1.3657319395513086,81920.0,2.1104044878142451e-16,,-0.996552671579
9,1,9,oscillatory,1,5.301389431933903e+20,1.3657319395513086,81920.0,2.1104044878142451e-16,,0.996552671579
10,1,10,oscillatory,-1,-5.3013566954847076e+20,-1.3657235060614041,-65536.0,-1.688323590251396e-16,,-0.996551812344
11,1,11,oscillatory,1,5.3013566954847076e+20,1.3657235060614041,-65536.0,-1.688323590251396e-16,,0.996551812344
12,1,12,oscillatory,-1,-4.7218916020406334e+20,-1.2164430209861996,-25600.0,-6.595014024419515e-17,,-0.99465290863
13,1,13,oscillatory,1,4.7218916020406334e+20,1.2164430209861996,-25600.0,-6.595014024419515e-17,,0.99465290863
14,1,14,oscillatory,-1,-4.7224178192847634e+20,-1.2165785838809235,103424.0,2.6643856658654843e-16,,-0.994659240692
15,1,15,oscillatory,1,4.7224178192847634e+20,1.2165785838809235,103424.0,2.6643856658654843e-16,,0.994659240692
16,1,16,oscillatory,-1,-4.722254480473261e+20,-1.216536504906213,-32768.0,-8.44161795125698e-17,,-0.994655072823
17,1,17,oscillatory,1,4.722254480473261e+20,1.216536504906213,-32768.0,-8.44161795125698e-17,,0.994655072823
18,1,18,oscillatory,-1,-4.237219837220265e+20,-1.0915829785553213,12288.0,3.1656067317213673e-17,,-0.993791367872
19,1,19,oscillatory,1,4.237219837220265e+20,1.0915829785553213,12288.0,3.1656067317213673e-17,,0.993791367872
20,1,20,oscillatory,-1,-4.23431505008265e+20,-1.0908346538713165,133120.0,3.4294072926981484e-16,,-0.993679141525
21,1,21,oscillatory,1,4.23431505008265e+20,1.0908346538713165,133120.0,3.4294072926981484e-16,,0.993679141525
22,1,22,oscillatory,-1,-4.2311938531724925e+20,-1.090030578191806,36864.0,9.496820195164103e-17,,-0.993675469407
23,1,23,oscillatory,1,4.2311938531724925e+20,1.090030578191806,36864.0,9.496820195164103e-17,,0.993675469407
24,1,24,oscillatory,-1,-3.871635178049648e+20,-0.9974018865888038,8192.0,2.110404487814245e-17,,-0.994418370299
25,1,25,oscillatory,1,3.871635178049648e+20,0.9974018865888038,8192.0,2.110404487814245e-17,,0.994418370299
26,1,26,oscillatory,-1,-3.849038862029807e+20,-0.9915806748289966,-28672.0,-7.386415707349858e-17,,-0.994451022709
27,1,27,oscillatory,1,3.849038862029807e+20,0.9915806748289966,-28672.0,-7.386415707349858e-17,,0.994451022709
28,1,28,oscillatory,-1,-3.824002469917351e+20,-0.9851308561921795,-16384.0,-4.22080897562849e-17,,-0.993331446937
29,1,29,oscillatory,1,3.824002469917351e+20,0.9851308561921795,-16384.0,-4.22080897562849e-17,,0.993331446937
30,1,30,oscillatory,-1,-3.6236749774335515e+20,-0.9335229412543884,-34816.0,-8.969219073210542e-17,,-0.995981103152
31,1,31,oscillatory,1,3.6236749774335515e+20,0.9335229412543884,-34816.0,-8.969219073210542e-17,,0.995981103152
32,1,32,oscillatory,-1,-3.566834478196113e+20,-0.9188798205658761,-98304.0,-2.532485385377094e-16,,-0.993954402027
33,1,33,oscillatory,1,3.566834478196113e+20,0.9188798205658761,-98304.0,-2.532485385377094e-16,,0.993954402027
34,1,34,oscillatory,-1,-3.4747211443295833e+20,-0.8951497921015871,-43008.0,-1.1079623561024787e-16,,-0.99474101272
35,1,35,oscillatory,1,3.4747211443295833e+20,0.8951497921015871,-43008.0,-1.1079623561024787e-16,,0.99474101272
