pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_1293D960CB2F,CAND_90AD92BB56EED035,geometry/CAND_90AD92BB56EED035.npz,CAND_B7F7FE703C575EC8,geometry/CAND_B7F7FE703C575EC8.npz
PAIR_343AA3FB02C8,CAND_00BC01C371538472,geometry/CAND_00BC01C371538472.npz,CAND_70008AA02AAE17BD,geometry/CAND_70008AA02AAE17BD.npz
PAIR_00DFD4EEE7DD,CAND_D8CCCC1F22E987B3,geometry/CAND_D8CCCC1F22E987B3.npz,CAND_CE569832C1429269,geometry/CAND_CE569832C1429269.npz
PAIR_EE16F6D26EBB,CAND_AA958D9F24B0C039,geometry/CAND_AA958D9F24B0C039.npz,CAND_CCF8DF4FA273294C,geometry/CAND_CCF8DF4FA273294C.npz
PAIR_A0A6156783A4,CAND_420975F0BF58FB2D,geometry/CAND_420975F0BF58FB2D.npz,CAND_AA958D9F24B0C039,geometry/CAND_AA958D9F24B0C039.npz
PAIR_C09F11D28A37,CAND_9E572C0731A8645E,geometry/CAND_9E572C0731A8645E.npz,CAND_70008AA02AAE17BD,geometry/CAND_70008AA02AAE17BD.npz
PAIR_FF5D01044B4E,CAND_40C9E13C94AF8BD6,geometry/CAND_40C9E13C94AF8BD6.npz,CAND_E9CE3FCFE8C35913,geometry/CAND_E9CE3FCFE8C35913.npz
PAIR_86D1F4975137,CAND_40C9E13C94AF8BD6,geometry/CAND_40C9E13C94AF8BD6.npz,CAND_88B49ABEFF815B00,geometry/CAND_88B49ABEFF815B00.npz
PAIR_88F3A35DDA60,CAND_AA958D9F24B0C039,geometry/CAND_AA958D9F24B0C039.npz,CAND_C236BF61159DE225,geometry/CAND_C236BF61159DE225.npz
PAIR_9C04D5D72F19,CAND_C883D2CA24D34834,geometry/CAND_C883D2CA24D34834.npz,CAND_75312F398DAF21FF,geometry/CAND_75312F398DAF21FF.npz
PAIR_765223A5B09C,CAND_90AD92BB56EED035,geometry/CAND_90AD92BB56EED035.npz,CAND_C3A80FFC4913982C,geometry/CAND_C3A80FFC4913982C.npz
PAIR_B63C026DDD37,CAND_F6DB773A70412C1C,geometry/CAND_F6DB773A70412C1C.npz,CAND_65A32DABF9CF5F57,geometry/CAND_65A32DABF9CF5F57.npz
PAIR_C5B6F581E715,CAND_16972C5DEFB2889E,geometry/CAND_16972C5DEFB2889E.npz,CAND_D26E6A438DCEA768,geometry/CAND_D26E6A438DCEA768.npz
PAIR_39107A43BE4D,CAND_565B6441C4BBBBFB,geometry/CAND_565B6441C4BBBBFB.npz,CAND_40C9E13C94AF8BD6,geometry/CAND_40C9E13C94AF8BD6.npz
PAIR_E1CBF7D4D30F,CAND_40C9E13C94AF8BD6,geometry/CAND_40C9E13C94AF8BD6.npz,CAND_03E43AAA28A6DEF3,geometry/CAND_03E43AAA28A6DEF3.npz
PAIR_F224D6B2F396,CAND_65A32DABF9CF5F57,geometry/CAND_65A32DABF9CF5F57.npz,CAND_4C2ABE9E1C1A64ED,geometry/CAND_4C2ABE9E1C1A64ED.npz
PAIR_3B90DA5CC313,CAND_F42F0004BDDAE42E,geometry/CAND_F42F0004BDDAE42E.npz,CAND_70008AA02AAE17BD,geometry/CAND_70008AA02AAE17BD.npz
PAIR_09B7178FFC77,CAND_3ED49E32F086D90E,geometry/CAND_3ED49E32F086D90E.npz,CAND_D8CCCC1F22E987B3,geometry/CAND_D8CCCC1F22E987B3.npz
PAIR_189BF30456AA,CAND_5E40C0D7E5BA6659,geometry/CAND_5E40C0D7E5BA6659.npz,CAND_D8CCCC1F22E987B3,geometry/CAND_D8CCCC1F22E987B3.npz
PAIR_A7C70C8D98EB,CAND_D8CCCC1F22E987B3,geometry/CAND_D8CCCC1F22E987B3.npz,CAND_ABC068C969814739,geometry/CAND_ABC068C969814739.npz
PAIR_F44091DE70C3,CAND_C6A20751293D17C4,geometry/CAND_C6A20751293D17C4.npz,CAND_D26E6A438DCEA768,geometry/CAND_D26E6A438DCEA768.npz
PAIR_0D9AE7200BB6,CAND_61BBE2AAB0FC9CCE,geometry/CAND_61BBE2AAB0FC9CCE.npz,CAND_70008AA02AAE17BD,geometry/CAND_70008AA02AAE17BD.npz
PAIR_F496889ECF4E,CAND_90AD92BB56EED035,geometry/CAND_90AD92BB56EED035.npz,CAND_FF8F3A46CE5CF327,geometry/CAND_FF8F3A46CE5CF327.npz
PAIR_5E8A4534B311,CAND_F9D44FDA8A66B262,geometry/CAND_F9D44FDA8A66B262.npz,CAND_D26E6A438DCEA768,geometry/CAND_D26E6A438DCEA768.npz
PAIR_AF571D4ECEB7,CAND_F55FD1D96FA1EAC5,geometry/CAND_F55FD1D96FA1EAC5.npz,CAND_C883D2CA24D34834,geometry/CAND_C883D2CA24D34834.npz
PAIR_329A1732814E,CAND_88C811B20EEFB00C,geometry/CAND_88C811B20EEFB00C.npz,CAND_AA958D9F24B0C039,geometry/CAND_AA958D9F24B0C039.npz
PAIR_8D646A4F4251,CAND_65A32DABF9CF5F57,geometry/CAND_65A32DABF9CF5F57.npz,CAND_A8E62CA5702CD288,geometry/CAND_A8E62CA5702CD288.npz
PAIR_B0AFECD8F469,CAND_51A217389B3FC711,geometry/CAND_51A217389B3FC711.npz,CAND_C883D2CA24D34834,geometry/CAND_C883D2CA24D34834.npz
PAIR_27E7BB713417,CAND_65A32DABF9CF5F57,geometry/CAND_65A32DABF9CF5F57.npz,CAND_CCFCCBDBDC1B8D45,geometry/CAND_CCFCCBDBDC1B8D45.npz
PAIR_31CBAEF71DAB,CAND_90AD92BB56EED035,geometry/CAND_90AD92BB56EED035.npz,CAND_2B7CFDDD531CD73F,geometry/CAND_2B7CFDDD531CD73F.npz
PAIR_78E98C181DA4,CAND_00BC591053439774,geometry/CAND_00BC591053439774.npz,CAND_D26E6A438DCEA768,geometry/CAND_D26E6A438DCEA768.npz
PAIR_32B014F3C0FA,CAND_C883D2CA24D34834,geometry/CAND_C883D2CA24D34834.npz,CAND_1EDAFCCEDA0EFF5A,geometry/CAND_1EDAFCCEDA0EFF5A.npz
