blind_id,source,phase_index,phase,excursion_reached,peak_before_return,best_recurrence,return_ratio,return_ratio_max,best_step,best_time,core_event
B01,knotplot_final,0,0.0,True,0.011342914257693813,0.011342914257693813,1.0,0.65,64,0.03200000000000002,False
B01,knotplot_final,1,1.5707963267948966,True,0.011209045872120302,0.011209045872120302,1.0,0.65,64,0.03200000000000002,False
B01,knotplot_final,2,3.141592653589793,True,0.011366505617531148,0.011366505617531148,1.0,0.65,64,0.03200000000000002,False
B01,knotplot_final,3,4.71238898038469,True,0.011010114472261048,0.011010114472261048,1.0,0.65,60,0.030000000000000023,False
B02,fremlin_fseries,0,0.0,True,0.011161262048894807,0.011161262048894807,1.0,0.65,56,0.02800000000000002,False
B02,fremlin_fseries,1,1.5707963267948966,True,0.01103510662185372,0.01103510662185372,1.0,0.65,56,0.02800000000000002,False
B02,fremlin_fseries,2,3.141592653589793,True,0.011416204870949808,0.011416204870949808,1.0,0.65,56,0.02800000000000002,False
B02,fremlin_fseries,3,4.71238898038469,True,0.011176369327394523,0.011176369327394523,1.0,0.65,56,0.02800000000000002,False
