pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns
PAIR_B105D2FB4595,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_A2222A9C2E833670,-1.5,-1.5,total_beta,1.0,1,0.0
PAIR_9CE7E434521E,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_93D699DEDD376C11,-1.0,-1.0,total_beta,1.0,1,0.0
PAIR_13B0A5922D52,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_BBB1D3C50D858EB6,-0.5,-0.5,total_beta,1.0,1,0.0
PAIR_F815554B749C,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_FE1CF26AC495BA81,-0.25,-0.25,total_beta,1.0,1,0.0
PAIR_B8C8351D935F,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_C536C1E35285DA1C,0.25,0.25,total_beta,1.0,1,0.0
PAIR_0BB6BC92D4FE,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_B32FC11344C351AB,0.5,0.5,total_beta,1.0,1,0.0
PAIR_2AF553E1A5EC,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_098D653C9F5B6561,1.0,1.0,total_beta,1.0,1,0.0
PAIR_BDB8DBB443E9,TORUS_T2_3,torus,CAND_7121BFD8186D9CE3,CAND_57AAF507C4E5DDB1,1.5,1.5,total_beta,1.0,1,0.0
PAIR_B828D474E044,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_15E3F343350792B2,-1.5,-1.5,total_beta,1.0,1,1.0
PAIR_327B6C7D8602,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_89FE7FBCECAC5FA5,-1.0,-1.0,total_beta,1.0,1,1.0
PAIR_1A85EC6DD35B,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_179CC00A450F05DE,-0.5,-0.5,total_beta,1.0,1,1.0
PAIR_765D3D9B9178,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_026B7A588CF63848,-0.25,-0.25,total_beta,1.0,1,1.0
PAIR_3544A1CA91DA,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_E0A0D7308D0DD051,0.25,0.25,total_beta,1.0,1,1.0
PAIR_2CAD98186F92,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_49C0D025A797E0C1,0.5,0.5,total_beta,1.0,1,1.0
PAIR_FEADA13FCE6F,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_87913C084EF230BF,1.0,1.0,total_beta,1.0,1,1.0
PAIR_810ACF0B922B,TORUS_T2_3,torus,CAND_D5FB222FF565F51B,CAND_A5EB3FCA819B0655,1.5,1.5,total_beta,1.0,1,1.0
PAIR_715F0AD8522C,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_0ECC330E35F21AD1,-1.5,-1.5,total_beta,1.0,1,3.0
PAIR_2A956CE54964,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_141E4CDCBFDBCC27,-1.0,-1.0,total_beta,1.0,1,3.0
PAIR_E42066BA5007,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_D9F7A32CD0A15979,-0.5,-0.5,total_beta,1.0,1,3.0
PAIR_B59097EEF08F,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_AF6CC3ADE4E70C6F,-0.25,-0.25,total_beta,1.0,1,3.0
PAIR_31B0EF66D60E,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_DFA03218D5621254,0.25,0.25,total_beta,1.0,1,3.0
PAIR_44E3DECD186C,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_E59AA24072CDFB9F,0.5,0.5,total_beta,1.0,1,3.0
PAIR_4FC090A9A7F9,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_BC2F0E02E6708807,1.0,1.0,total_beta,1.0,1,3.0
PAIR_2B5B4B2A9CEC,TORUS_T2_3,torus,CAND_684FF05DFC3647E2,CAND_517AAB353E71E5A2,1.5,1.5,total_beta,1.0,1,3.0
PAIR_E5A9C713CF85,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_E7161255F6CA4AB6,-1.5,-1.5,total_beta,1.0,3,0.0
PAIR_2C3BD794FBB7,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_512DD77D12D5C2CD,-1.0,-1.0,total_beta,1.0,3,0.0
PAIR_A4C4F2DEB76F,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_623CEB3491763AB9,-0.5,-0.5,total_beta,1.0,3,0.0
PAIR_598B49EDADE1,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_6020E0FD45CB8416,-0.25,-0.25,total_beta,1.0,3,0.0
PAIR_227B2370311B,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_AB90453A3FEEF7A8,0.25,0.25,total_beta,1.0,3,0.0
PAIR_DFD4435EDE91,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_B127F5693CC1BB4F,0.5,0.5,total_beta,1.0,3,0.0
PAIR_5AF206E7DD26,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_4129CAF2604D6E0E,1.0,1.0,total_beta,1.0,3,0.0
PAIR_FAEC545477D8,TORUS_T2_3,torus,CAND_26868282BBA90857,CAND_A51DA000B51CE315,1.5,1.5,total_beta,1.0,3,0.0
PAIR_31559AA7D3DF,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_7B775AAA83754E28,-1.5,-1.5,total_beta,1.0,3,1.0
PAIR_E05546D2A966,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_1069E6B81B7338B1,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_62AB502F0B90,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_DB3BA44255869963,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_7622878F3ABF,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_2893F117A7FBC446,-0.25,-0.25,total_beta,1.0,3,1.0
PAIR_F34002EE6D38,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_B5E55C7773C9C91C,0.25,0.25,total_beta,1.0,3,1.0
PAIR_06A6A6D668FB,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_054E6798DA3A47EB,0.5,0.5,total_beta,1.0,3,1.0
PAIR_C0742E608DA3,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_EC53E6520CFF9182,1.0,1.0,total_beta,1.0,3,1.0
PAIR_023B1BEBC0E3,TORUS_T2_3,torus,CAND_507975437FA49BD3,CAND_BC53F96DE2D0EC25,1.5,1.5,total_beta,1.0,3,1.0
PAIR_09DB172FB7EB,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_0B237E91AE7A486F,-1.5,-1.5,total_beta,1.0,3,3.0
PAIR_738070E5CF49,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_81F0486EEF899407,-1.0,-1.0,total_beta,1.0,3,3.0
PAIR_D199F9FC4C7E,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_69B3AB4CF91B0449,-0.5,-0.5,total_beta,1.0,3,3.0
PAIR_4A4C0B3D6EEC,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_587A2AA02EC77E00,-0.25,-0.25,total_beta,1.0,3,3.0
PAIR_052C7B128B02,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_1D2F22858223730D,0.25,0.25,total_beta,1.0,3,3.0
PAIR_BD23EE3DAFA6,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_E496609B198BB5BB,0.5,0.5,total_beta,1.0,3,3.0
PAIR_D153BFD20A13,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_69225184055C6AC4,1.0,1.0,total_beta,1.0,3,3.0
PAIR_0569CE88E450,TORUS_T2_3,torus,CAND_F6F58C27BB8FA0AB,CAND_7C22B3A4DC876E71,1.5,1.5,total_beta,1.0,3,3.0
PAIR_09A3CDD0B12B,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_70BA8DF2AD7D4A69,-1.5,-1.5,total_beta,1.0,1,0.0
PAIR_563C5C7801C6,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_7E6EE19627C9C879,-1.0,-1.0,total_beta,1.0,1,0.0
PAIR_83A56EE929BB,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_CD77B1E066F3CC94,-0.5,-0.5,total_beta,1.0,1,0.0
PAIR_346D1E1AD501,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_53B53660CBA9B710,-0.25,-0.25,total_beta,1.0,1,0.0
PAIR_37263BF7B8A4,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_49FAC0033C42E37F,0.25,0.25,total_beta,1.0,1,0.0
PAIR_5E97EEFA95FB,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_F2EB12C4D5AA44A6,0.5,0.5,total_beta,1.0,1,0.0
PAIR_D1D7BE0ABE3C,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_BFDF87A2920E7B83,1.0,1.0,total_beta,1.0,1,0.0
PAIR_89D5A1B91C24,TORUS_T2_7,torus,CAND_AB2EBAFAB00221F7,CAND_96769F4F33596208,1.5,1.5,total_beta,1.0,1,0.0
PAIR_0D6628E3003A,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_5182AE226D7DD9E0,-1.5,-1.5,total_beta,1.0,1,1.0
PAIR_B355AA58F623,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_4C0F393C46C818E9,-1.0,-1.0,total_beta,1.0,1,1.0
PAIR_E4941B9E96DF,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_38FA7100673FFF5F,-0.5,-0.5,total_beta,1.0,1,1.0
PAIR_6AF5D7751288,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_9EDD85610B216C2B,-0.25,-0.25,total_beta,1.0,1,1.0
PAIR_A01D6B0B0B94,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_F2F1277019A10F1A,0.25,0.25,total_beta,1.0,1,1.0
PAIR_3C28D23AC7FF,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_8E7A00C257EF4D3D,0.5,0.5,total_beta,1.0,1,1.0
PAIR_91674C26CC88,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_11F04B391903E9E3,1.0,1.0,total_beta,1.0,1,1.0
PAIR_929741144D21,TORUS_T2_7,torus,CAND_EE7C0007DEC4B693,CAND_44361971D156A733,1.5,1.5,total_beta,1.0,1,1.0
PAIR_AADB4B95C7D1,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_03B6104B90772974,-1.5,-1.5,total_beta,1.0,1,3.0
PAIR_D004C9DE2AD3,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_E95EFB3FC0530155,-1.0,-1.0,total_beta,1.0,1,3.0
PAIR_E3231CA711A4,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_8A5F617902B5AB27,-0.5,-0.5,total_beta,1.0,1,3.0
PAIR_CFE0A3BA55F8,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_221C51EE565F3541,-0.25,-0.25,total_beta,1.0,1,3.0
PAIR_93529719609A,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_212129382A5A1286,0.25,0.25,total_beta,1.0,1,3.0
PAIR_68C23C5C0DE7,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_E3625297FBFD0232,0.5,0.5,total_beta,1.0,1,3.0
PAIR_F4542EB5CFA1,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_D7951DE746B7F9B8,1.0,1.0,total_beta,1.0,1,3.0
PAIR_38CAC5AEDDA5,TORUS_T2_7,torus,CAND_7EA02E296B111F96,CAND_8209E2A400C99B6C,1.5,1.5,total_beta,1.0,1,3.0
PAIR_C46934BA99FC,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_EDCEAC0BD702FE88,-1.5,-1.5,total_beta,1.0,3,0.0
PAIR_A425F529134C,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_D33CC7D76C419AE4,-1.0,-1.0,total_beta,1.0,3,0.0
PAIR_FB611DA0A332,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_47DFBB9EAAD68EE7,-0.5,-0.5,total_beta,1.0,3,0.0
PAIR_AA0FA9B1AD85,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_D7543385C1382D6B,-0.25,-0.25,total_beta,1.0,3,0.0
PAIR_A190C33B84DB,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_8C3062572EE3A4ED,0.25,0.25,total_beta,1.0,3,0.0
PAIR_C4860CEFA2C4,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_3057DE31F2F1977E,0.5,0.5,total_beta,1.0,3,0.0
PAIR_714CE4206FED,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_4B8B565EC4D5DC9E,1.0,1.0,total_beta,1.0,3,0.0
PAIR_3C51348A6D47,TORUS_T2_7,torus,CAND_484A6F74481145CD,CAND_4FD35493D9A1E608,1.5,1.5,total_beta,1.0,3,0.0
PAIR_E5E6AB9A8757,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_F7E6CEF03DB66BFD,-1.5,-1.5,total_beta,1.0,3,1.0
PAIR_D5D0B622756C,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_143EAEA41E38D9E3,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_6A67E7EAEBBF,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_2F1B05DC15BC60FF,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_2D604E3B8850,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_988C96909C1AC40E,-0.25,-0.25,total_beta,1.0,3,1.0
PAIR_8B0FBEE66CFC,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_068EF765CA860CEB,0.25,0.25,total_beta,1.0,3,1.0
PAIR_8C769185BBAA,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_CBB6F761DD244CFF,0.5,0.5,total_beta,1.0,3,1.0
PAIR_DA40E14CA6DC,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_E4F4BE06EAF95D5B,1.0,1.0,total_beta,1.0,3,1.0
PAIR_6E5CBD75933A,TORUS_T2_7,torus,CAND_5162C00DDE0B3391,CAND_E791D8DE1CA44BB4,1.5,1.5,total_beta,1.0,3,1.0
PAIR_F3754037A3A6,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_458A6D7D8AE1A1A0,-1.5,-1.5,total_beta,1.0,3,3.0
PAIR_1242FE80DA21,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_E57D2BDE06AB6AC7,-1.0,-1.0,total_beta,1.0,3,3.0
PAIR_3B9556D0FF97,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_C89CAD4421332E2A,-0.5,-0.5,total_beta,1.0,3,3.0
PAIR_B855DCE816B9,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_AE152BBC9B0B1F15,-0.25,-0.25,total_beta,1.0,3,3.0
PAIR_B31188B6EB6C,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_76BE30E3CEEFF12E,0.25,0.25,total_beta,1.0,3,3.0
PAIR_EB160402D0CA,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_839B9C666CE3CF55,0.5,0.5,total_beta,1.0,3,3.0
PAIR_AEA41B344EC6,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_560D00AC6FCE02EB,1.0,1.0,total_beta,1.0,3,3.0
PAIR_257D16843FF9,TORUS_T2_7,torus,CAND_6E910595658512E5,CAND_256E7F6ADD41E9D3,1.5,1.5,total_beta,1.0,3,3.0
PAIR_2B61A2EE21E1,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_FE25FD8F79429478,-1.5,-1.5,total_beta,1.0,1,0.0
PAIR_E3E0E17E3E09,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_566E25757F79FCD7,-1.0,-1.0,total_beta,1.0,1,0.0
PAIR_DE06D6476AAA,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_1731ABBD9C3D04CF,-0.5,-0.5,total_beta,1.0,1,0.0
PAIR_946F208857A1,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_B22688D145C1ADC6,-0.25,-0.25,total_beta,1.0,1,0.0
PAIR_D0C8057F58A8,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_CFA591BCC5743586,0.25,0.25,total_beta,1.0,1,0.0
PAIR_14A3D32A8038,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_05298183BFF05BF4,0.5,0.5,total_beta,1.0,1,0.0
PAIR_6E0DE3241FD4,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_7B6296A726EF5AA2,1.0,1.0,total_beta,1.0,1,0.0
PAIR_07AA08CB1F80,TORUS_T2_9,torus,CAND_B93279C32797F20F,CAND_13F155F19D7C28C6,1.5,1.5,total_beta,1.0,1,0.0
PAIR_3520B18D457D,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_046817787AC96900,-1.5,-1.5,total_beta,1.0,1,1.0
PAIR_5E2AE3244C53,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_3590A4337317C6B2,-1.0,-1.0,total_beta,1.0,1,1.0
PAIR_EE51050D9A38,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_535E8D80DE987729,-0.5,-0.5,total_beta,1.0,1,1.0
PAIR_5CD3DA86C310,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_DACB1D67AF5D6D9B,-0.25,-0.25,total_beta,1.0,1,1.0
PAIR_2A0F785D0CDD,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_5F6E5B00CDE8F456,0.25,0.25,total_beta,1.0,1,1.0
PAIR_053013BD3E0E,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_5E2FE5DE240598D4,0.5,0.5,total_beta,1.0,1,1.0
PAIR_8AFFB0514879,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_AD4BFE9E0D576149,1.0,1.0,total_beta,1.0,1,1.0
PAIR_5A08807D7B3B,TORUS_T2_9,torus,CAND_450E91620D2076DF,CAND_FFDBF954D78077D4,1.5,1.5,total_beta,1.0,1,1.0
PAIR_ECAA55B1EC15,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_84DEA0E67D8A5732,-1.5,-1.5,total_beta,1.0,1,3.0
PAIR_ED7D49E7AE73,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_AD17BB835FC9B81E,-1.0,-1.0,total_beta,1.0,1,3.0
PAIR_E17E1EFFA8DD,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_09C84938F426CB83,-0.5,-0.5,total_beta,1.0,1,3.0
PAIR_9227CC0A4C42,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_D20C4DC115110B5D,-0.25,-0.25,total_beta,1.0,1,3.0
PAIR_23371C28B298,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_7EA29D09C0AFC683,0.25,0.25,total_beta,1.0,1,3.0
PAIR_3C90EBC2ECB6,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_405AA4D3C4BDD7C1,0.5,0.5,total_beta,1.0,1,3.0
PAIR_32ED073E7774,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_C852EACFFB15EC52,1.0,1.0,total_beta,1.0,1,3.0
PAIR_0EAE2C2B8032,TORUS_T2_9,torus,CAND_B6071DAD8C6BF9AC,CAND_D1179B82301EE30F,1.5,1.5,total_beta,1.0,1,3.0
PAIR_62C87CDF9440,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_91D652A3F28D5D15,-1.5,-1.5,total_beta,1.0,3,0.0
PAIR_C4362ADD7809,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_5AF9E4318FEF4899,-1.0,-1.0,total_beta,1.0,3,0.0
PAIR_381B0CEEFBB4,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_857848BCEF7984B3,-0.5,-0.5,total_beta,1.0,3,0.0
PAIR_833C53FA3121,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_3B043774B8C9820C,-0.25,-0.25,total_beta,1.0,3,0.0
PAIR_D28535AD7D8F,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_B0D80675F4DCF417,0.25,0.25,total_beta,1.0,3,0.0
PAIR_310BA02481F1,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_F17FC615412A5AAF,0.5,0.5,total_beta,1.0,3,0.0
PAIR_2434538C87AA,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_D6B5C910A29F3832,1.0,1.0,total_beta,1.0,3,0.0
PAIR_7EF5EFD8EECC,TORUS_T2_9,torus,CAND_6E1989A5D9E6234E,CAND_0D8394E9020FDB5A,1.5,1.5,total_beta,1.0,3,0.0
PAIR_E5E0EE97AEBA,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_E8D00558782A4A18,-1.5,-1.5,total_beta,1.0,3,1.0
PAIR_FBF1E56E3685,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_275A6796CE16A274,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_B530E550D1FB,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_1721AA6B6B2426F4,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_AFBF0C128D40,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_F4726C40B4936652,-0.25,-0.25,total_beta,1.0,3,1.0
PAIR_F98612F93482,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_D9DF8DC508F21F4D,0.25,0.25,total_beta,1.0,3,1.0
PAIR_4FD5E2B60BB3,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_36C4A741C88CA014,0.5,0.5,total_beta,1.0,3,1.0
PAIR_0A05D5E57F9B,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_C43A5221A0A575AA,1.0,1.0,total_beta,1.0,3,1.0
PAIR_54DCB5953210,TORUS_T2_9,torus,CAND_6898AD635A9AB302,CAND_BD8383341EDD1F36,1.5,1.5,total_beta,1.0,3,1.0
PAIR_4F4B7E2D28B7,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_3170F5AD1E045599,-1.5,-1.5,total_beta,1.0,3,3.0
PAIR_FC9AA85FAD84,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_8B81E5256CED2340,-1.0,-1.0,total_beta,1.0,3,3.0
PAIR_B0E260AF753D,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_DD80042E9281A6B2,-0.5,-0.5,total_beta,1.0,3,3.0
PAIR_1D68E5E62AA5,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_E866937D44F4E357,-0.25,-0.25,total_beta,1.0,3,3.0
PAIR_975508CCE1E3,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_20FACE5014145BFC,0.25,0.25,total_beta,1.0,3,3.0
PAIR_E34B110F0488,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_68A9749F597D2760,0.5,0.5,total_beta,1.0,3,3.0
PAIR_7A3FAAF5D302,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_019D035568EA62DE,1.0,1.0,total_beta,1.0,3,3.0
PAIR_F5C0E5A6B0DE,TORUS_T2_9,torus,CAND_BCE2FC4A663D6859,CAND_3FAF308B1691229D,1.5,1.5,total_beta,1.0,3,3.0
PAIR_5C7FBDE862DB,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_EA9910E55EB3B1BE,-1.5,-1.5,total_beta,1.0,1,0.0
PAIR_D1FD072DF3B6,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_38A947C96DB9A46E,-1.0,-1.0,total_beta,1.0,1,0.0
PAIR_DD268721A7DD,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_F0484D6B4DF8FE58,-0.5,-0.5,total_beta,1.0,1,0.0
PAIR_256C670736BE,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_D4706ED32C175DE9,-0.25,-0.25,total_beta,1.0,1,0.0
PAIR_49A4B0BDC80C,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_F8BF56A87719B6C8,0.25,0.25,total_beta,1.0,1,0.0
PAIR_F8F8AD949FFC,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_24E7856851502F09,0.5,0.5,total_beta,1.0,1,0.0
PAIR_E5BFFECD1CE8,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_7AC9A179BF5C625D,1.0,1.0,total_beta,1.0,1,0.0
PAIR_11127B85B8F9,TWIST_4_1,twist,CAND_574117B1514523EA,CAND_EC8ABAA920FD2E55,1.5,1.5,total_beta,1.0,1,0.0
PAIR_F675659F2665,TWIST_4_1,twist,CAND_50EE440C11B9E70A,CAND_077E119E78C9B694,-1.5,-1.5,total_beta,1.0,1,1.0
PAIR_3FF15CAD475E,TWIST_4_1,twist,CAND_50EE440C11B9E70A,CAND_46565B13894DB5BD,-1.0,-1.0,total_beta,1.0,1,1.0
PAIR_99B1B2673AC1,TWIST_4_1,twist,CAND_50EE440C11B9E70A,CAND_65ABD23301FEC5B0,-0.5,-0.5,total_beta,1.0,1,1.0
PAIR_D0DBAEAE3DA5,TWIST_4_1,twist,CAND_50EE440C11B9E70A,CAND_C4E71269EB812234,-0.25,-0.25,total_beta,1.0,1,1.0
PAIR_71F386F9CB20,TWIST_4_1,twist,CAND_50EE440C11B9E70A,CAND_7E9E6445A816E127,0.25,0.25,total_beta,1.0,1,1.0
PAIR_5594AA5E06C8,TWIST_4_1,twist,CAND_50EE440C11B9E70A,CAND_B53EBA37D6F70A74,0.5,0.5,total_beta,1.0,1,1.0
PAIR_646B093ABAB9,TWIST_4_1,twist,CAND_50EE440C11B9E70A,CAND_A379128D59D145D5,1.0,1.0,total_beta,1.0,1,1.0
