pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns
PAIR_D222E25AC2C1,TRIPLE_GEAR_T3_3,triple_gear,CAND_C3684D384DFEFED6,CAND_9F876B34B2C03AE9,-1.0,-1.0,total_beta,1.0,3,1.0
PAIR_92057E11B1D5,TRIPLE_GEAR_T3_3,triple_gear,CAND_C3684D384DFEFED6,CAND_E72BF9A57EECF10A,-0.5,-0.5,total_beta,1.0,3,1.0
PAIR_9B426D1792AB,TRIPLE_GEAR_T3_3,triple_gear,CAND_C3684D384DFEFED6,CAND_BB64892403215496,-0.25,-0.25,total_beta,1.0,3,1.0
PAIR_F390440D2EA7,TRIPLE_GEAR_T3_3,triple_gear,CAND_C3684D384DFEFED6,CAND_A1C586AA6AF175E7,0.25,0.25,total_beta,1.0,3,1.0
PAIR_672E0FD2949D,TRIPLE_GEAR_T3_3,triple_gear,CAND_C3684D384DFEFED6,CAND_E31350F6F715DF75,0.5,0.5,total_beta,1.0,3,1.0
PAIR_03B29CD6DE31,TRIPLE_GEAR_T3_3,triple_gear,CAND_C3684D384DFEFED6,CAND_73C879BBF4EAA02E,1.0,1.0,total_beta,1.0,3,1.0
PAIR_20F7701F2DDA,TRIPLE_GEAR_T3_3,triple_gear,CAND_C3684D384DFEFED6,CAND_82942B3E6F595A77,1.5,1.5,total_beta,1.0,3,1.0
PAIR_A3ECF3A6E2ED,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_988E8526515F1322,-1.5,-1.5,total_beta,1.0,3,3.0
PAIR_D8892D62D3FC,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_869084983F9415D2,-1.0,-1.0,total_beta,1.0,3,3.0
PAIR_B0F83FDA9155,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_93428EC3AE9E6F46,-0.5,-0.5,total_beta,1.0,3,3.0
PAIR_E69A42B89934,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_9744B35F313E9D50,-0.25,-0.25,total_beta,1.0,3,3.0
PAIR_079421675EBE,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_D86D26830A03CF50,0.25,0.25,total_beta,1.0,3,3.0
PAIR_884160B0901F,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_4460DA903B9F4864,0.5,0.5,total_beta,1.0,3,3.0
PAIR_8DDDF577B1E8,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_B51C2674F8C8C2BF,1.0,1.0,total_beta,1.0,3,3.0
PAIR_553C3C0ED544,TRIPLE_GEAR_T3_3,triple_gear,CAND_12CC567B03726D3B,CAND_BC9A08833DB42E5E,1.5,1.5,total_beta,1.0,3,3.0
