candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,n_threads,helix_turns,thread_gamma_each,hole_clearance,combined_initial_gap_core,carrier_self_gap_core,bundle_radius,thread_density_proxy,link_matrix_json
CAND_7121BFD8186D9CE3,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,total_beta,1,0.0,0.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_A2222A9C2E833670,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-1.5,-1.5,total_beta,1,0.0,-1.5,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_93D699DEDD376C11,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-1.0,-1.0,total_beta,1,0.0,-1.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_BBB1D3C50D858EB6,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-0.5,-0.5,total_beta,1,0.0,-0.5,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_FE1CF26AC495BA81,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-0.25,-0.25,total_beta,1,0.0,-0.25,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_C536C1E35285DA1C,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.25,0.25,total_beta,1,0.0,0.25,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_B32FC11344C351AB,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.5,0.5,total_beta,1,0.0,0.5,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_098D653C9F5B6561,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,1.0,1.0,total_beta,1,0.0,1.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_57AAF507C4E5DDB1,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,1.5,1.5,total_beta,1,0.0,1.5,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022655038411106]]
CAND_D5FB222FF565F51B,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,total_beta,1,1.0,0.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_15E3F343350792B2,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-1.5,-1.5,total_beta,1,1.0,-1.5,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
CAND_89FE7FBCECAC5FA5,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,-1.0,-1.0,total_beta,1,1.0,-1.0,0.6618174420968784,11.3066601339996,11.3066601339996,0.11912713957743812,0.7267310395550091,[[2.0022651645560865]]
