1 3 0
2 4 0
3 20 0
4 62 0
5 96 0
6 135 0
7 179 0
8 192 1
9 209 1
10 220 2
11 253 2
12 267 2
13 286 2
14 297 2
15 318 2
16 317 3
17 321 3
18 333 3
19 345 3
20 359 3
21 360 3
22 362 3
23 364 3
24 350 3
25 365 3
26 360 3
27 365 3
28 360 3
29 363 3
30 324 3
31 364 3
32 355 3
33 361 3
34 361 3
35 359 3
36 356 3
37 352 3
38 360 3
39 326 3
40 358 3
41 355 3
42 361 3
43 248 3
44 331 3
45 353 3
46 347 3
47 357 3
48 199 2
49 327 2
50 342 3
51 355 3
52 360 3
53 358 3
54 362 3
55 229 2
56 238 3
57 332 3
58 357 3
59 358 3
60 359 3
61 351 3
62 363 3
63 358 3
64 365 3
65 353 3
66 366 3
67 364 3
68 367 3
69 369 3
70 360 3
71 367 3
72 364 3
73 368 3
74 368 3
75 343 3
76 360 2
77 363 3
78 362 3
79 368 3
80 347 3
81 366 3
82 276 3
83 340 3
84 356 3
85 353 3
86 355 3
87 318 2
88 320 3
89 348 3
90 352 3
91 345 3
92 355 3
93 348 3
94 355 3
95 357 3
96 343 3
97 354 3
98 351 3
99 356 3
100 337 3
101 357 3
102 315 3
103 347 3
104 354 3
105 342 3
106 355 3
107 355 3
108 352 3
109 356 3
110 359 3
111 299 2
112 302 3
113 349 3
114 362 3
115 359 3
116 363 3
117 336 3
118 357 3
119 362 3
120 354 3
121 363 3
122 360 3
123 366 3
124 353 3
125 364 3
126 367 3
127 364 3
128 368 3
129 341 3
130 363 3
131 341 2
132 342 3
133 363 3
134 347 3
135 358 3
136 361 3
137 362 3
138 333 3
139 359 3
140 362 3
141 365 3
142 333 3
143 361 3
144 363 3
145 365 3
146 366 4
147 342 4
148 360 4
149 366 4
150 365 4
151 368 4
152 335 4
153 363 4
154 366 4
155 352 4
156 370 3
157 374 4
158 374 4
159 373 4
160 352 4
161 369 4
162 369 4
163 367 4
164 360 4
165 370 4
166 366 4
167 372 4
168 358 4
169 373 4
170 246 4
171 1 0
172 32 0
173 148 0
174 205 0
175 229 1
176 240 2
177 313 3
178 326 4
179 346 4
180 354 4
181 355 4
182 359 4
183 360 4
184 358 4
185 362 4
186 322 4
187 352 4
188 365 4
189 343 4
190 362 4
191 364 4
192 367 4
193 358 4
194 367 4
195 349 4
196 367 4
197 369 4
198 341 4
199 365 4
200 368 4
201 369 4
202 373 4
203 320 4
204 364 4
205 373 4
206 360 4
207 369 4
208 372 4
209 338 4
210 355 1
211 356 2
212 364 4
213 372 4
214 370 4
215 369 4
216 333 4
217 368 4
218 369 4
219 364 4
220 374 4
221 376 4
222 370 4
223 378 4
224 358 4
225 1 0
226 2 0
227 3 0
228 4 0
229 5 0
230 6 0
231 10 0
232 11 0
233 14 0
234 15 0
235 17 0
236 22 0
237 27 0
238 42 0
239 52 0
240 60 0
241 74 0
242 89 0
243 92 0
244 106 0
245 114 0
246 116 1
247 125 2
248 137 2
249 145 2
250 163 2
251 170 2
252 178 2
253 190 2
254 199 3
255 211 3
256 220 3
257 229 3
258 235 3
259 239 4
260 243 4
261 254 4
262 270 4
263 277 4
264 286 4
265 295 4
266 307 4
267 316 4
268 320 4
269 322 4
270 326 4
271 333 4
272 340 4
273 343 4
274 349 4
275 354 4
276 357 4
277 362 4
278 366 4
279 368 4
280 367 4
281 371 4
282 372 4
283 370 4
284 373 4
285 349 4
286 368 4
287 374 4
288 359 4
289 370 4
290 134 2
291 358 2
292 374 4
293 377 4
294 378 4
295 1 0
296 2 0
297 9 0
298 13 0
299 26 0
300 36 0
301 46 1
302 53 1
303 68 1
304 81 1
305 92 1
306 108 1
307 116 1
308 120 1
309 134 2
310 146 1
311 157 1
312 166 1
313 180 1
314 202 1
315 203 2
316 226 2
317 236 2
318 260 2
319 268 4
320 276 4
321 284 4
322 291 4
323 302 4
324 312 4
325 324 4
326 331 4
327 342 4
328 345 4
329 348 4
330 351 4
331 353 4
332 357 4
333 360 4
334 361 4
335 364 4
336 359 4
337 365 4
338 369 4
339 154 2
340 163 3
341 355 4
342 368 4
343 373 4
344 365 4
345 377 4
346 377 4
347 376 4
348 379 4
349 377 4
350 381 4
351 379 4
352 382 4
353 309 4
354 367 0
355 369 2
356 371 2
357 375 4
358 381 4
359 384 4
360 369 4
361 0 0
362 1 0
363 2 0
364 25 0
365 120 0
366 153 1
367 200 1
368 274 0
369 278 1
370 300 2
371 329 2
372 334 3
373 345 3
374 348 3
375 350 3
376 354 4
377 359 4
378 368 4
379 372 4
380 377 4
381 372 4
382 381 4
383 382 4
384 381 4
385 358 4
386 377 0
387 377 1
388 376 2
389 379 3
390 380 4
391 378 4
392 378 4
393 370 4
394 378 4
395 381 4
396 384 4
397 191 4
398 363 4
399 382 4
400 385 4
401 383 4
402 386 4
403 387 4
404 2 0
405 3 0
406 4 0
407 5 0
408 6 0
409 7 0
410 8 0
411 31 0
412 56 0
413 91 0
414 138 0
415 197 0
416 219 0
417 249 0
418 258 1
419 267 2
420 306 2
421 317 3
422 325 4
423 341 4
424 351 4
425 359 4
426 365 4
427 363 4
428 367 4
429 368 4
430 356 4
431 372 4
432 377 4
433 367 4
434 376 4
435 377 4
436 377 4
437 381 4
438 381 4
439 356 4
440 384 4
441 381 4
442 380 4
443 378 4
444 381 4
445 370 4
446 378 0
447 378 1
448 378 2
449 379 4
450 377 4
451 378 4
452 378 4
453 377 4
454 376 4
455 373 4
456 374 4
457 369 4
458 373 4
459 373 4
460 1 0
461 2 0
462 3 0
463 4 0
464 5 0
465 6 0
466 7 0
467 8 0
468 9 0
469 9 1
470 12 1
471 13 1
472 14 1
473 16 1
474 17 1
475 20 1
476 22 1
477 25 1
478 30 1
479 35 1
480 41 1
481 52 1
482 58 1
483 65 1
484 74 1
485 80 1
486 86 1
487 92 1
488 102 1
489 107 1
490 111 1
491 115 2
492 119 2
493 127 2
494 132 2
495 138 2
496 143 2
497 149 2
498 154 2
499 162 2
500 174 2
501 177 2
502 187 2
503 196 2
504 204 2
505 209 2
506 218 2
507 225 3
508 237 3
509 244 4
510 248 4
511 255 4
512 265 4
513 263 4
514 270 4
515 274 4
516 278 4
517 286 4
518 290 4
519 296 4
520 300 4
521 305 4
522 309 4
523 317 4
524 321 4
525 327 4
526 333 4
527 335 4
528 339 4
529 344 4
530 345 4
531 347 4
532 351 4
533 353 4
534 355 4
535 358 4
536 361 4
537 362 4
538 363 4
539 364 4
540 368 4
541 369 4
542 370 4
543 372 4
544 96 4
545 355 0
546 358 2
547 362 4
548 377 4
549 381 4
550 328 4
551 1 0
552 2 0
553 3 0
554 4 0
555 5 0
556 7 0
557 9 0
558 10 0
559 20 0
560 22 0
561 26 0
562 32 0
563 40 0
564 50 0
565 55 0
566 65 0
567 80 0
568 84 0
569 89 0
570 97 0
571 105 0
572 111 1
573 117 1
574 124 1
575 134 0
576 135 1
577 136 1
578 139 1
579 145 1
580 158 1
581 166 1
582 178 1
583 188 1
584 197 1
585 204 1
586 209 2
587 215 2
588 222 2
589 228 2
590 234 2
591 238 2
592 240 2
593 246 2
594 250 2
595 254 2
596 260 2
597 266 2
598 273 2
599 273 3
600 278 3
601 283 3
602 289 3
603 295 3
604 297 3
605 306 3
606 311 3
607 312 4
608 316 4
609 317 4
610 325 4
611 331 4
612 332 4
613 332 4
614 336 4
615 338 4
616 340 4
617 343 4
618 347 4
619 350 4
620 355 4
621 356 4
622 358 4
623 358 4
624 359 4
625 363 4
626 366 4
627 367 4
628 365 4
629 368 4
630 369 4
631 371 4
632 370 4
633 372 4
634 373 4
635 312 4
636 364 4
637 374 4
638 376 4
639 296 4
640 363 4
641 377 4
642 378 4
643 378 4
644 379 4
645 380 4
646 380 4
647 372 4
648 379 4
649 377 4
650 381 4
651 381 4
652 383 4
653 375 4
654 383 4
655 383 4
656 266 4
657 347 3
658 373 4
659 380 4
660 379 4
661 382 4
662 384 4
663 303 4
664 370 0
665 371 1
666 371 2
667 379 4
668 382 4
669 381 4
670 383 4
671 313 4
