pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_C6479A7DA586,CAND_82773CB554B40E02,geometry/CAND_82773CB554B40E02.npz,CAND_8893142FC87D3936,geometry/CAND_8893142FC87D3936.npz
PAIR_E4BC3797FB76,CAND_6D30C28920B021AD,geometry/CAND_6D30C28920B021AD.npz,CAND_CB204B01EC0133A6,geometry/CAND_CB204B01EC0133A6.npz
PAIR_1E2DA9DAA28D,CAND_F9CD672EB237B941,geometry/CAND_F9CD672EB237B941.npz,CAND_4085139D1AAE960D,geometry/CAND_4085139D1AAE960D.npz
PAIR_C3FFD85E869B,CAND_18D73FBBFC62DBC5,geometry/CAND_18D73FBBFC62DBC5.npz,CAND_C08DF553869B5D36,geometry/CAND_C08DF553869B5D36.npz
PAIR_61E34C1E2148,CAND_7F8159FB9BC08D13,geometry/CAND_7F8159FB9BC08D13.npz,CAND_586EA95E8BB1246D,geometry/CAND_586EA95E8BB1246D.npz
PAIR_AB0FF455C814,CAND_D5CEFB85141EF8C0,geometry/CAND_D5CEFB85141EF8C0.npz,CAND_684A9F73E5A38B4D,geometry/CAND_684A9F73E5A38B4D.npz
PAIR_A23609A540AB,CAND_38F109606DD44850,geometry/CAND_38F109606DD44850.npz,CAND_9C1F8BC44A67ACFB,geometry/CAND_9C1F8BC44A67ACFB.npz
PAIR_68DE5A6B56D7,CAND_3C34BC6F8C5DD4FD,geometry/CAND_3C34BC6F8C5DD4FD.npz,CAND_7A1DE01498D6F511,geometry/CAND_7A1DE01498D6F511.npz
PAIR_C6D314E840B7,CAND_EF5607D0F076FB77,geometry/CAND_EF5607D0F076FB77.npz,CAND_66D13A619D341732,geometry/CAND_66D13A619D341732.npz
PAIR_48A5742F08AD,CAND_4A36A070A90251C2,geometry/CAND_4A36A070A90251C2.npz,CAND_3F5A0C5A6D011845,geometry/CAND_3F5A0C5A6D011845.npz
PAIR_AFA0036A9084,CAND_1B88D09461AFD597,geometry/CAND_1B88D09461AFD597.npz,CAND_95AFB114EE1D781D,geometry/CAND_95AFB114EE1D781D.npz
PAIR_D0A1F90820AF,CAND_6AC4776721426F02,geometry/CAND_6AC4776721426F02.npz,CAND_55814A386E2534CA,geometry/CAND_55814A386E2534CA.npz
PAIR_531C4F89E490,CAND_9BA2F334A7B43D9F,geometry/CAND_9BA2F334A7B43D9F.npz,CAND_DCADA366AB992FD1,geometry/CAND_DCADA366AB992FD1.npz
PAIR_2BA649A573EB,CAND_AB056F533FA0F15B,geometry/CAND_AB056F533FA0F15B.npz,CAND_E399709A0F65FFEF,geometry/CAND_E399709A0F65FFEF.npz
PAIR_161E8EFE68B2,CAND_D2870F6689902648,geometry/CAND_D2870F6689902648.npz,CAND_573570279ACD4570,geometry/CAND_573570279ACD4570.npz
PAIR_4845E6E4B2D5,CAND_51B80E8C10CA003D,geometry/CAND_51B80E8C10CA003D.npz,CAND_F28EF579B589323D,geometry/CAND_F28EF579B589323D.npz
PAIR_8D7018052CC0,CAND_DCADA366AB992FD1,geometry/CAND_DCADA366AB992FD1.npz,CAND_55D7D56EE347F692,geometry/CAND_55D7D56EE347F692.npz
PAIR_207D9B97F8DF,CAND_6D16637D1A9595CB,geometry/CAND_6D16637D1A9595CB.npz,CAND_0C8A8D194C8063DD,geometry/CAND_0C8A8D194C8063DD.npz
PAIR_191F271B6DA4,CAND_9AB4809C0834E3F6,geometry/CAND_9AB4809C0834E3F6.npz,CAND_82811DEE2E6A9618,geometry/CAND_82811DEE2E6A9618.npz
PAIR_D2C76F42E029,CAND_AB056F533FA0F15B,geometry/CAND_AB056F533FA0F15B.npz,CAND_7DCE330CACA984AA,geometry/CAND_7DCE330CACA984AA.npz
PAIR_9200DB9409AA,CAND_91BED713E9D10EB0,geometry/CAND_91BED713E9D10EB0.npz,CAND_E6A8F0B10143903F,geometry/CAND_E6A8F0B10143903F.npz
PAIR_AAB61C8164C8,CAND_B5D97FBD7BEDE923,geometry/CAND_B5D97FBD7BEDE923.npz,CAND_D3650008992F9EE6,geometry/CAND_D3650008992F9EE6.npz
PAIR_88CCDE8C31FB,CAND_8893142FC87D3936,geometry/CAND_8893142FC87D3936.npz,CAND_CC5930BD12E98640,geometry/CAND_CC5930BD12E98640.npz
PAIR_81CF011DB73B,CAND_C0F1D9F3AB6BEC0F,geometry/CAND_C0F1D9F3AB6BEC0F.npz,CAND_7BEA10E22098C0DB,geometry/CAND_7BEA10E22098C0DB.npz
PAIR_F712373F56E5,CAND_8C0358387D9465FE,geometry/CAND_8C0358387D9465FE.npz,CAND_D6210F273618A169,geometry/CAND_D6210F273618A169.npz
PAIR_F235F43AE455,CAND_82811DEE2E6A9618,geometry/CAND_82811DEE2E6A9618.npz,CAND_0BE905089008CF26,geometry/CAND_0BE905089008CF26.npz
PAIR_C2E36869EEFE,CAND_5F3E2F0CF0144022,geometry/CAND_5F3E2F0CF0144022.npz,CAND_684A9F73E5A38B4D,geometry/CAND_684A9F73E5A38B4D.npz
PAIR_59EB88D4CB3F,CAND_AF6B6945FF328F57,geometry/CAND_AF6B6945FF328F57.npz,CAND_D3650008992F9EE6,geometry/CAND_D3650008992F9EE6.npz
PAIR_18CECD3C542E,CAND_EF5607D0F076FB77,geometry/CAND_EF5607D0F076FB77.npz,CAND_87E4AF38F9BA8201,geometry/CAND_87E4AF38F9BA8201.npz
PAIR_4226D0AA963C,CAND_0305533D06AC662F,geometry/CAND_0305533D06AC662F.npz,CAND_0C8A8D194C8063DD,geometry/CAND_0C8A8D194C8063DD.npz
PAIR_F5AD78DB2394,CAND_51B80E8C10CA003D,geometry/CAND_51B80E8C10CA003D.npz,CAND_3535EBFFF6F9FAF4,geometry/CAND_3535EBFFF6F9FAF4.npz
