cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,2,0;98,oscillatory,-1.368633066808794,5.919025086916516e-17,64,5.0,UNDERRESOLVED,-0.999986364297;-0.999986364297,1227.5187378248936,2454.0374617473776,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
116,2,230;232,oscillatory,-0.4361116086082549,-2.967756310988787e-17,35,9.142857142857142,DIAGNOSTIC,-0.999862138222;-0.999862138222,14.805176790407357,28.609807156798677,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
117,2,231;233,oscillatory,0.4361116086082549,-2.967756310988787e-17,35,9.142857142857142,DIAGNOSTIC,0.999862138222;0.999862138222,14.805176790407357,28.609807156798677,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
118,2,234;244,oscillatory,-1.8276392736247036,-1.8004388286663418e-16,94,3.404255319148936,UNDERRESOLVED,-0.999992548468;-0.999992548468,149.21249374667696,203.61535773146437,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
119,2,235;245,oscillatory,1.8276392736247036,-1.8004388286663418e-16,94,3.404255319148936,UNDERRESOLVED,0.999992548468;0.999992548468,149.21249374667696,203.61535773146437,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
120,2,236;238,oscillatory,-1.8191356471761462,1.3684654100670495e-17,93,3.4408602150537635,UNDERRESOLVED,-0.999992474693;-0.999992474693,1.01984338296612,1.0355905708304143,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
121,2,237;239,oscillatory,1.8191356471761462,1.3684654100670495e-17,93,3.4408602150537635,UNDERRESOLVED,0.999992474693;0.999992474693,1.01984338296612,1.0355905708304143,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
122,2,240;242,oscillatory,-1.835796840406894,-1.2134825804931908e-16,95,3.3684210526315788,UNDERRESOLVED,-0.999992618277;-0.999992618277,15.793806788104419,17.460208175939602,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
123,2,241;243,oscillatory,1.835796840406894,-1.2134825804931908e-16,95,3.3684210526315788,UNDERRESOLVED,0.999992618277;0.999992618277,15.793806788104419,17.460208175939602,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
124,2,246;248,oscillatory,-1.9277358002075924,-1.0552022439071224e-17,111,2.8828828828828827,UNDERRESOLVED,-0.999993344855;-0.999993344855,1.0045136878501126,1.0071902526000143,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
125,2,247;249,oscillatory,1.9277358002075924,-1.0552022439071224e-17,111,2.8828828828828827,UNDERRESOLVED,0.999993344855;0.999993344855,1.0045136878501126,1.0071902526000143,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
126,2,250;252,oscillatory,-1.9315458399501013,-1.688323590251396e-16,112,2.857142857142857,UNDERRESOLVED,-0.999993372769;-0.999993372769,3.1695474073380137,5.323770399869347,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
127,2,251;253,oscillatory,1.9315458399501013,-1.688323590251396e-16,112,2.857142857142857,UNDERRESOLVED,0.999993372769;0.999993372769,3.1695474073380137,5.323770399869347,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
128,2,254;256,oscillatory,-1.9386373724622752,2.3214449365957656e-16,114,2.807017543859649,UNDERRESOLVED,-0.9999934243;-0.9999934243,28.009264676818997,55.00877441973305,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
129,2,255;257,oscillatory,1.9386373724622752,2.3214449365957656e-16,114,2.807017543859649,UNDERRESOLVED,0.9999934243;0.9999934243,28.009264676818997,55.00877441973305,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
130,2,258;260,oscillatory,-1.9419328307077595,3.5876876292842167e-16,115,2.782608695652174,UNDERRESOLVED,-0.999993448061;-0.999993448061,5.339853551538071,9.67906477529107,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
131,2,259;261,oscillatory,1.9419328307077595,3.5876876292842167e-16,115,2.782608695652174,UNDERRESOLVED,0.999993448061;0.999993448061,5.339853551538071,9.67906477529107,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
132,2,262;264,oscillatory,-1.935177332009771,-1.1607224682978347e-16,113,2.831858407079646,UNDERRESOLVED,-0.999993399226;-0.999993399226,1.0061661180270856,1.0085193110588138,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
133,2,263;265,oscillatory,1.935177332009771,-1.1607224682978347e-16,113,2.831858407079646,UNDERRESOLVED,0.999993399226;0.999993399226,1.0061661180270856,1.0085193110588138,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
134,2,266;270,oscillatory,-1.8436195440348522,3.1656067317213556e-16,96,3.3333333333333335,UNDERRESOLVED,-0.999992684349;-0.999992684349,1.002128672756386,1.004020261937469,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
135,2,267;271,oscillatory,1.8436195440348522,3.1656067317213556e-16,96,3.3333333333333335,UNDERRESOLVED,0.999992684349;0.999992684349,1.002128672756386,1.004020261937469,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
136,2,268;276,oscillatory,-1.9237398874127591,-2.1631646000096012e-16,110,2.909090909090909,UNDERRESOLVED,-0.999993315406;-0.999993315406,6.18056975964307,11.360942269767468,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
137,2,269;277,oscillatory,1.9237398874127591,-2.1631646000096012e-16,110,2.909090909090909,UNDERRESOLVED,0.999993315406;0.999993315406,6.18056975964307,11.360942269767468,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
138,2,272;274,oscillatory,-1.851118384358443,8.44161795125698e-17,97,3.2989690721649483,UNDERRESOLVED,-0.999992746898;-0.999992746898,2.314707093462859,3.5343606356427704,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
139,2,273;275,oscillatory,1.851118384358443,8.44161795125698e-17,97,3.2989690721649483,UNDERRESOLVED,0.999992746898;0.999992746898,2.314707093462859,3.5343606356427704,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
140,2,278;280,oscillatory,-0.36401434520717996,-3.429407292698147e-17,33,9.696969696969697,DIAGNOSTIC,-0.999802414796;-0.999802414796,1.412535925822308,1.5396332800352066,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
141,2,279;281,oscillatory,0.36401434520717996,-3.429407292698147e-17,33,9.696969696969697,DIAGNOSTIC,0.999802414796;0.999802414796,1.412535925822308,1.5396332800352066,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
142,2,282;288,oscillatory,-1.865187442629562,7.650216268326668e-17,99,3.2323232323232323,UNDERRESOLVED,-0.999992862221;-0.999992862221,8.892536203700734,9.839997198818816,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
143,2,283;289,oscillatory,1.865187442629562,7.650216268326668e-17,99,3.2323232323232323,UNDERRESOLVED,0.999992862221;0.999992862221,8.892536203700734,9.839997198818816,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
144,2,284;286,oscillatory,-1.8583041562891498,-1.58280336586069e-16,98,3.2653061224489797,UNDERRESOLVED,-0.999992806127;-0.999992806127,1.4722892268628263,1.701401462394291,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
145,2,285;287,oscillatory,1.8583041562891498,-1.58280336586069e-16,98,3.2653061224489797,UNDERRESOLVED,0.999992806127;0.999992806127,1.4722892268628263,1.701401462394291,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
146,2,290;292,oscillatory,-1.8717786079358467,2.0048842634235327e-16,100,3.2,UNDERRESOLVED,-0.999992915356;-0.999992915356,2.6507993918179666,4.30027062014432,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
147,2,291;293,oscillatory,1.8717786079358467,2.0048842634235327e-16,100,3.2,UNDERRESOLVED,0.999992915356;0.999992915356,2.6507993918179666,4.30027062014432,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
148,2,294;296,oscillatory,-1.8780877933437254,2.7435258341585187e-16,101,3.1683168316831685,UNDERRESOLVED,-0.999992965695;-0.999992965695,3.1874000075696474,5.211845760978907,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
149,2,295;297,oscillatory,1.8780877933437254,2.7435258341585187e-16,101,3.1683168316831685,UNDERRESOLVED,0.999992965695;0.999992965695,3.1874000075696474,5.211845760978907,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
150,2,298;304,oscillatory,-1.9195505445649172,-7.386415707349872e-17,109,2.9357798165137616,UNDERRESOLVED,-0.999993284337;-0.999993284337,26.486262426035672,46.01514408394914,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
151,2,299;305,oscillatory,1.9195505445649172,-7.386415707349872e-17,109,2.9357798165137616,UNDERRESOLVED,0.999993284337;0.999993284337,26.486262426035672,46.01514408394914,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
152,2,300;302,oscillatory,-1.88412491229164,-2.45334521708406e-16,102,3.1372549019607843,UNDERRESOLVED,-0.999993013392;-0.999993013392,7.370299791803562,13.735656347688833,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
153,2,301;303,oscillatory,1.88412491229164,-2.45334521708406e-16,102,3.1372549019607843,UNDERRESOLVED,0.999993013392;0.999993013392,7.370299791803562,13.735656347688833,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
154,2,306;308,oscillatory,-1.895421446189795,2.532485385377094e-16,104,3.076923076923077,UNDERRESOLVED,-0.999993101427;-0.999993101427,1.4273310547912197,1.5103664887860613,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
155,2,307;309,oscillatory,1.895421446189795,2.532485385377094e-16,104,3.076923076923077,UNDERRESOLVED,0.999993101427;0.999993101427,1.4273310547912197,1.5103664887860613,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
156,2,310;314,oscillatory,-1.8898996470776444,-1.4772831414699715e-16,103,3.1067961165048543,UNDERRESOLVED,-0.999993058591;-0.999993058591,2.139205156983414,3.226772581570628,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
157,2,311;315,oscillatory,1.8898996470776444,-1.4772831414699715e-16,103,3.1067961165048543,UNDERRESOLVED,0.999993058591;0.999993058591,2.139205156983414,3.226772581570628,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
158,2,312;324,oscillatory,-1.905742851234205,-2.479725273181738e-16,106,3.018867924528302,UNDERRESOLVED,-0.999993180508;-0.999993180508,26.64945114179645,36.690391664743245,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
159,2,313;325,oscillatory,1.905742851234205,-2.479725273181738e-16,106,3.018867924528302,UNDERRESOLVED,0.999993180508;0.999993180508,26.64945114179645,36.690391664743245,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
160,2,316;326,oscillatory,-1.91515998100935,3.40302723660047e-16,108,2.962962962962963,UNDERRESOLVED,-0.999993251561;-0.999993251561,4.9668214968388344,8.928528094763688,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
161,2,317;327,oscillatory,1.91515998100935,3.40302723660047e-16,108,2.962962962962963,UNDERRESOLVED,0.999993251561;0.999993251561,4.9668214968388344,8.928528094763688,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
162,2,318;328,oscillatory,-1.910560170764104,-3.5349275170888606e-16,107,2.9906542056074765,UNDERRESOLVED,-0.999993216985;-0.999993216985,1.5633959574821377,1.994891616802931,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
163,2,319;329,oscillatory,1.910560170764104,-3.5349275170888606e-16,107,2.9906542056074765,UNDERRESOLVED,0.999993216985;0.999993216985,1.5633959574821377,1.994891616802931,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
164,2,320;322,oscillatory,-1.9006995223525207,-2.6380056097678064e-17,105,3.0476190476190474,UNDERRESOLVED,-0.999993142027;-0.999993142027,8.189658636836475,15.37656627926225,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
165,2,321;323,oscillatory,1.9006995223525207,-2.6380056097678064e-17,105,3.0476190476190474,UNDERRESOLVED,0.999993142027;0.999993142027,8.189658636836475,15.37656627926225,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
166,2,332;334,oscillatory,-0.32853334906458154,2.456642724096279e-17,32,10.0,DIAGNOSTIC,-0.999757712214;-0.999757712214,1.0118589425419249,1.014310013383953,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
167,2,333;335,oscillatory,0.32853334906458154,2.456642724096279e-17,32,10.0,DIAGNOSTIC,0.999757712214;0.999757712214,1.0118589425419249,1.014310013383953,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
168,2,336;338,oscillatory,-0.29355750118324037,-4.814360237826271e-17,31,10.32258064516129,DIAGNOSTIC,-0.999696983006;-0.999696983006,7.169852102021109,8.272298767306648,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
169,2,337;339,oscillatory,0.29355750118324037,-4.814360237826271e-17,31,10.32258064516129,DIAGNOSTIC,0.999696983006;0.999696983006,7.169852102021109,8.272298767306648,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
170,2,340;342,oscillatory,-0.25918766861596604,1.945529137203745e-17,30,10.666666666666666,DIAGNOSTIC,-0.999611997486;-0.999611997486,1.000878715418967,1.0011948866403049,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
171,2,341;343,oscillatory,0.25918766861596604,1.945529137203745e-17,30,10.666666666666666,DIAGNOSTIC,0.999611997486;0.999611997486,1.000878715418967,1.0011948866403049,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
172,2,344;360,oscillatory,-1.9480563622291587,-3.6932078536754083e-17,117,2.735042735042735,UNDERRESOLVED,-0.999993491906;-0.999993491906,5.040090474911316,5.143168177079103,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
173,2,345;361,oscillatory,1.9480563622291587,-3.6932078536754083e-17,117,2.735042735042735,UNDERRESOLVED,0.999993491906;0.999993491906,5.040090474911316,5.143168177079103,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
174,2,346;348,oscillatory,-1.9450703523389319,-6.225693239052023e-16,116,2.7586206896551726,UNDERRESOLVED,-0.999993470575;-0.999993470575,1.0046854993885626,1.0072348501619752,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
175,2,347;349,oscillatory,1.9450703523389319,-6.225693239052023e-16,116,2.7586206896551726,UNDERRESOLVED,0.999993470575;0.999993470575,1.0046854993885626,1.0072348501619752,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
176,2,350;352,oscillatory,-0.22552914535693092,4.616509817093961e-18,29,11.03448275862069,DIAGNOSTIC,-0.999488679701;-0.999488679701,5.993474481397075,10.980271877891735,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
177,2,351;353,oscillatory,0.22552914535693092,4.616509817093961e-18,29,11.03448275862069,DIAGNOSTIC,0.999488679701;0.999488679701,5.993474481397075,10.980271877891735,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
178,71,354;356;358;362;364;370;372;374;376;386;388;390;392;394;396;398;400;402;404;406;408;410;412;438;440;442;444;446;448;450;452;454;456;458;460;462;464;466;468;470;472;474;476;478;484;486;508;510;512;518;520;522;556;558;560;562;564;566;572;574;576;578;580;582;602;605;607;613;615;617;638,oscillatory,-1.9856626203263439,2.4791681852314395e-17,159,2.0125786163522013,UNDERRESOLVED,-0.999993808957;-0.999993808846;-0.999993808846;-0.999993808514;-0.999993808514;-0.999993807959;-0.999993807959;-0.999993807179;-0.999993807179;-0.999993806173;-0.999993806173;-0.999993804937;-0.999993804937;-0.999993803467;-0.999993803467;-0.999993801759;-0.999993801759;-0.999993799807;-0.999993799807;-0.999993797606;-0.999993797606;-0.999993795149;-0.999993795149;-0.999993792428;-0.999993792428;-0.999993789435;-0.999993789435;-0.999993786161;-0.999993786161;-0.999993782596;-0.999993782596;-0.999993778729;-0.999993778729;-0.999993774549;-0.999993774549;-0.999993770043;-0.999993770043;-0.999993765198;-0.999993765198;-0.99999376;-0.99999376;-0.999993754432;-0.999993754432;-0.99999374848;-0.99999374848;-0.999993742124;-0.999993742124;-0.999993735348;-0.999993735348;-0.99999372813;-0.99999372813;-0.99999372045;-0.99999372045;-0.999993712287;-0.999993712287;-0.999993703616;-0.999993703616;-0.999993694413;-0.999993694413;-0.999993684651;-0.999993684651;-0.999993674304;-0.999993674304;-0.99999366334;-0.99999366334;-0.99999365173;-0.99999365173;-0.999993639442;-0.999993639442;-0.999993626439;-0.999993626439,1.0041279605051934,298.67745554438704,False,0.39269277348600645,RESOLVED,relative_equilibrium_reference
179,71,355;357;359;363;365;371;373;375;377;387;389;391;393;395;397;399;401;403;405;407;409;411;413;439;441;443;445;447;449;451;453;455;457;459;461;463;465;467;469;471;473;475;477;479;485;487;509;511;513;519;521;523;557;559;561;563;565;567;573;575;577;579;581;583;603;606;608;614;616;618;639,oscillatory,1.9856626203263439,2.4791681852314395e-17,159,2.0125786163522013,UNDERRESOLVED,0.999993626439;0.999993626439;0.999993639442;0.999993639442;0.99999365173;0.99999365173;0.99999366334;0.99999366334;0.999993674304;0.999993674304;0.999993684651;0.999993684651;0.999993694413;0.999993694413;0.999993703616;0.999993703616;0.999993712287;0.999993712287;0.99999372045;0.99999372045;0.99999372813;0.99999372813;0.999993735348;0.999993735348;0.999993742124;0.999993742124;0.99999374848;0.99999374848;0.999993754432;0.999993754432;0.99999376;0.99999376;0.999993765198;0.999993765198;0.999993770043;0.999993770043;0.999993774549;0.999993774549;0.999993778729;0.999993778729;0.999993782596;0.999993782596;0.999993786161;0.999993786161;0.999993789435;0.999993789435;0.999993792428;0.999993792428;0.999993795149;0.999993795149;0.999993797606;0.999993797606;0.999993799807;0.999993799807;0.999993801759;0.999993801759;0.999993803467;0.999993803467;0.999993804937;0.999993804937;0.999993806173;0.999993806173;0.999993807179;0.999993807179;0.999993807959;0.999993807959;0.999993808514;0.999993808514;0.999993808846;0.999993808846;0.999993808957,1.0041279605051934,298.67745554438704,False,0.39269277348600645,RESOLVED,relative_equilibrium_reference
180,2,366;368,oscillatory,-1.9508970678128987,-2.7435258341585187e-16,118,2.711864406779661,UNDERRESOLVED,-0.999993512113;-0.999993512113,1.5015466032067657,1.7572374705224632,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
181,2,367;369,oscillatory,1.9508970678128987,-2.7435258341585187e-16,118,2.711864406779661,UNDERRESOLVED,0.999993512113;0.999993512113,1.5015466032067657,1.7572374705224632,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
182,2,378;380,oscillatory,-0.1926912887161377,3.2975070122097686e-17,28,11.428571428571429,DIAGNOSTIC,-0.999301438632;-0.999301438632,4.199316449148574,7.366069370455903,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
183,2,379;381,oscillatory,0.1926912887161377,3.2975070122097686e-17,28,11.428571428571429,DIAGNOSTIC,0.999301438632;0.999301438632,4.199316449148574,7.366069370455903,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
184,2,382;418,oscillatory,-1.9535984625324205,-7.122615146373557e-17,119,2.689075630252101,UNDERRESOLVED,-0.999993531252;-0.999993531252,18.436967039172405,29.342298071469976,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
185,2,383;419,oscillatory,1.9535984625324205,-7.122615146373557e-17,119,2.689075630252101,UNDERRESOLVED,0.999993531252;0.999993531252,18.436967039172405,29.342298071469976,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
186,2,384;422,oscillatory,-1.9561663294264104,2.1763546280598874e-17,120,2.6666666666666665,UNDERRESOLVED,-0.999993549375;-0.999993549375,2.580358165853381,4.127895330416367,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
187,2,385;423,oscillatory,1.9561663294264104,2.1763546280598874e-17,120,2.6666666666666665,UNDERRESOLVED,0.999993549375;0.999993549375,2.580358165853381,4.127895330416367,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
188,2,414;416,oscillatory,-0.1607868685933671,1.7394349489406584e-17,27,11.851851851851851,DIAGNOSTIC,-0.998999986783;-0.998999986783,1.0033189410796393,1.0042780205320088,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
189,2,415;417,oscillatory,0.1607868685933671,1.7394349489406584e-17,27,11.851851851851851,DIAGNOSTIC,0.998999986783;0.998999986783,1.0033189410796393,1.0042780205320088,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
190,2,420;424,oscillatory,-1.9586062448372268,1.8927690250084123e-16,121,2.644628099173554,UNDERRESOLVED,-0.999993566534;-0.999993566534,1.0000846903296434,1.0001362643833842,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
191,2,421;425,oscillatory,1.9586062448372268,1.8927690250084123e-16,121,2.644628099173554,UNDERRESOLVED,0.999993566534;0.999993566534,1.0000846903296434,1.0001362643833842,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
192,2,426;428,oscillatory,-1.960923582215839,-3.8800405464338604e-30,122,2.622950819672131,UNDERRESOLVED,-0.999993582776;-0.999993582776,11.617291101971608,19.71241800237897,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
193,2,427;429,oscillatory,1.960923582215839,-3.8800405464338604e-30,122,2.622950819672131,UNDERRESOLVED,0.999993582776;0.999993582776,11.617291101971608,19.71241800237897,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
194,2,430;432,oscillatory,-1.9631235160038842,7.650216268326594e-17,123,2.6016260162601625,UNDERRESOLVED,-0.999993598146;-0.999993598146,1.0000658010068815,1.0000744683236142,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
195,2,431;433,oscillatory,1.9631235160038842,7.650216268326594e-17,123,2.6016260162601625,UNDERRESOLVED,0.999993598146;0.999993598146,1.0000658010068815,1.0000744683236142,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
196,2,434;436,oscillatory,-1.9652110255745832,-1.8993640390323857e-16,124,2.5806451612903225,UNDERRESOLVED,-0.999993612687;-0.999993612687,209.82291927562684,418.6413848634477,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
197,2,435;437,oscillatory,1.9652110255745832,-1.8993640390323857e-16,124,2.5806451612903225,UNDERRESOLVED,0.999993612687;0.999993612687,209.82291927562684,418.6413848634477,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
198,2,480;482,oscillatory,-0.12993078954484116,5.803612341489168e-17,26,12.307692307692308,RESOLVED,-0.998474818716;-0.998474818716,2.5340531741672594,4.063105761195958,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
199,2,481;483,oscillatory,0.12993078954484116,5.803612341489168e-17,26,12.307692307692308,RESOLVED,0.998474818716;0.998474818716,2.5340531741672594,4.063105761195958,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
200,2,488;490,oscillatory,-0.11877053549208776,-6.5950140244193904e-18,12,26.666666666666668,RESOLVED,0.998387541758;0.998387541758,3.730012434412026,6.458132074459468,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
201,2,489;491,oscillatory,0.11877053549208776,-6.5950140244193904e-18,12,26.666666666666668,RESOLVED,-0.998387541758;-0.998387541758,3.730012434412026,6.458132074459468,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
202,2,492;494,oscillatory,-0.11890974989916951,-3.297507012209955e-18,11,29.09090909090909,RESOLVED,0.998420228665;0.998420228665,1.0667563602569134,1.0898416750200015,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
203,2,493;495,oscillatory,0.11890974989916951,-3.297507012209955e-18,11,29.09090909090909,RESOLVED,-0.998420228665;-0.998420228665,1.0667563602569134,1.0898416750200015,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
204,2,496;536,oscillatory,-0.08028451024534244,-5.8860500167944e-17,6,53.333333333333336,RESOLVED,0.996975546133;0.996975546133,1.0052337202492247,1.0056836753398255,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
205,2,497;537,oscillatory,0.08028451024534244,-5.8860500167944e-17,6,53.333333333333336,RESOLVED,-0.996975546133;-0.996975546133,1.0052337202492247,1.0056836753398255,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
206,2,498;500,oscillatory,-0.1159029697176045,-2.6380056097678113e-17,13,24.615384615384617,RESOLVED,0.998279239959;0.998279239959,2.3722344273624696,3.7287636802676065,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
207,2,499;501,oscillatory,0.1159029697176045,-2.6380056097678113e-17,13,24.615384615384617,RESOLVED,-0.998279239959;-0.998279239959,2.3722344273624696,3.7287636802676065,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
208,2,502;538,oscillatory,-0.09281639919786905,1.6940942275227435e-17,7,45.714285714285715,RESOLVED,0.997654754066;0.997654754066,8.671500465251063,14.664572799228756,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
209,2,503;539,oscillatory,0.09281639919786905,1.6940942275227435e-17,7,45.714285714285715,RESOLVED,-0.997654754066;-0.997654754066,8.671500465251063,14.664572799228756,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
210,2,504;506,oscillatory,-0.11034190132082926,5.539811780512404e-17,14,22.857142857142858,RESOLVED,0.998074045168;0.998074045168,1.625321070649539,2.2420961459470625,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
211,2,505;507,oscillatory,0.11034190132082926,5.539811780512404e-17,14,22.857142857142858,RESOLVED,-0.998074045168;-0.998074045168,1.625321070649539,2.2420961459470625,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
212,2,514;516,oscillatory,-0.10023715071246772,2.4731302591573184e-16,25,12.8,RESOLVED,-0.997450878841;-0.997450878841,1.0294953777711267,1.030642198670216,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
213,2,515;517,oscillatory,0.10023715071246772,2.4731302591573184e-16,25,12.8,RESOLVED,0.997450878841;0.997450878841,1.0294953777711267,1.030642198670216,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
214,2,524;568,oscillatory,-0.024442908734846024,4.286759115872704e-18,20,16.0,RESOLVED,0.960598246504;0.960598246504,1.0525478517057034,1.0601462861181776,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
215,2,525;569,oscillatory,0.024442908734846024,4.286759115872704e-18,20,16.0,RESOLVED,-0.960598246504;-0.960598246504,1.0525478517057034,1.0601462861181776,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
216,2,526;570,oscillatory,-0.07181068792333939,-6.034437832343856e-17,24,13.333333333333334,RESOLVED,-0.995072174887;-0.995072174887,1.8959465078946138,2.7597344973532154,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
217,2,527;571,oscillatory,0.07181068792333939,-6.034437832343856e-17,24,13.333333333333334,RESOLVED,0.995072174887;0.995072174887,1.8959465078946138,2.7597344973532154,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
218,2,528;530,oscillatory,-0.11631796645422054,-8.441617951256977e-17,10,32.0,RESOLVED,0.998382437192;0.998382437192,2.0897760133898955,3.159988072804086,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
219,2,529;531,oscillatory,0.11631796645422054,-8.441617951256977e-17,10,32.0,RESOLVED,-0.998382437192;-0.998382437192,2.0897760133898955,3.159988072804086,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
220,2,532;534,oscillatory,-0.050192323267406115,-4.3527092561168806e-17,4,80.0,RESOLVED,0.992984288515;0.992984288515,5.202866348423092,9.375183116976151,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
221,2,533;535,oscillatory,0.050192323267406115,-4.3527092561168806e-17,4,80.0,RESOLVED,-0.992984288515;-0.992984288515,5.202866348423092,9.375183116976151,True,0.39269277348600645,RESOLVED,relative_equilibrium_reference
