low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_ppw,high_ppw,low_wavelength_status,high_wavelength_status,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
290,288,1,1,290,288,-0.0,-0.0,0.0,0.9984417455289467,0.9984417455289467,0.9998594914155966,0,0,inf,inf,NOT_APPLICABLE,NOT_APPLICABLE,0,0,0.0,2.319740807866458,2.192384651798168,real_dominant,real_dominant,RESOLVED,RESOLVED,False,0.9990299201712671,True,False
291,289,1,1,291,289,-0.0,-0.0,0.0,0.9984417455289465,0.9984417455289465,0.9998594914155964,0,0,inf,inf,NOT_APPLICABLE,NOT_APPLICABLE,0,0,0.0,2.3197408078664954,2.1923846517981627,real_dominant,real_dominant,RESOLVED,RESOLVED,False,0.999029920171267,True,False
208,228,1,1,208,228,-0.16041716052771887,-0.16129629801398,0.005450450488237031,0.9996574562532824,0.9996574562532824,0.9999595127364503,6,6,42.666666666666664,53.333333333333336,RESOLVED,RESOLVED,0.791053189662,0.805857743067,0.014804553405178611,1.3153075371149443,1.2825239122008067,oscillatory,oscillatory,RESOLVED,RESOLVED,False,0.9989667843628464,True,False
209,229,1,1,209,229,0.16041716052771887,0.16129629801398,0.005450450488237031,0.9996574562532824,0.9996574562532824,0.9999595127364503,6,6,42.666666666666664,53.333333333333336,RESOLVED,RESOLVED,-0.791053189662,-0.805857743067,0.014804553405178611,1.3153075371149443,1.2825239122008067,oscillatory,oscillatory,RESOLVED,RESOLVED,False,0.9989667843628464,True,False
192,160,1,1,192,160,-0.06523571046250339,-0.06576692028340382,0.008077158221965489,0.9999803537054581,0.9999803537054581,0.999999223271421,1,1,256.0,320.0,RESOLVED,RESOLVED,-0.0127754173414,-0.0129525142372,0.00017709689588275845,1.26036755915854,1.2583233311817479,mixed,mixed,RESOLVED,RESOLVED,False,0.9987764443078353,True,False
193,161,1,1,193,161,0.06523571046250339,0.06576692028340382,0.008077158221965489,0.9999803537054581,0.9999803537054581,0.999999223271421,1,1,256.0,320.0,RESOLVED,RESOLVED,0.0127754173414,0.0129525142372,0.00017709689588275845,1.26036755915854,1.2583233311817479,mixed,mixed,RESOLVED,RESOLVED,False,0.9987764443078353,True,False
194,168,1,1,194,168,-0.06523571046250344,-0.06576692028340397,0.008077158221966915,0.9999803537054583,0.9999803537054583,0.9999992232714214,1,1,256.0,320.0,RESOLVED,RESOLVED,-0.0127754173413,-0.0129525142372,0.00017709689588408725,1.260367559158538,1.2583233311817474,mixed,mixed,RESOLVED,RESOLVED,False,0.9987764443078353,True,False
195,169,1,1,195,169,0.06523571046250344,0.06576692028340397,0.008077158221966915,0.9999803537054583,0.9999803537054583,0.9999992232714214,1,1,256.0,320.0,RESOLVED,RESOLVED,0.0127754173413,0.0129525142372,0.00017709689588408725,1.260367559158538,1.2583233311817474,mixed,mixed,RESOLVED,RESOLVED,False,0.9987764443078353,True,False
266,250,1,1,266,250,-0.1157688300669029,-0.11731009941387263,0.01313841992011367,0.9998444331625052,0.9998444331625052,0.9999787085937265,6,6,42.666666666666664,53.333333333333336,RESOLVED,RESOLVED,0.896676142278,0.901787569115,0.005111426837568711,1.113745590887671,1.1096668921204698,oscillatory,oscillatory,RESOLVED,RESOLVED,False,0.9979305740579176,True,False
267,251,1,1,267,251,0.1157688300669029,0.11731009941387263,0.01313841992011367,0.9998444331625052,0.9998444331625052,0.9999787085937265,6,6,42.666666666666664,53.333333333333336,RESOLVED,RESOLVED,-0.896676142278,-0.901787569115,0.005111426837568711,1.113745590887671,1.1096668921204698,oscillatory,oscillatory,RESOLVED,RESOLVED,False,0.9979305740579176,True,False
198,220,1,1,198,220,-0.06107323585319167,-0.06218563007283048,0.017888284131494733,0.9999144084082683,0.9999144084082683,0.9999878012971218,3,3,85.33333333333333,106.66666666666667,RESOLVED,RESOLVED,-0.0278630056178,-0.0282205847102,0.00035757909239282626,1.338098681366124,1.329528375076273,mixed,mixed,RESOLVED,RESOLVED,False,0.9972623527495172,True,False
199,221,1,1,199,221,0.06107323585319167,0.06218563007283048,0.017888284131494733,0.9999144084082683,0.9999144084082683,0.9999878012971218,3,3,85.33333333333333,106.66666666666667,RESOLVED,RESOLVED,0.0278630056178,0.0282205847102,0.00035757909239282626,1.338098681366124,1.329528375076273,mixed,mixed,RESOLVED,RESOLVED,False,0.9972623527495172,True,False
200,222,1,1,200,222,-0.06107323585319102,-0.06218563007283028,0.017888284131501918,0.9999144084082677,0.9999144084082677,0.9999878012971218,3,3,85.33333333333333,106.66666666666667,RESOLVED,RESOLVED,-0.0278630056178,-0.0282205847102,0.0003575790923913136,1.3380986813661206,1.3295283750762723,mixed,mixed,RESOLVED,RESOLVED,False,0.9972623527495158,True,False
201,223,1,1,201,223,0.06107323585319102,0.06218563007283028,0.017888284131501918,0.9999144084082677,0.9999144084082677,0.9999878012971218,3,3,85.33333333333333,106.66666666666667,RESOLVED,RESOLVED,0.0278630056178,0.0282205847102,0.0003575790923913136,1.3380986813661206,1.3295283750762723,mixed,mixed,RESOLVED,RESOLVED,False,0.9972623527495158,True,False
